doc_id,senate_committee,senate_committee_refdate,house_committee,house_committee_refdate
19hb4295,NA,NA,"Military, Veterans and Homeland Security",2019-03-06
19hb4296,JUDICIARY AND PUBLIC SAFETY,2019-03-21,Judiciary,2019-03-06
19hb4297,NA,NA,Government Operations,2019-03-06
19hb4298,NA,NA,Tax Policy,2019-03-06
19hb4299,NA,NA,Government Operations,2019-03-07
19hb4300,NA,NA,Communications and Technology,2019-03-07
19hb4301,NA,NA,Judiciary,2019-03-07
19hb4302,NA,NA,Health Policy,2019-03-07
19hb4303,NA,NA,Commerce and Tourism,2019-03-07
19hb4304,"FAMILIES, SENIORS AND VETERANS",2019-05-08,"Families, Children, and Seniors",2019-03-07
19hb4305,"FAMILIES, SENIORS AND VETERANS",2019-05-08,"Families, Children, and Seniors",2019-03-07
19hb4306,JUDICIARY AND PUBLIC SAFETY,2019-05-16,Government Operations,2019-03-07
19hb4307,REGULATORY REFORM,2019-12-05,Regulatory Reform,2019-03-07
19hb4308,REGULATORY REFORM,2019-11-05,Regulatory Reform,2019-03-07
19hb4309,REGULATORY REFORM,2019-11-05,Regulatory Reform,2019-03-07
19hb4310,AGRICULTURE,2019-11-05,Regulatory Reform,2019-03-07
19hb4311,REGULATORY REFORM,2019-11-05,Regulatory Reform,2019-03-07
19hb4312,REGULATORY REFORM,2019-11-05,Regulatory Reform,2019-03-07
19hb4313,NATURAL RESOURCES,2020-04-16,Natural Resources and Outdoor Recreation,2019-03-12
19hb4314,NA,NA,Government Operations,2019-03-12
19hb4315,JUDICIARY AND PUBLIC SAFETY,2019-10-08,Judiciary,2019-03-12
19hb4316,JUDICIARY AND PUBLIC SAFETY,2019-10-08,Judiciary,2019-03-12
19hb4317,NA,NA,Natural Resources and Outdoor Recreation,2019-03-12
19hb4318,NA,NA,Natural Resources and Outdoor Recreation,2019-03-12
19hb4319,NA,NA,Transportation,2019-03-12
19hb4320,JUDICIARY AND PUBLIC SAFETY,2019-05-16,"Families, Children, and Seniors",2019-03-12
19hb4321,JUDICIARY AND PUBLIC SAFETY,2019-05-16,"Families, Children, and Seniors",2019-03-12
19hb4322,NA,NA,"Families, Children, and Seniors",2019-03-12
19hb4323,REGULATORY REFORM,2019-11-05,Regulatory Reform,2019-03-12
19hb4324,NA,NA,Tax Policy,2019-03-12
19hb4325,HEALTH POLICY AND HUMAN SERVICES,2019-10-10,Health Policy,2019-03-12
19hb4326,NA,NA,Commerce and Tourism,2019-03-12
19hb4327,NA,NA,Judiciary,2019-03-12
19hb4328,NA,NA,Judiciary,2019-03-12
19hb4329,NA,NA,Judiciary,2019-03-12
19hb4330,NA,NA,Health Policy,2019-03-12
19hb4331,GOVERNMENT OPERATIONS,2019-06-04,"Military, Veterans and Homeland Security",2019-03-12
19hb4332,NATURAL RESOURCES,2020-03-17,Natural Resources and Outdoor Recreation,2019-03-12
19hb4333,NA,NA,Appropriations,2019-03-12
19hb4334,NA,NA,Education,2019-03-12
19hb4335,REGULATORY REFORM,2019-10-30,Regulatory Reform,2019-03-12
19hb4336,OVERSIGHT,2019-08-29,Oversight,2019-03-12
19hb4337,NA,NA,Judiciary,2019-03-12
19hb4338,NA,NA,Judiciary,2019-03-12
19hb4339,NA,NA,Judiciary,2019-03-12
19hb4340,NA,NA,Natural Resources and Outdoor Recreation,2019-03-12
19hb4341,NA,NA,Elections and Ethics,2019-03-12
19hb4342,NA,NA,Education,2019-03-13
19hb4343,NA,NA,Insurance,2019-03-13
19hb4344,NA,NA,Insurance,2019-03-13
19hb4345,NA,NA,Health Policy,2019-03-13
19hb4346,NA,NA,Health Policy,2019-03-13
19hb4347,NA,NA,Appropriations,2019-03-13
19hb4348,NA,NA,Appropriations,2019-03-13
19hb4349,TRANSPORTATION AND INFRASTRUCTURE,2019-10-10,Transportation,2019-03-13
19hb4350,NA,NA,Insurance,2019-03-13
19hb4351,NA,NA,Judiciary,2019-03-13
19hb4352,NA,NA,Judiciary,2019-03-13
19hb4353,NA,NA,Judiciary,2019-03-13
19hb4354,NA,NA,Judiciary,2019-03-13
19hb4355,NA,NA,Judiciary,2019-03-13
19hb4356,NA,NA,Judiciary,2019-03-13
19hb4357,NA,NA,Judiciary,2019-03-13
19hb4358,NA,NA,Judiciary,2019-03-13
19hb4359,NA,NA,Judiciary,2019-03-13
19hb4360,NA,NA,Judiciary,2019-03-13
19hb4361,NA,NA,Natural Resources and Outdoor Recreation,2019-03-13
19hb4362,NA,NA,Government Operations,2019-03-13
19hb4363,NA,NA,Tax Policy,2019-03-14
19hb4364,NA,NA,Tax Policy,2019-03-14
19hb4365,NA,NA,Natural Resources and Outdoor Recreation,2019-03-14
19hb4366,HEALTH POLICY AND HUMAN SERVICES,2019-03-21,Government Operations,2019-03-14
19hb4367,HEALTH POLICY AND HUMAN SERVICES,2019-03-21,Government Operations,2019-03-14
19hb4368,NA,NA,Education,2019-03-14
19hb4369,NA,NA,Judiciary,2019-03-14
19hb4370,GOVERNMENT OPERATIONS,2019-09-19,Judiciary,2019-03-14
19hb4371,GOVERNMENT OPERATIONS,2019-09-24,Judiciary,2019-03-14
19hb4372,GOVERNMENT OPERATIONS,2019-09-10,Judiciary,2019-03-14
19hb4373,GOVERNMENT OPERATIONS,2019-09-10,Judiciary,2019-03-14
19hb4374,GOVERNMENT OPERATIONS,2019-06-20,Judiciary,2019-03-14
19hb4375,NA,NA,Judiciary,2019-03-14
19hb4376,GOVERNMENT OPERATIONS,2019-06-20,Judiciary,2019-03-14
19hb4377,GOVERNMENT OPERATIONS,2019-06-20,Judiciary,2019-03-14
19hb4378,GOVERNMENT OPERATIONS,2019-09-10,Judiciary,2019-03-14
19hb4379,NA,NA,Judiciary,2019-03-14
19hb4380,NA,NA,Judiciary,2019-03-14
19hb4381,NA,NA,Judiciary,2019-03-14
19hb4382,NA,NA,Judiciary,2019-03-14
19hb4383,GOVERNMENT OPERATIONS,2019-06-20,Judiciary,2019-03-14
19hb4384,NA,NA,Judiciary,2019-03-14
19hb4385,NA,NA,Health Policy,2019-03-14
19hb4386,NA,NA,Oversight,2019-03-19
19hb4387,NA,NA,Local Government and Municipal Finance,2019-03-19
19hb4388,NA,NA,Tax Policy,2019-03-19
19hb4389,ENVIRONMENTAL QUALITY,2019-10-08,Natural Resources and Outdoor Recreation,2019-03-19
19hb4390,ENVIRONMENTAL QUALITY,2019-10-08,Natural Resources and Outdoor Recreation,2019-03-19
19hb4391,ENVIRONMENTAL QUALITY,2019-10-08,Natural Resources and Outdoor Recreation,2019-03-19
19hb4392,NA,NA,Education,2019-03-19
19hb4393,NA,NA,Education,2019-03-19
19hb4394,NA,NA,Education,2019-03-19
19hb4395,TRANSPORTATION AND INFRASTRUCTURE,2020-01-08,Transportation,2019-03-19
19hb4396,TRANSPORTATION AND INFRASTRUCTURE,2020-02-20,Transportation,2019-03-19
19hb4397,NA,NA,Insurance,2019-03-19
19hb4398,NA,NA,Insurance,2019-03-19
19hb4399,NA,NA,Insurance,2019-03-19
19hb4400,NA,NA,Insurance,2019-03-19
19hb4401,NA,NA,Insurance,2019-03-19
19hb4402,NA,NA,Insurance,2019-03-19
19hb4403,NA,NA,Insurance,2019-03-19
19hb4404,NA,NA,Insurance,2019-03-19
19hb4405,NA,NA,Transportation,2019-03-19
19hb4406,APPROPRIATIONS,2019-10-02,"Families, Children, and Seniors",2019-03-20
19hb4407,JUDICIARY AND PUBLIC SAFETY,2019-06-04,Judiciary,2019-03-20
19hb4408,LOCAL GOVERNMENT,2019-06-20,Local Government and Municipal Finance,2019-03-20
19hb4409,NA,NA,Health Policy,2019-03-20
19hb4410,NA,NA,Transportation,2019-03-21
19hb4411,INSURANCE AND BANKING,2019-08-20,Regulatory Reform,2019-03-21
19hb4412,HEALTH POLICY AND HUMAN SERVICES,2019-06-04,Health Policy,2019-03-21
19hb4413,NA,NA,"Families, Children, and Seniors",2019-03-21
19hb4414,NA,NA,Health Policy,2019-03-21
19hb4415,NA,NA,Health Policy,2019-03-21
19hb4416,NA,NA,Health Policy,2019-03-21
19hb4417,NA,NA,Health Policy,2019-03-21
19hb4418,NA,NA,Agriculture,2019-03-21
19hb4419,NA,NA,Judiciary,2019-03-21
19hb4420,NA,NA,Judiciary,2019-03-21
19hb4421,NA,NA,Judiciary,2019-03-21
19hb4422,NA,NA,Government Operations,2019-03-21
19hb4423,NA,NA,Elections and Ethics,2019-03-21
19hb4424,NA,NA,Transportation,2019-03-21
19hb4425,NA,NA,Commerce and Tourism,2019-04-09
19hb4426,NA,NA,Appropriations,2019-04-09
19hb4427,NA,NA,Local Government and Municipal Finance,2019-04-09
19hb4428,NA,NA,Local Government and Municipal Finance,2019-04-09
19hb4429,NA,NA,Local Government and Municipal Finance,2019-04-09
19hb4430,NA,NA,Local Government and Municipal Finance,2019-04-09
19hb4431,NA,NA,Local Government and Municipal Finance,2019-04-09
19hb4432,NA,NA,Local Government and Municipal Finance,2019-04-09
19hb4433,NA,NA,Local Government and Municipal Finance,2019-04-09
19hb4434,GOVERNMENT OPERATIONS,2019-06-04,"Military, Veterans and Homeland Security",2019-04-09
19hb4435,NA,NA,Oversight,2019-04-09
19hb4436,NA,NA,Oversight,2019-04-09
19hb4437,REGULATORY REFORM,2020-06-25,Regulatory Reform,2019-04-09
19hb4438,NA,NA,Regulatory Reform,2019-04-09
19hb4439,NA,NA,Natural Resources and Outdoor Recreation,2019-04-09
19hb4440,JUDICIARY AND PUBLIC SAFETY,2019-04-23,Government Operations,2019-04-09
19hb4441,NA,NA,Transportation,2019-04-10
19hb4442,NA,NA,Natural Resources and Outdoor Recreation,2019-04-10
19hb4443,NA,NA,Judiciary,2019-04-10
19hb4444,OVERSIGHT,2019-06-04,Oversight,2019-04-10
19hb4445,OVERSIGHT,2019-06-04,Oversight,2019-04-10
19hb4446,ELECTIONS,2019-08-20,Elections and Ethics,2019-04-10
19hb4447,NA,NA,Local Government and Municipal Finance,2019-04-11
19hb4448,NA,NA,Local Government and Municipal Finance,2019-04-11
19hb4449,INSURANCE AND BANKING,2019-12-11,Insurance,2019-04-11
19hb4450,NA,NA,Health Policy,2019-04-11
19hb4451,HEALTH POLICY AND HUMAN SERVICES,2019-06-20,Health Policy,2019-04-11
19hb4452,JUDICIARY AND PUBLIC SAFETY,2019-04-30,Judiciary,2019-04-11
19hb4453,NA,NA,Judiciary,2019-04-11
19hb4454,ENVIRONMENTAL QUALITY,2020-03-17,Judiciary,2019-04-11
19hb4455,NA,NA,Government Operations,2019-04-16
19hb4456,NA,NA,Appropriations,2019-04-16
19hb4457,NA,NA,Judiciary,2019-04-16
19hb4458,NA,NA,Regulatory Reform,2019-04-16
19hb4459,HEALTH POLICY AND HUMAN SERVICES,2020-06-25,Health Policy,2019-04-16
19hb4460,HEALTH POLICY AND HUMAN SERVICES,2020-06-25,Health Policy,2019-04-16
19hb4461,NA,NA,Regulatory Reform,2019-04-16
19hb4462,NA,NA,Judiciary,2019-04-16
19hb4463,NA,NA,Transportation,2019-04-16
19hb4464,NA,NA,Appropriations,2019-04-16
19hb4465,FINANCE,2019-08-20,Tax Policy,2019-04-16
19hb4466,NA,NA,Tax Policy,2019-04-16
19hb4467,NA,NA,Government Operations,2019-04-17
19hb4468,OVERSIGHT,2019-10-02,Oversight,2019-04-17
19hb4469,NA,NA,Government Operations,2019-04-17
19hb4470,NA,NA,Government Operations,2019-04-17
19hb4471,NA,NA,Government Operations,2019-04-17
19hb4472,NA,NA,"Families, Children, and Seniors",2019-04-17
19hb4473,NA,NA,Insurance,2019-04-17
19hb4474,NA,NA,Energy,2019-04-18
19hb4475,TRANSPORTATION AND INFRASTRUCTURE,2020-06-25,Transportation,2019-04-18
19hb4476,TRANSPORTATION AND INFRASTRUCTURE,2020-02-27,Transportation,2019-04-18
19hb4477,NA,NA,Energy,2019-04-18
19hb4478,NA,NA,Regulatory Reform,2019-04-18
19hb4479,NA,NA,Insurance,2019-04-18
19hb4480,NA,NA,Appropriations,2019-04-18
19hb4481,NA,NA,Tax Policy,2019-04-18
19hb4482,NA,NA,Tax Policy,2019-04-18
19hb4483,EDUCATION AND CAREER READINESS,2020-09-15,Education,2019-04-18
19hb4484,NA,NA,Elections and Ethics,2019-04-18
19hb4485,TRANSPORTATION AND INFRASTRUCTURE,2019-09-11,Transportation,2019-04-23
19hb4486,NA,NA,Transportation,2019-04-23
19hb4487,NA,NA,Transportation,2019-04-23
19hb4488,REGULATORY REFORM,2020-09-15,Regulatory Reform,2019-04-23
19hb4489,REGULATORY REFORM,2020-09-15,Regulatory Reform,2019-04-23
19hb4490,REGULATORY REFORM,2020-09-15,Regulatory Reform,2019-04-23
19hb4491,REGULATORY REFORM,2020-09-15,Regulatory Reform,2019-04-23
19hb4492,REGULATORY REFORM,2020-09-15,Regulatory Reform,2019-04-23
19hb4493,REGULATORY REFORM,2020-09-15,Regulatory Reform,2019-04-23
19hb4494,NA,NA,Regulatory Reform,2019-04-23
19hb4495,NA,NA,Regulatory Reform,2019-04-23
19hb4496,NA,NA,Regulatory Reform,2019-04-24
19hb4497,NA,NA,Judiciary,2019-04-24
19hb4498,NA,NA,Judiciary,2019-04-24
19hb4499,NA,NA,Judiciary,2019-04-24
19hb4500,NA,NA,Local Government and Municipal Finance,2019-04-24
19hb4501,NA,NA,Judiciary,2019-04-25
19hb4502,NA,NA,Judiciary,2019-04-25
19hb4503,NA,NA,Judiciary,2019-04-25
19hb4504,NA,NA,Judiciary,2019-04-25
19hb4505,NA,NA,Elections and Ethics,2019-04-25
19hb4506,NA,NA,Regulatory Reform,2019-04-25
19hb4507,NA,NA,Judiciary,2019-04-25
19hb4508,INSURANCE AND BANKING,2020-02-26,Insurance,2019-04-25
19hb4509,JUDICIARY AND PUBLIC SAFETY,2019-06-20,Judiciary,2019-04-25
19hb4510,REGULATORY REFORM,2019-05-16,Government Operations,2019-04-25
19hb4511,NA,NA,Judiciary,2019-04-25
19hb4512,NA,NA,Judiciary,2019-04-25
19hb4513,NA,NA,Tax Policy,2019-04-25
19hb4514,NA,NA,Tax Policy,2019-04-25
19hb4515,NA,NA,Health Policy,2019-04-25
19hb4516,HEALTH POLICY AND HUMAN SERVICES,2019-10-17,Health Policy,2019-04-25
19hb4517,HEALTH POLICY AND HUMAN SERVICES,2019-10-17,Health Policy,2019-04-25
19hb4518,NA,NA,Regulatory Reform,2019-04-25
19hb4519,NA,NA,Natural Resources and Outdoor Recreation,2019-04-25
19hb4520,NA,NA,Insurance,2019-04-30
19hb4521,NA,NA,Judiciary,2019-04-30
19hb4522,NA,NA,Health Policy,2019-04-30
19hb4523,NA,NA,"Families, Children, and Seniors",2019-04-30
19hb4524,NA,NA,"Families, Children, and Seniors",2019-04-30
19hb4525,NA,NA,"Families, Children, and Seniors",2019-04-30
19hb4526,NA,NA,"Families, Children, and Seniors",2019-04-30
19hb4527,NA,NA,Judiciary,2019-04-30
19hb4528,NA,NA,Judiciary,2019-04-30
19hb4529,NA,NA,Judiciary,2019-04-30
19hb4530,NA,NA,Appropriations,2019-04-30
19hb4531,NA,NA,Appropriations,2019-04-30
19hb4532,NA,NA,Appropriations,2019-04-30
19hb4533,NA,NA,Appropriations,2019-04-30
19hb4534,NA,NA,Appropriations,2019-04-30
19hb4535,NA,NA,Judiciary,2019-04-30
19hb4536,NA,NA,Regulatory Reform,2019-04-30
19hb4537,NA,NA,Transportation,2019-05-01
19hb4538,NA,NA,Regulatory Reform,2019-05-02
19hb4539,NA,NA,Regulatory Reform,2019-05-02
19hb4540,FINANCE,2019-10-22,Tax Policy,2019-05-02
19hb4541,FINANCE,2019-10-22,Tax Policy,2019-05-02
19hb4542,FINANCE,2019-10-22,Tax Policy,2019-05-02
19hb4543,FINANCE,2019-10-22,Tax Policy,2019-05-02
19hb4544,NA,NA,Commerce and Tourism,2019-05-02
19hb4545,NA,NA,Commerce and Tourism,2019-05-02
19hb4546,EDUCATION AND CAREER READINESS,2019-10-24,Education,2019-05-02
19hb4547,EDUCATION AND CAREER READINESS,2019-10-24,Education,2019-05-02
19hb4548,NA,NA,Regulatory Reform,2019-05-02
19hb4549,"FAMILIES, SENIORS AND VETERANS",2019-06-11,"Families, Children, and Seniors",2019-05-02
19hb4550,"FAMILIES, SENIORS AND VETERANS",2019-06-11,"Families, Children, and Seniors",2019-05-02
19hb4551,TRANSPORTATION AND INFRASTRUCTURE,2020-02-19,"Military, Veterans and Homeland Security",2019-05-02
19hb4552,TRANSPORTATION AND INFRASTRUCTURE,2020-02-19,"Military, Veterans and Homeland Security",2019-05-02
19hb4553,NA,NA,Judiciary,2019-05-02
19hb4554,NA,NA,Commerce and Tourism,2019-05-02
19hb4555,NA,NA,Commerce and Tourism,2019-05-02
19hb4556,NA,NA,Commerce and Tourism,2019-05-02
19hb4557,NA,NA,Commerce and Tourism,2019-05-02
19hb4558,NA,NA,Commerce and Tourism,2019-05-02
19hb4559,NA,NA,Commerce and Tourism,2019-05-02
19hb4560,NA,NA,Commerce and Tourism,2019-05-02
19hb4561,NA,NA,Commerce and Tourism,2019-05-02
19hb4562,NA,NA,Commerce and Tourism,2019-05-02
19hb4563,NA,NA,Commerce and Tourism,2019-05-02
19hb4564,NA,NA,Energy,2019-05-02
19hb4565,NA,NA,Transportation,2019-05-07
19hb4566,NA,NA,Transportation,2019-05-07
19hb4567,NATURAL RESOURCES,2020-02-11,Natural Resources and Outdoor Recreation,2019-05-07
19hb4568,NATURAL RESOURCES,2020-02-11,Natural Resources and Outdoor Recreation,2019-05-07
19hb4569,NATURAL RESOURCES,2020-02-11,Natural Resources and Outdoor Recreation,2019-05-07
19hb4570,TRANSPORTATION AND INFRASTRUCTURE,2019-09-04,Transportation,2019-05-07
19hb4571,NA,NA,Insurance,2019-05-07
19hb4572,TRANSPORTATION AND INFRASTRUCTURE,2019-09-11,Transportation,2019-05-08
19hb4573,NA,NA,Transportation,2019-05-08
19hb4574,OVERSIGHT,2019-08-29,Oversight,2019-05-08
19hb4575,NA,NA,Oversight,2019-05-08
19hb4576,NA,NA,Transportation,2019-05-09
19hb4577,TRANSPORTATION AND INFRASTRUCTURE,2020-02-05,Transportation,2019-05-09
19hb4578,NA,NA,Commerce and Tourism,2019-05-09
19hb4579,NA,NA,Commerce and Tourism,2019-05-09
19hb4580,NA,NA,Regulatory Reform,2019-05-09
19hb4581,NA,NA,Judiciary,2019-05-09
19hb4582,NA,NA,Tax Policy,2019-05-09
19hb4583,NA,NA,Education,2019-05-09
19hb4584,NA,NA,Regulatory Reform,2019-05-14
19hb4585,NA,NA,Regulatory Reform,2019-05-14
19hb4586,NA,NA,Regulatory Reform,2019-05-14
19hb4587,JUDICIARY AND PUBLIC SAFETY,2020-03-17,Judiciary,2019-05-15
19hb4588,NA,NA,Regulatory Reform,2019-05-15
19hb4589,NA,NA,Natural Resources and Outdoor Recreation,2019-05-15
19hb4590,NA,NA,Local Government and Municipal Finance,2019-05-15
19hb4591,NA,NA,Education,2019-05-15
19hb4592,NA,NA,Judiciary,2019-05-15
19hb4593,NA,NA,Agriculture,2019-05-15
19hb4594,NA,NA,Agriculture,2019-05-15
19hb4595,NA,NA,Agriculture,2019-05-15
19hb4596,NA,NA,Agriculture,2019-05-15
19hb4597,NA,NA,Regulatory Reform,2019-05-15
19hb4598,NA,NA,Judiciary,2019-05-15
19hb4599,NA,NA,Judiciary,2019-05-15
19hb4600,NA,NA,Transportation,2019-05-15
19hb4601,NA,NA,Government Operations,2019-05-15
19hb4602,NA,NA,Transportation,2019-05-16
19hb4603,NA,NA,Health Policy,2019-05-16
19hb4604,NA,NA,Health Policy,2019-05-16
19hb4605,NA,NA,Health Policy,2019-05-16
19hb4606,NA,NA,Health Policy,2019-05-16
19hb4607,NA,NA,Health Policy,2019-05-16
19hb4608,NA,NA,Health Policy,2019-05-16
19hb4609,NA,NA,Health Policy,2019-05-16
19hb4610,NA,NA,Health Policy,2019-05-16
19hb4611,TRANSPORTATION AND INFRASTRUCTURE,2019-09-11,Transportation,2019-05-16
19hb4612,NA,NA,Local Government and Municipal Finance,2019-05-21
19hb4613,NA,NA,Transportation,2019-05-21
19hb4614,NA,NA,Education,2019-05-21
19hb4615,APPROPRIATIONS,2019-08-29,Appropriations,2019-05-21
19hb4616,NA,NA,NA,NA
19hb4617,NA,NA,Transportation,2019-05-21
19hb4618,NA,NA,Transportation,2019-05-21
19hb4619,NA,NA,Transportation,2019-05-21
19hb4620,REGULATORY REFORM,2020-01-08,Regulatory Reform,2019-05-21
19hb4621,REGULATORY REFORM,2020-01-08,Regulatory Reform,2019-05-21
19hb4622,NA,NA,Regulatory Reform,2019-05-21
19hb4623,NA,NA,Commerce and Tourism,2019-05-21
19hb4624,NA,NA,Natural Resources and Outdoor Recreation,2019-05-21
19hb4625,NA,NA,Elections and Ethics,2019-05-21
19hb4626,NA,NA,Education,2019-05-21
19hb4627,NA,NA,Education,2019-05-21
19hb4628,TRANSPORTATION AND INFRASTRUCTURE,2019-10-15,Transportation,2019-05-21
19hb4629,NA,NA,Commerce and Tourism,2019-05-21
19hb4630,NA,NA,Commerce and Tourism,2019-05-21
19hb4631,NA,NA,Commerce and Tourism,2019-05-21
19hb4632,NA,NA,Commerce and Tourism,2019-05-21
19hb4633,NA,NA,Commerce and Tourism,2019-05-21
19hb4634,NA,NA,Commerce and Tourism,2019-05-21
19hb4635,NA,NA,Commerce and Tourism,2019-05-21
19hb4636,NA,NA,Commerce and Tourism,2019-05-21
19hb4637,NA,NA,Commerce and Tourism,2019-05-21
19hb4638,NA,NA,Commerce and Tourism,2019-05-21
19hb4639,NA,NA,Commerce and Tourism,2019-05-21
19hb4640,NA,NA,Commerce and Tourism,2019-05-21
19hb4641,NA,NA,Agriculture,2019-05-21
19hb4642,NA,NA,Elections and Ethics,2019-05-21
19hb4643,NA,NA,Elections and Ethics,2019-05-21
19hb4644,NA,NA,Elections and Ethics,2019-05-21
19hb4645,NA,NA,Elections and Ethics,2019-05-21
19hb4646,NA,NA,Elections and Ethics,2019-05-21
19hb4647,NA,NA,Elections and Ethics,2019-05-21
19hb4648,NA,NA,Elections and Ethics,2019-05-21
19hb4649,NA,NA,Elections and Ethics,2019-05-21
19hb4650,NA,NA,Commerce and Tourism,2019-05-21
19hb4651,NA,NA,Insurance,2019-05-21
19hb4652,NA,NA,Regulatory Reform,2019-05-22
19hb4653,NA,NA,Insurance,2019-05-22
19hb4654,NA,NA,Insurance,2019-05-22
19hb4655,NA,NA,Insurance,2019-05-22
19hb4656,NA,NA,Insurance,2019-05-22
19hb4657,NA,NA,Insurance,2019-05-22
19hb4658,NA,NA,Commerce and Tourism,2019-05-22
19hb4659,NA,NA,Health Policy,2019-05-22
19hb4660,NA,NA,Insurance,2019-05-23
19hb4661,NA,NA,Government Operations,2019-05-23
19hb4662,NA,NA,Transportation,2019-05-23
19hb4663,NA,NA,Health Policy,2019-05-23
19hb4664,NA,NA,"Families, Children, and Seniors",2019-05-23
19hb4665,NA,NA,"Families, Children, and Seniors",2019-05-23
19hb4666,NA,NA,Appropriations,2019-05-24
19hb4667,NA,NA,Appropriations,2019-05-24
19hb4668,NA,NA,Appropriations,2019-05-24
19hb4669,NA,NA,Education,2019-05-24
19hb4670,NA,NA,Appropriations,2019-05-24
19hb4671,NA,NA,Appropriations,2019-05-24
19hb4672,NA,NA,Transportation,2019-05-24
19hb4673,NA,NA,Transportation,2019-05-24
19hb4674,NA,NA,Transportation,2019-05-24
19hb4675,NA,NA,Education,2019-05-24
19hb4676,NA,NA,Judiciary,2019-05-24
19hb4677,NA,NA,Judiciary,2019-05-24
19hb4678,NA,NA,Elections and Ethics,2019-05-24
19hb4679,NA,NA,Financial Services,2019-05-28
19hb4680,TRANSPORTATION AND INFRASTRUCTURE,2020-02-20,"Military, Veterans and Homeland Security",2019-05-28
19hb4681,TRANSPORTATION AND INFRASTRUCTURE,2020-02-20,"Military, Veterans and Homeland Security",2019-05-28
19hb4682,TRANSPORTATION AND INFRASTRUCTURE,2020-02-20,"Military, Veterans and Homeland Security",2019-05-28
19hb4683,TRANSPORTATION AND INFRASTRUCTURE,2020-02-20,"Military, Veterans and Homeland Security",2019-05-28
19hb4684,TRANSPORTATION AND INFRASTRUCTURE,2020-02-20,"Military, Veterans and Homeland Security",2019-05-28
19hb4685,NA,NA,Insurance,2019-05-28
19hb4686,REGULATORY REFORM,2020-04-16,Regulatory Reform,2019-05-28
19hb4687,GOVERNMENT OPERATIONS,2019-11-07,Government Operations,2019-06-04
19hb4688,NA,NA,Government Operations,2019-06-04
19hb4689,REGULATORY REFORM,2019-11-07,Regulatory Reform,2019-06-05
19hb4690,NA,NA,Judiciary,2019-06-05
19hb4691,NA,NA,Regulatory Reform,2019-06-05
19hb4692,NA,NA,Regulatory Reform,2019-06-05
19hb4693,NA,NA,Judiciary,2019-06-05
19hb4694,APPROPRIATIONS,2019-08-20,Government Operations,2019-06-06
19hb4695,NA,NA,Regulatory Reform,2019-06-11
19hb4696,NA,NA,Judiciary,2019-06-11
19hb4697,NA,NA,"Military, Veterans and Homeland Security",2019-06-11
19hb4698,NA,NA,Health Policy,2019-06-11
19hb4699,NA,NA,Local Government and Municipal Finance,2019-06-11
19hb4700,JUDICIARY AND PUBLIC SAFETY,2019-12-11,Judiciary,2019-06-11
19hb4701,NA,NA,Insurance,2019-06-11
19hb4702,NA,NA,Government Operations,2019-06-11
19hb4703,NA,NA,Elections and Ethics,2019-06-11
19hb4704,"FAMILIES, SENIORS AND VETERANS",2020-01-21,"Families, Children, and Seniors",2019-06-11
19hb4705,"FAMILIES, SENIORS AND VETERANS",2020-01-21,"Families, Children, and Seniors",2019-06-11
19hb4706,"FAMILIES, SENIORS AND VETERANS",2020-01-21,"Families, Children, and Seniors",2019-06-11
19hb4707,"FAMILIES, SENIORS AND VETERANS",2020-01-21,"Families, Children, and Seniors",2019-06-11
19hb4708,"FAMILIES, SENIORS AND VETERANS",2020-01-21,"Families, Children, and Seniors",2019-06-11
19hb4709,"FAMILIES, SENIORS AND VETERANS",2020-01-21,"Families, Children, and Seniors",2019-06-11
19hb4710,HEALTH POLICY AND HUMAN SERVICES,2019-09-24,Health Policy,2019-06-11
19hb4711,NA,NA,"Families, Children, and Seniors",2019-06-11
19hb4712,JUDICIARY AND PUBLIC SAFETY,2020-01-08,Judiciary,2019-06-11
19hb4713,JUDICIARY AND PUBLIC SAFETY,2020-01-08,Judiciary,2019-06-11
19hb4714,NA,NA,Local Government and Municipal Finance,2019-06-11
19hb4715,NA,NA,Local Government and Municipal Finance,2019-06-11
19hb4716,NA,NA,Transportation,2019-06-12
19hb4717,ENVIRONMENTAL QUALITY,2020-09-16,Commerce and Tourism,2019-06-12
19hb4718,NA,NA,Health Policy,2019-06-13
19hb4719,NA,NA,Transportation,2019-06-13
19hb4720,NA,NA,"Families, Children, and Seniors",2019-06-13
19hb4721,NA,NA,Transportation,2019-06-13
19hb4722,NA,NA,Judiciary,2019-06-13
19hb4723,NA,NA,Transportation,2019-06-13
19hb4724,NA,NA,"Military, Veterans and Homeland Security",2019-06-13
19hb4725,NA,NA,"Military, Veterans and Homeland Security",2019-06-13
19hb4726,NA,NA,"Military, Veterans and Homeland Security",2019-06-13
19hb4727,NA,NA,"Military, Veterans and Homeland Security",2019-06-13
19hb4728,NA,NA,Appropriations,2019-06-13
19hb4729,NA,NA,Appropriations,2019-06-13
19hb4730,NA,NA,Regulatory Reform,2019-06-18
19hb4731,TRANSPORTATION AND INFRASTRUCTURE,2019-10-10,Transportation,2019-06-18
19hb4732,NA,NA,Government Operations,2019-06-18
19hb4733,NA,NA,Transportation,2019-06-19
19hb4734,NA,NA,Insurance,2019-06-19
19hb4735,NATURAL RESOURCES,2020-02-26,Natural Resources and Outdoor Recreation,2019-06-19
