Document,Type,Description
HB 5963 of 2024,House Bill,"Holidays: other; ""Huntington's Disease Awareness Month""; designate as the month of May of each year. Creates new act.Last Action: bill electronically reproduced 09/26/2024"
HB 5964 of 2024,House Bill,Health occupations: physicians; interstate medical licensure compact; remove sunset. Amends sec. 16189 of 1978 PA 368 (MCL 333.16189). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 5965 of 2024,House Bill,Environmental protection: other; grant program for farmers affected by polyfluoroalkyl (PFAS); create. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 402.Last Action: bill electronically reproduced 09/26/2024
HB 5966 of 2024,House Bill,Civil procedure: civil actions; portion of fines in certain state civil infraction actions under NREPA; dedicate to grant program to assist farmers affected by PFAS. Amends sec. 8831 of 1961 PA 236 (MCL 600.8831).Last Action: bill electronically reproduced 09/26/2024
HB 5967 of 2024,House Bill,Controlled substances: opioids; information sharing between department of health and human services and the opioid advisory council; require. Amends sec. 7421 of 1978 PA 368 (MCL 333.7421).Last Action: bill electronically reproduced 09/26/2024
HB 5968 of 2024,House Bill,Trade: consumer goods and services; use of certain chemicals in cosmetics products; prohibit. Creates new act.Last Action: bill electronically reproduced 09/26/2024
HB 5969 of 2024,House Bill,"Transportation: other; access to park-and-ride lots for transit agencies to use as intermodal transfer points; provide for. Amends sec. 2, ch. V of 1909 PA 283 (MCL 225.2).Last Action: bill electronically reproduced 09/26/2024"
HB 5970 of 2024,House Bill,Human services: medical services; coverage for pharmacogenomic testing; provide to eligible individuals under the social welfare act. Amends sec. 109 of 1939 PA 280 (MCL 400.109).Last Action: bill electronically reproduced 09/26/2024
HB 5971 of 2024,House Bill,Insurance: health benefits; health care benefits that require certain deductibles or copays; provide for certain restrictions on whether health care service can be listed as a health care benefit. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406jj.Last Action: bill electronically reproduced 09/26/2024
HB 5972 of 2024,House Bill,Insurance: third-party administrators; health care benefits that require certain deductibles or copays; provide for certain restrictions. Amends 1984 PA 218 (MCL 550.901 - 550.960) by adding sec. 33.Last Action: bill electronically reproduced 09/26/2024
HB 5973 of 2024,House Bill,Insurance: health insurers; health care benefits that require certain deductibles or copays; provide for certain restrictions. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406nn.Last Action: bill electronically reproduced 09/26/2024
HB 5974 of 2024,House Bill,"Health facilities: licensing; licensing of prescribed pediatric extended care facilities; provide for. Amends secs. 20106, 20109, 20115 & 20161 of 1978 PA 368 (MCL 333.20106 et seq.) & adds pt. 219A.Last Action: referred to second reading"
HB 5975 of 2024,House Bill,Campaign finance: contributions and expenditures; certain donations by a contractor or prospective contractor under state contract; prohibit. Amends 1976 PA 388 (MCL 169.201 - 169.282) by adding sec. 30a.Last Action: bill electronically reproduced 09/26/2024
HB 5976 of 2024,House Bill,State management: purchasing; awarding contracts to entities that donate or contribute to certain political candidates or committees; prohibit. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 264b.Last Action: bill electronically reproduced 09/26/2024
HB 5977 of 2024,House Bill,"Agriculture: industrial hemp; administration of industrial hemp program; modify. Amends sec. 107 of 2020 PA 220 (MCL 333.29107) & repeals secs. 101, 103, 105, 201, 211, 213, 215, 217, 301, 303, 305, 307, 309, 311, 313, 401, 403, 405, 407, 409, 501, 503, 505, 507, 509, 511, 513, 515, 601, 603, 605, 607, 609 & 801 of 2020 PA 220 (MCL 333.29101 et seq.).Last Action: bill electronically reproduced 09/26/2024"
HB 5978 of 2024,House Bill,Corporate income tax: credits; aerospace and defense technology related research and development credit; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding secs. 277 & 677.Last Action: bill electronically reproduced 09/26/2024
HB 5979 of 2024,House Bill,Economic development: Michigan strategic fund; approval and certification of certain research and development tax credits; authorize. Amends title & secs. 7 & 9 of 1984 PA 270 (MCL 125.2007 & 125.2009).Last Action: bill electronically reproduced 09/26/2024
HB 5980 of 2024,House Bill,"Crimes: controlled substances; creating, manufacturing, possessing, or using psilocybin or psilocin; allow under certain circumstances. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7404a.Last Action: bill electronically reproduced 09/26/2024"
HB 5981 of 2024,House Bill,Human services: food assistance; dynamic pricing of WIC approved items; prohibit. Amends sec. 5105 of 2000 PA 92 (MCL 289.5105) & adds sec. 5102.Last Action: bill electronically reproduced 09/26/2024
HB 5982 of 2024,House Bill,Labor: collective bargaining; poster of collective bargaining rights; require certain employers to display at work sites and provide to employees. Amends 1939 PA 176 (MCL 423.1 - 423.30) by adding sec. 8a.Last Action: bill electronically reproduced 09/26/2024
HB 5983 of 2024,House Bill,Labor: working conditions; suitable seats; require employers to provide to employees under certain circumstances. Creates new act.Last Action: bill electronically reproduced 09/26/2024
HB 5984 of 2024,House Bill,Trade: vehicles; used motor vehicle cancellation option agreement; provide for. Creates new act.Last Action: bill electronically reproduced 09/26/2024
HB 5985 of 2024,House Bill,Retirement: judges; naming a special needs trust as beneficiary; allow. Amends sec. 506 of 1992 PA 234 (MCL 38.2506).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 5986 of 2024,House Bill,Retirement: state employees; naming a special needs trust as beneficiary; allow. Amends sec. 31 of 1943 PA 240 (MCL 38.31).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 5987 of 2024,House Bill,Retirement: public school employees; naming a special needs trust as beneficiary; allow. Amends sec. 85 of 1980 PA 300 (MCL 38.1385).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 5988 of 2024,House Bill,Retirement: state police; naming a special needs trust as beneficiary; allow. Amends sec. 24 of 1986 PA 182 (MCL 38.1624).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 5989 of 2024,House Bill,Retirement: other; naming a special needs trust as beneficiary; allow. Amends 2017 PA 202 (MCL 38.2801 - 38.2812) by adding sec. 4a & repeals sec. 2 of 2017 PA 202 (MCL 38.2802).Last Action: referred to second reading
HB 5990 of 2024,House Bill,Education: financing; funding for mobile panic alert system in schools; provide for. Amends sec. 11 of 1979 PA 94 (MCL 388.1611) & adds sec. 97h.Last Action: bill electronically reproduced 09/26/2024
HB 5991 of 2024,House Bill,"Education: examinations; pilot programs for a state-administered assessment system; create. Amends secs. 11, 104, 104b & 104c of 1979 PA 94 (MCL 388.1611 et seq.) & adds sec. 104d.Last Action: bill electronically reproduced 09/26/2024"
HB 5992 of 2024,House Bill,"Education: examinations; references to M-STEP to include a state-administered assessment system under section 104d of the state school aid act of 1979; modify. Amends secs. 502, 503, 522, 552 & 1279g of 1976 PA 451 (MCL 380.502 et seq.).Last Action: bill electronically reproduced 09/26/2024"
HB 5993 of 2024,House Bill,Education: career and technical; trade schools; include in the postsecondary enrollment options act. Amends sec. 3 of 1996 PA 160 (MCL 388.513).Last Action: bill electronically reproduced 09/26/2024
HB 5994 of 2024,House Bill,"Education: school districts; a school district, an intermediate school district, or a public school academy to post certain information on the school district’s, intermediate school district’s, or public school academy’s website; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280h.Last Action: bill electronically reproduced 09/26/2024"
HB 5995 of 2024,House Bill,Education: other; fees for evaluation of applications; eliminate. Amends secs. 1531h & 1538 of 1976 PA 451 (MCL 380.1531h & 380.1538).Last Action: bill electronically reproduced 09/26/2024
HB 5996 of 2024,House Bill,Education: curriculum; core academic curriculum requirements; modify. Amends sec. 1278 of 1976 PA 451 (MCL 380.1278).Last Action: bill electronically reproduced 09/26/2024
HB 5997 of 2024,House Bill,Health occupations: marriage and family therapists; licensing requirements for marriage and family therapists; modify and require continuing education. Amends sec. 16909 of 1978 PA 368 (MCL 333.16909) & adds sec. 16914.Last Action: bill electronically reproduced 09/26/2024
HB 5998 of 2024,House Bill,Family law: child custody; verified affidavit in custody orders; require. Amends sec. 209 of 2001 PA 195 (MCL 722.1209).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 5999 of 2024,House Bill,Health facilities: hospitals; mandatory overtime for nurses; prohibit except under certain circumstances. Amends sec. 20165 of 1978 PA 368 (MCL 333.20165) & adds secs. 17233 & 21526.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6000 of 2024,House Bill,Consumer protection: other; businesses that participate in round-up donation programs; require certain disclosures related to organization receiving the funds. Amends sec. 3 of 1976 PA 331 (MCL 445.903) & adds sec. 3p.Last Action: bill electronically reproduced 09/26/2024
HB 6001 of 2024,House Bill,Cities: home rule; method for serving blight violation notices; modify. Amends sec. 4q of 1909 PA 279 (MCL 117.4q).Last Action: bill electronically reproduced 09/26/2024
HB 6002 of 2024,House Bill,"Tobacco: licenses; license to sell a nicotine or tobacco product at retail; require. Amends title & secs. 1, 4 & 5 of 1915 PA 31 (MCL 722.641 et seq.) & adds secs. 1a, 1c, 1e, 1g, 1i, 1k, 1m, 1o & 2f.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6003 of 2024,House Bill,Tobacco: other; reference to 1915 PA 31 in the age of majority act of 1971; revise. Amends secs. 2 & 3 of 1971 PA 79 (MCL 722.52 & 722.53).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6004 of 2024,House Bill,"Tobacco: other; criminal penalties and civil sanctions for minors that purchase, possess, or use tobacco products, vapor products, or alternative nicotine products; sunset. Amends title & secs. 1, 2 & 5 of 1915 PA 31 (MCL 722.641 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6005 of 2024,House Bill,Tobacco: other; reference to 1915 PA 31 in the age of majority act of 1971; revise. Amends secs. 2 & 3 of 1971 PA 79 (MCL 722.52 & 722.53).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6006 of 2024,House Bill,"Family law: parenting time; evidence required to determine parenting time; provide for. Amends secs. 3, 5, 6a, 7 & 7a of 1970 PA 91 (MCL 722.23 et seq.) & adds sec. 4b.Last Action: bill electronically reproduced 09/26/2024"
HB 6007 of 2024,House Bill,"Family law: child custody; deferred domestic violence charges; allow to be considered in cases of child custody. Amends sec. 4a, ch. IV of 1927 PA 175 (MCL 769.4a).Last Action: bill electronically reproduced 09/26/2024"
HB 6008 of 2024,House Bill,Courts: other; training for judges and court personnel in certain cases; provide for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 152a.Last Action: bill electronically reproduced 09/26/2024
HB 6009 of 2024,House Bill,"Civil procedure: evidence; guidelines for expert testimony in certain cases; provide for. Amends secs. 81, 81a, 136b, 520b, 520c, 520d, 520e & 520g of 1931 PA 328 (MCL 750.81 et seq.).Last Action: bill electronically reproduced 09/26/2024"
HB 6010 of 2024,House Bill,"Health: occupations; essential health provider repayment program; modify. Amends secs. 2701, 2705 & 2711 of 1978 PA 368 (MCL 333.2701 et seq.).Last Action: referred to second reading"
HB 6011 of 2024,House Bill,Probate: trusts; process for settling an account; modify. Amends 1998 PA 386 (MCL 700.1101 - 700.8206) by adding sec. 7908a.Last Action: referred to second reading
HB 6012 of 2024,House Bill,"Insurance: insurers; property insurance denial, cancellation, or increased premiums for owners of certain breeds of dogs; prohibit. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2130a.Last Action: bill electronically reproduced 09/26/2024"
HB 6013 of 2024,House Bill,Crime victims: compensation; crime victim compensation for certain pet expenses; provide for. Amends sec. 11 of 1976 PA 223 (MCL 18.361).Last Action: bill electronically reproduced 09/26/2024
HB 6014 of 2024,House Bill,Crimes: domestic violence; common household pets in certain shelter programs; provide for. Amends secs. 1 & 7 of 1978 PA 389 (MCL 400.1501 & 400.1507).Last Action: bill electronically reproduced 09/26/2024
HB 6015 of 2024,House Bill,Animals: care and treatment; definition of shelter for animals; modify. Amends sec. 50 of 1931 PA 328 (MCL 750.50).Last Action: referred to second reading
HB 6016 of 2024,House Bill,Crimes: animals; cross-reference in animal welfare fund act; update. Amends sec. 2 of 2007 PA 132 (MCL 287.992).Last Action: referred to second reading
HB 6017 of 2024,House Bill,Crimes: animals; cross-reference in revised judicature act; update. Amends sec. 2950 of 1961 PA 236 (MCL 600.2950).Last Action: referred to second reading
HB 6018 of 2024,House Bill,Individual income tax: credit; credit for sales and use tax paid for textbooks purchased by eligible students; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 280.Last Action: bill electronically reproduced 09/26/2024
HB 6019 of 2024,House Bill,Recreation: athletics and sports; safety standards for youth sports programs; provide for. Creates new act.Last Action: bill electronically reproduced 09/26/2024
HB 6020 of 2024,House Bill,Individual income tax: credit; community investment tax credit; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding secs. 279 & 679.Last Action: bill electronically reproduced 10/15/2024
HB 6021 of 2024,House Bill,Economic development: Michigan strategic fund; community investment tax credit program; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 88u.Last Action: bill electronically reproduced 10/15/2024
HB 6022 of 2024,House Bill,Tobacco: retail sales; preemption of local ordinances pertaining to the sale of tobacco products or the licensure of distributors; eliminate. Amends sec. 14 of 1993 PA 327 (MCL 205.434).Last Action: bill electronically reproduced 10/15/2024
HB 6023 of 2024,House Bill,"Environmental protection: underground storage tanks; underground storage tank corrective action fund; modify. Amends secs. 21502, 21503, 21506a, 21506b, 21510, 21510a, 21510d, 21515, 21516, 21518, 21519, 21519a, 21521, 21524 & 21548 of 1994 PA 451 (MCL 324.21502 et seq.) & repeals sec. 21510c of 1994 PA 451 (MCL 324.21510c).Last Action: referred to second reading"
HB 6024 of 2024,House Bill,Crimes: animals; appointment of a pro bono lawyer or law student to act as an animal advocate in animal cruelty and welfare cases; allow. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 50d.Last Action: bill electronically reproduced 10/15/2024
HB 6025 of 2024,House Bill,Children: guardians; eligibility for guardianship assistance payments; modify. Amends secs. 2 & 4 of 2008 PA 260 (MCL 722.872 & 722.874).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6026 of 2024,House Bill,Public employees and officers: state; state contractors; require to verify legal residency of employees. Creates new act.Last Action: bill electronically reproduced 10/17/2024
HB 6027 of 2024,House Bill,State management: funds; accounting of expenditures in the disaster and emergency contingency fund; provide for. Amends title & secs. 18 & 19 of 1976 PA 390 (MCL 30.418 & 30.419) & adds sec. 18a.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6028 of 2024,House Bill,"Juveniles: criminal procedure; concurrent jurisdiction over juveniles on military installations; provide for. Amends sec. 2, ch. XIIA of 1939 PA 288 (MCL 712A.2).Last Action: bill electronically reproduced 11/07/2024"
HB 6029 of 2024,House Bill,Education: financing; limitations on mills levied for school operating purposes; revise. Amends secs. 1211 & 1211a of 1976 PA 451 (MCL 380.1211 & 380.1211a).Last Action: bill electronically reproduced 11/07/2024
HB 6030 of 2024,House Bill,"Natural resources: shorelands; temporary erosion control structures; authorize without permit during high water levels. Amends secs. 32312, 32312a & 32510 of 1994 PA 451 (MCL 324.32312 et seq.) & adds sec. 32510a.Last Action: bill electronically reproduced 11/07/2024"
HB 6031 of 2024,House Bill,"Civil procedure: foreclosure; public sale of property being foreclosed by advertisement; allow to be held virtually. Amends secs. 3208, 3212, 3216 & 3220 of 1961 PA 236 (MCL 600.3208 et seq.).Last Action: bill electronically reproduced 11/07/2024"
HB 6032 of 2024,House Bill,Retirement: state employees; membership in the retirement system of certain law enforcement officers; provide for. Amends sec. 55 of 1943 PA 240 (MCL 38.55) & adds secs. 50b & 64a.Last Action: bill electronically reproduced 11/07/2024
HB 6033 of 2024,House Bill,"Retirement: state employees; membership in the retirement system of certain law enforcement officers; provide for. Amends secs. 3, 4, 14 & 70 of 1986 PA 182 (MCL 38.1603 et seq.) & adds secs. 14b & 24c.Last Action: bill electronically reproduced 11/07/2024"
HB 6034 of 2024,House Bill,Libraries: policies and practices; public library freedom to read act; establish. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6035 of 2024,House Bill,Libraries: policies and practices; district library freedom to read act; establish. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6036 of 2024,House Bill,"Health occupations: massage therapists; massage therapist apprenticeship program; provide for. Amends secs. 16334, 17951, 17957 & 17959 of 1978 PA 368 (MCL 333.16334 et seq.) & adds sec. 17959a.Last Action: bill electronically reproduced 11/07/2024"
HB 6037 of 2024,House Bill,Liquor: retail sales; displaying co-branded alcoholic beverages adjacent to certain products; limit. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 609k.Last Action: bill electronically reproduced 11/07/2024
HB 6038 of 2024,House Bill,Highways: bridges; use of property at the Gordie Howe International Bridge; provide for.Last Action: bill electronically reproduced 11/07/2024
HB 6039 of 2024,House Bill,Public utilities: other; guidelines for trimming trees and branches around power lines; modify.Last Action: bill electronically reproduced 11/07/2024
HB 6040 of 2024,House Bill,Economic development: tax increment financing; tax capture districts; exempt certain special millages.Last Action: bill electronically reproduced 11/07/2024
HB 6041 of 2024,House Bill,Economic development: brownfield redevelopment authority; tax capture by brownfield redevelopment authorities; exempt certain special millages.Last Action: bill electronically reproduced 11/07/2024
HB 6042 of 2024,House Bill,"Crimes: animals; penalties for killing or causing serious physical harm to a police dog, police horse, or search and rescue dog; modify.Last Action: bill electronically reproduced 11/07/2024"
HB 6043 of 2024,House Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for killing or causing serious physical harm to a police dog, police horse, or a search and rescue dog; modify.Last Action: bill electronically reproduced 11/07/2024"
HB 6044 of 2024,House Bill,Energy: alternative sources; clean energy system; expand definition of.Last Action: bill electronically reproduced 11/07/2024
HB 6045 of 2024,House Bill,Human services: county services; organization of counties into single administrative unit; modify.Last Action: bill electronically reproduced 11/07/2024
HB 6046 of 2024 (PA 269 of 2024),House Bill,Human services: medical services; coverage for community violence prevention services; provide for. Amends 1939 PA 280 (MCL 400.1 to 400.119b) by adding secs. 89 and 89a.Last Action: assigned PA 269'24
HB 6047 of 2024,House Bill,Insurance: health insurers; coverage for the treatment of infertility; require.Last Action: bill electronically reproduced 11/07/2024
HB 6048 of 2024,House Bill,Human services: medical services; Medicaid coverage for fertility preservation; provide for.Last Action: bill electronically reproduced 11/07/2024
HB 6049 of 2024,House Bill,Civil procedure: costs and fees; sheriff's fees for mortgage foreclosures; modify. Amends secs. 2558 & 3240 of 1961 PA 236 (MCL 600.2558 & 600.3240).Last Action: bill electronically reproduced 11/07/2024
HB 6050 of 2024,House Bill,Civil procedure: service of process; fees and mileage allowed for service of process; modify.Last Action: bill electronically reproduced 11/07/2024
HB 6051 of 2024,House Bill,Labor: hours and wages; prevailing wage; require on certain broadband service projects.Last Action: placed on third reading
HB 6052 of 2024 (PA 221 of 2024),House Bill,Elections: voting equipment; allowable uses for on-demand ballot printing systems; expand. .Last Action: assigned PA 221'24
HB 6053 of 2024 (PA 222 of 2024),House Bill,Civil procedure: civil actions; presumption of laches in civil actions related to elections; modify time frame. Amends sec. 1 of 1969 PA 161 (MCL 691.1031).Last Action: assigned PA 222'24
HB 6054 of 2024,House Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for certain early voting violations under the Michigan election law; update references. Amends sec. 11d, ch. XVII of 1927 PA 175 (MCL 777.11d).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6055 of 2024,House Bill,"Elections: voting procedures; certain provisions regarding early voting; clarify, clarify provisions regarding use of electronic poll book software, clarify the provisions regarding the permanent mail ballot voter list for military and overseas voters, clarify procedures for absent voter ballots that are missing a stub or have a ballot number that does not match, and provide for other general amendments. Amends secs. 305, 497, 523b, 662, 664, 668b, 720d, 720e, 720f, 720g, 720j, 759, 759a, 759e, 761d, 764c, 765a, 768, 798b, 805, 807, 813 & 829 of 1954 PA 116 (MCL 168.305 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6056 of 2024,House Bill,Labor: hours and wages; minimum hourly wage rate; modify.Last Action: bill electronically reproduced 11/07/2024
HB 6057 of 2024,House Bill,Labor: benefits; requirement for accrued earned sick time to carry over year to year; modify. Amends secs. 2 & 3 of 2018 PA 338 (MCL 408.962 & 408.963).Last Action: bill electronically reproduced 11/07/2024
HB 6058 of 2024,House Bill,Public employees and officers: compensation and benefits; public employer contribution to medical benefit plan; modify. Amends secs. 3 & 4 of 2011 PA 152 (MCL 15.563 & 15.564).Last Action: bill ordered enrolled 12/23/2024
HB 6059 of 2024,House Bill,"Property tax: exemptions; continuation of poverty exemption, without subsequent application, for homeowner who previously established eligibility; provide for in certain circumstances. Amends sec. 7u of 1893 PA 206 (MCL 211.7u).Last Action: bill electronically reproduced 11/12/2024"
HB 6060 of 2024,House Bill,"Retirement: public school employees; defined benefit plan and retiree health for new hires and election option for current employees; provide for. Amends secs. 4, 5, 43a, 81d & 91a of 1980 PA 300 (MCL 38.1304 et seq.) & adds secs. 69h, 81e & 81f.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6061 of 2024,House Bill,"Retirement: defined benefit; defined benefit plan and retiree health for new hires and election option for current employees; provide for. Amends secs. 1i, 13, 64 & 68 of 1943 PA 240 (MCL 38.1i et seq.) & adds secs. 19k & 50b.Last Action: placed on third reading"
HB 6062 of 2024,House Bill,"Vehicles: wreckers; guidelines for towing rates and practices; provide for. Amends secs. 252a, 252d, 252e, 252f, 252g, 252k, 252l, 676c, 676d & 907 of 1949 PA 300 (MCL 257.252a et seq.); adds secs. 68a, 252n & 252o & ch. IIA & repeals sec. 676c of 1949 PA 300 (MCL 257.676c).Last Action: per Rule 41 referred to Committee on Regulatory Reform"
HB 6063 of 2024,House Bill,Vehicles: wreckers; public posting of rates; require. Amends sec. 252i of 1949 PA 300 (MCL 257.252i).Last Action: per Rule 41 referred to Committee on Regulatory Reform
HB 6064 of 2024,House Bill,Individual income tax: other; expenditures from the renew Michigan fund; modify. Amends sec. 51g of 1967 PA 281 (MCL 206.51g).Last Action: bill electronically reproduced 11/12/2024
HB 6065 of 2024,House Bill,Natural resources: soil and erosion; certain soil sold in this state; require to include certain percentage of compost. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 92.Last Action: bill electronically reproduced 11/12/2024
HB 6066 of 2024,House Bill,Environmental protection: other; climate resiliency corps; create. Creates new act.Last Action: bill electronically reproduced 11/12/2024
HB 6067 of 2024,House Bill,Health: research; cancer cluster investigation program; establish. Amends secs. 2617 & 2619 of 1978 PA 368 (MCL 333.2617 & 333.2619).Last Action: bill electronically reproduced 11/12/2024
HB 6068 of 2024,House Bill,"Education: curriculum; age-appropriate, medically accurate, and objective sex education; provide for. Amends secs. 1169, 1507 & 1507b of 1976 PA 451 (MCL 380.1169 et seq.) & repeals sec. 1506 of 1976 PA 451 (MCL 380.1506).Last Action: bill electronically reproduced 11/12/2024"
HB 6069 of 2024,House Bill,Use tax: collections; tax on certain services; impose. Amends secs. 3 & 21 of 1937 PA 94 (MCL 205.93 & 205.111) & adds sec. 3d.Last Action: bill electronically reproduced 11/12/2024
HB 6070 of 2024,House Bill,Environmental protection: other; general obligation bond issuance; provide for. Creates new act.Last Action: bill electronically reproduced 11/12/2024
HB 6071 of 2024,House Bill,Environmental protection: funding; clean Michigan 2 initiative funds; provide for distribution and allocation. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 198.Last Action: bill electronically reproduced 11/12/2024
HB 6072 of 2024,House Bill,"Administrative procedure: contested cases; award of costs and fees to prevailing party in a case involving this state; remove certain restrictions, exempt parole hearings from administrative procedures act, and make general revisions to contested case provisions. Amends secs. 71, 72, 80, 87, 115, 122 & 123 of 1969 PA 306 (MCL 24.271 et seq.).Last Action: bill electronically reproduced 11/12/2024"
HB 6073 of 2024,House Bill,"Civil procedure: costs and fees; recovery of costs and fees in an action involving this state; remove certain restrictions. Amends secs. 2421b, 2421c, 2421d & 2421e of 1961 PA 236 (MCL 600.2421b et seq.).Last Action: bill electronically reproduced 11/12/2024"
HB 6074 of 2024,House Bill,"Highways: memorial; portion of highway US-31; designate as the ""Trp. James E. Boland Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 11d.Last Action: referred to second reading"
HB 6075 of 2024 (PA 198 of 2024),House Bill,Human services: services or financial assistance; Michigan energy assistance program; modify. Amends sec. 3 of 2012 PA 615 (MCL 400.1233).Last Action: assigned PA 198'24
HB 6076 of 2024,House Bill,Energy: other; energy reliability fund; create. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9v.Last Action: bill electronically reproduced 11/12/2024
HB 6077 of 2024,House Bill,Consumer protection: privacy; reproductive health data privacy act; create. Creates new act.Last Action: bill electronically reproduced 11/12/2024
HB 6078 of 2024,House Bill,"Highways: memorial; portion of US-10 in Midland; designate as the ""Army Specialist Levi K. Hoover Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 16e.Last Action: bill electronically reproduced 11/14/2024"
HB 6079 of 2024,House Bill,"State finance: bonds; baby bond trust account program; create. Creates new act.  TIE BAR WITH: HB 6081'24, HB 6082'24Last Action: bill electronically reproduced 11/14/2024"
HB 6080 of 2024,House Bill,Human services: medical services; income used in determining eligibility under the state medical assistance program; exclude payments from accounts under the Michigan baby bond trust account program act. Amends sec. 107 of 1939 PA 280 (MCL 400.107).  TIE BAR WITH: HB 6079'24Last Action: bill electronically reproduced 11/14/2024
HB 6081 of 2024,House Bill,"Individual income tax: deductions; deduction from taxable income for distributions from a baby bond trust account for eligible expenditures; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).  TIE BAR WITH: HB 6079'24, HB 6079'24, HB 6082'24Last Action: bill electronically reproduced 11/14/2024"
HB 6082 of 2024,House Bill,"State finance: bonds; baby bond trust fund act; create. Creates new act.  TIE BAR WITH: HB 6097'24, HB 6081'24Last Action: bill electronically reproduced 11/14/2024"
HB 6083 of 2024,House Bill,Gaming: other; redemption games allowed under penal code; revise. Amends secs. 303 & 310b of 1931 PA 328 (MCL 750.303 & 750.310b).Last Action: bill electronically reproduced 11/14/2024
HB 6084 of 2024,House Bill,Liquor: licenses; providing refrigerator systems to certain licensees; allow. Amends sec. 609 of 1998 PA 58 (MCL 436.1609).Last Action: bill electronically reproduced 11/14/2024
HB 6085 of 2024,House Bill,Torts: medical malpractice; cap on noneconomic damages; revise. Amends sec. 1483 of 1961 PA 236 (MCL 600.1483).Last Action: referred to second reading
HB 6086 of 2024,House Bill,Torts: wrongful death; damages; provide for recovery of lost future earning capacity. Amends sec. 2922 of 1961 PA 236 (MCL 600.2922).Last Action: bill electronically reproduced 11/14/2024
HB 6087 of 2024,House Bill,Agriculture: animals; force-feeding birds; prohibit. Amends title of 1988 PA 466 (MCL 287.701 - 287.746) & adds sec. 40c.Last Action: bill electronically reproduced 11/14/2024
HB 6088 of 2024 (PA 236 of 2024),House Bill,"Transportation: authorities; public transportation authority millages; modify, and end the ability of political subdivisions to opt out of membership in public transportation authorities. Amends secs. 8, 18 & 29 of 1986 PA 196 (MCL 124.458 et seq.).Last Action: assigned PA 236'24"
HB 6089 of 2024,House Bill,Retirement: state employees; annual retirement allowance increase; eliminate cap. Amends sec. 20g of 1943 PA 240 (MCL 38.20g).Last Action: bill electronically reproduced 11/14/2024
HB 6090 of 2024,House Bill,"Corrections: prisoners; visitation between prisoners and eligible visitors; provide for certain protections and limitations. Amends secs. 14a, 52, 53 & 68a of 1953 PA 232 (MCL 791.214a et seq.).Last Action: bill electronically reproduced 11/14/2024"
