Document,Type,Description
HR 0338 of 2018,House Resolution,"A resolution of tribute offered as a memorial for Edward LaForge, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0339 of 2018,House Resolution,"A resolution to urge the President of the United States to aggressively enforce the terms, conditions, and intent of the Buy American Act and to urge no waivers to the act be granted.Last Action: adopted"
HR 0340 of 2018,House Resolution,"A resolution to declare May 13-19, 2018, as InfantSee Week in the state of Michigan.
Last Action: adopted"
HR 0341 of 2018,House Resolution,"A resolution to declare May 14-20, 2018, as Bladder Cancer Awareness Week in the state of Michigan. 
Last Action: adopted"
HR 0342 of 2018,House Resolution,"A resolution to declare May 15, 2018, as Chaldean American Day in the state of Michigan. 
Last Action: adopted"
HR 0343 of 2018,House Resolution,"A resolution to declare May 20-26, 2018, as Public Works Week in the state of Michigan.Last Action: adopted"
HR 0344 of 2018,House Resolution,"A resolution to declare May 17, 2018, as Diffuse Intrinsic Pontine Glioma Day in the 
state of Michigan.
Last Action: adopted"
HR 0345 of 2018,House Resolution,"A resolution to declare May 19, 2018, as Armed Forces Day in the state of Michigan.Last Action: adopted"
HR 0346 of 2018,House Resolution,"A resolution to declare May 19, 2018, as PTA Day in the state of Michigan.Last Action: adopted"
HR 0347 of 2018,House Resolution,"A resolution to declare May 21-25, 2018, as Bike Week in the state of Michigan.Last Action: adopted"
HR 0348 of 2018,House Resolution,"A resolution to declare May 20-26, 2018, as Emergency Medical Services Week in the state of Michigan.
Last Action: adopted"
HR 0349 of 2018,House Resolution,"A resolution of tribute offered as a memorial for Keith Muxlow, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0350 of 2018,House Resolution,"A resolution to declare May 20-26, 2018, as Invisible Illness Awareness Week in the state of Michigan.
Last Action: adopted"
HR 0351 of 2018,House Resolution,"A resolution to call on the Trump Administration to immediately release the draft toxicological profile on the dangers of PFAS to human health.Last Action: referred to Committee on Natural Resources"
HR 0352 of 2018,House Resolution,"A resolution to commemorate the 100th anniversary of the Army Warrant Officer Corps. 
Last Action: adopted"
HR 0353 of 2018,House Resolution,"A resolution to declare June 27, 2018, as Post Traumatic Stress Injury Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0354 of 2018,House Resolution,"A resolution to declare May 28, 2018, as Menstrual Hygiene Day in the state of Michigan.
Last Action: adopted"
HR 0355 of 2018,House Resolution,"A resolution to memorialize the Congress of the United States to amend the Internal Revenue Code to allow feminine hygiene products to be an eligible purchase under health savings accounts.Last Action: referred to Committee on Health Policy"
HR 0356 of 2018,House Resolution,"A resolution to memorialize the Congress of the United States to amend the Internal Revenue Code to allow feminine-hygiene products to qualify as an eligible expense under flexible spending accounts.Last Action: referred to Committee on Health Policy"
HR 0357 of 2018,House Resolution,"A resolution to declare May 30, 2018, as Corporate Responsibility Day in the state of Michigan.
Last Action: adopted"
HR 0358 of 2018,House Resolution,"A resolution to declare June 2, 2018, as National Trails Day in the state of Michigan.Last Action: adopted"
HR 0359 of 2018,House Resolution,"A resolution to declare June 1, 2018, as Gun Violence Awareness Day in the state of Michigan. 
Last Action: referred to Committee on Government Operations"
HR 0360 of 2018,House Resolution,"A resolution to declare June 2018 as Elder Abuse Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0361 of 2018,House Resolution,"A resolution of tribute offered as a memorial for George W. Mans.Last Action: adopted by unanimous standing vote"
HR 0362 of 2018,House Resolution,"A resolution to declare June 11-17, 2018, as Men’s Health Week and June 15, 2018, as Blue Day in the state of Michigan. 
Last Action: adopted"
HR 0363 of 2018,House Resolution,"A resolution to encourage the Governor to appoint Lois J. Cross-Hart of the village of Cassopolis as Poet Laureate of the state of Michigan.Last Action: referred to Committee on Workforce and Talent Development"
HR 0364 of 2018,House Resolution,"A resolution to declare June 6, 2018, as Dairy Foods Awareness Day in the state of
Michigan.
Last Action: adopted"
HR 0365 of 2018,House Resolution,"A resolution to declare June 9, 2018, as National Outdoors Day in the state of Michigan.   
Last Action: adopted"
HR 0366 of 2018,House Resolution,"A resolution to declare June 8, 2018, as Men’s Mental Health Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0367 of 2018,House Resolution,"A resolution to commemorate the 50th anniversary of the establishment of the Michigan District Court system. 
Last Action: adopted"
HR 0368 of 2018,House Resolution,"A resolution to declare June 13, 2018, as USCGC Escanaba Day in the state of Michigan.Last Action: adopted"
HR 0369 of 2018,House Resolution,"A resolution to declare June 21, 2018, as International Day of Yoga in the state of Michigan.  
Last Action: adopted"
HR 0370 of 2018,House Resolution,"A resolution to declare July 2018 as Craft Beer Month in the state of Michigan.
  
Last Action: adopted"
HR 0371 of 2018,House Resolution,"A resolution to commemorate the 100th anniversary of the Great Union of Romania.  
Last Action: adopted"
HR 0372 of 2018,House Resolution,"A resolution to memorialize the Governor to focus workforce development programs and services on providing skills and knowledge that lead to post-secondary professional credentialing.Last Action: referred to Committee on Workforce and Talent Development"
HR 0373 of 2018,House Resolution,"A resolution to urge the Department of Talent and Economic Development to coordinate small business advancement efforts.Last Action: referred to Committee on Commerce and Trade"
HR 0374 of 2018,House Resolution,"A resolution calling on President Donald Trump to declare a major disaster for the state of Michigan from the flash flooding that occurred in Houghton, Gogebic, and Menominee Counties.Last Action: referred to Committee on Natural Resources"
HR 0375 of 2018,House Resolution,"A resolution to create a House select committee to investigate the conduct of Trustee Dino F. Bucci, Jr., of Macomb Township, Michigan.Last Action: referred to Committee on Elections and Ethics"
HR 0376 of 2018,House Resolution,"A resolution to declare September 2018 as Shingles Awareness and Improvement Month in the state of Michigan. 
Last Action: adopted"
HR 0377 of 2018,House Resolution,"A resolution to declare September 11-17, 2018, as Patriot Week in the state of Michigan.
Last Action: adopted"
HR 0378 of 2018,House Resolution,"A resolution to declare September 14, 2018, as POW/MIA Recognition Day in the state of Michigan. 
Last Action: adopted"
HR 0379 of 2018,House Resolution,"A resolution to memorialize the Congress of the United States and the United States Environmental Protection Agency to address PFAS contamination and regulate PFAS more strictly to safeguard human health and the environment.Last Action: referred to Committee on Natural Resources"
HR 0380 of 2018,House Resolution,"A resolution to declare September 2018 as Leukodystrophy Awareness Month in the state of Michigan.  
Last Action: adopted"
HR 0381 of 2018,House Resolution,"A resolution to declare September 2018 as Meningococcal Immunization Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0382 of 2018,House Resolution,"A resolution to declare September 2018 as Pulmonary Fibrosis Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0383 of 2018,House Resolution,"A resolution to declare September 22-29, 2018, as Trails Week in the state of Michigan.Last Action: adopted"
HR 0384 of 2018,House Resolution,A resolution to declare September 2018 as PACE Awareness Month in the state of Michigan.Last Action: adopted
HR 0385 of 2018,House Resolution,A resolution to declare September 2018 as Family Meals Month in the state of Michigan.Last Action: adopted
HR 0386 of 2018,House Resolution,"A resolution to urge the Congress of the United States to grant additional authority to the Federal Communications Commission allowing it to stop unwanted robocalls and ""call spoofing"" and to urge the Federal Communications Commission to educate the public on how to report illegal telephone calls.Last Action: adopted"
HR 0387 of 2018,House Resolution,"A resolution to encourage the Michigan Agency for Energy to undertake a collaborative discussion with all interested stakeholders concerning the potential to integrate energy storage into Michigan’s electric market.Last Action: adopted"
HR 0388 of 2018,House Resolution,"A resolution to recognize myalgic encephalomyelitis as a serious, debilitating disease and urge key entities to improve patient care, prioritize new research, educate health professionals, and raise awareness about the severity of the disease.Last Action: referred to Committee on Health Policy"
HR 0389 of 2018,House Resolution,"A resolution to encourage the Michigan Department of Natural Resources to eliminate the wild turkey hunting license application and drawing system and allow for wild turkey licenses to be sold over-the-counter, on a first-come, first-served basis.Last Action: referred to Committee on Natural Resources"
HR 0390 of 2018,House Resolution,"A resolution to declare September 2018 as Life Insurance Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0391 of 2018,House Resolution,A resolution to declare September 2018 as Fetal Alcohol Spectrum Disorders Awareness Month in the state of Michigan.Last Action: adopted
HR 0392 of 2018,House Resolution,"A resolution to declare September 25, 2018, as Youth Consent Day in the state of Michigan.
Last Action: adopted"
HR 0393 of 2018,House Resolution,"A resolution to declare October 7-13, 2018, as Auto Insurance Reform Week in the state of Michigan. 
Last Action: referred to Committee on Insurance"
HR 0394 of 2018,House Resolution,"A resolution to declare September 22-29, 2018, as French-Canadian and Métis Heritage Week in the state of Michigan.
Last Action: adopted"
HR 0395 of 2018,House Resolution,"A resolution to declare September 15-October 15, 2018, as Hispanic Heritage Month in the state of Michigan. 
Last Action: adopted"
HR 0396 of 2018,House Resolution,A resolution to declare October 2018 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0397 of 2018,House Resolution,"A resolution to declare September 21-28, 2018, as Maltese American Heritage Week in the state of Michigan.Last Action: adopted"
HR 0398 of 2018,House Resolution,"A resolution to declare September 23-29, 2018, as Suicide Prevention Week in the state of Michigan.Last Action: adopted"
HR 0399 of 2018,House Resolution,"A resolution directing the impeachment of Theresa M. Brennan, District Court Judge for the Fifty-third District Court, for corrupt conduct in office and for crimes and misdemeanors.Last Action: referred to Committee on Judiciary"
HR 0400 of 2018,House Resolution,"A resolution to declare October 9, 2018, as PANS and PANDAS Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0401 of 2018,House Resolution,"A resolution to declare September 26, 2018, as National Recovery Day in the state of Michigan. 
Last Action: adopted"
HR 0402 of 2018,House Resolution,"A resolution to declare September 27, 2018, as Polycythemia Vera State Action Day in the state of Michigan.
Last Action: adopted"
HR 0403 of 2018,House Resolution,"A resolution to declare September 23-29, 2018, as National Recovery Week in the state of Michigan. 
Last Action: adopted"
HR 0404 of 2018,House Resolution,"A resolution to declare October 2018 as Italian-American Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0405 of 2018,House Resolution,"A resolution to declare October 2018 as Eczema Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0406 of 2018,House Resolution,A resolution to declare October 2018 as Disability Employment Awareness Month in the state of Michigan.Last Action: adopted
HR 0407 of 2018,House Resolution,"A resolution to declare October 2018 as Domestic Violence Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0408 of 2018,House Resolution,"A resolution to declare October 21-27, 2018, as Respiratory Care Week in the state of Michigan.
Last Action: adopted"
HR 0409 of 2018,House Resolution,"A resolution to memorialize the President of the United States and the United States Environmental Protection Agency to reverse their decision to close the Large Lakes Research Station in Grosse Ile, Michigan.Last Action: referred to Committee on Natural Resources"
HR 0410 of 2018,House Resolution,"A resolution to declare October 5-7, 2018, as Buy Nearby Weekend in the state of Michigan.
Last Action: adopted"
HR 0411 of 2018,House Resolution,"A resolution to declare October 18, 2018, as American Middle East Christian Day in the state of Michigan.
Last Action: adopted"
HR 0412 of 2018,House Resolution,"A resolution to urge the United States Senate to develop fair, deliberative, and neutral protocols to address and investigate sexual assault and harassment claims related to presidential nominations subject to the advice and consent of the Senate.Last Action: referred to Committee on Law and Justice"
HR 0413 of 2018,House Resolution,"A resolution to urge cities and counties to use savings realized from bail reform to increase spending on community policing efforts and staffing of sheriff and police departments.Last Action: referred to Committee on Judiciary"
HR 0414 of 2018,House Resolution,A resolution to commemorate the centennial of the end of World War I.Last Action: adopted
HR 0415 of 2018,House Resolution,"A resolution to commemorate the 100th anniversary of the restoration of independence of the Republic of Poland. 
Last Action: adopted"
HR 0416 of 2018,House Resolution,A resolution to declare November 2018 as Complex Regional Pain Syndrome Awareness Month in the state of Michigan.Last Action: adopted
HR 0417 of 2018,House Resolution,"A resolution to declare November 2018 as COPD Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0418 of 2018,House Resolution,"A resolution to declare November 24, 2018, as Holodomor Memorial Day in the state of Michigan.Last Action: adopted"
HR 0419 of 2018,House Resolution,"A resolution to urge Michigan residents and businesses to comply with the Convention on International Trade in Endangered Species of Wild Fauna and Flora and not buy or sell ivory of unknown origin.Last Action: referred to Committee on Commerce and Trade"
HR 0420 of 2018,House Resolution,"A resolution of tribute for the Honorable Chris AfendoulisLast Action: adopted"
HR 0421 of 2018,House Resolution,"A resolution of tribute for the Honorable Tom Barrett.Last Action: adopted"
HR 0422 of 2018,House Resolution,"A resolution of tribute for the Honorable John Bizon, M.D.Last Action: adopted"
HR 0423 of 2018,House Resolution,"A resolution of tribute for the Honorable Winnie Brinks.Last Action: adopted"
HR 0424 of 2018,House Resolution,"A resolution of tribute for the Honorable Edward Canfield, D.O.Last Action: adopted"
HR 0425 of 2018,House Resolution,"A resolution of tribute for the Honorable Stephanie Chang.Last Action: adopted"
HR 0426 of 2018,House Resolution,"A resolution of tribute for the Honorable Tom Cochran.Last Action: adopted"
HR 0427 of 2018,House Resolution,"A resolution of tribute for the Honorable Scott Dianda.Last Action: adopted"
HR 0428 of 2018,House Resolution,"A resolution of tribute for the Honorable Fred Durhal III.Last Action: adopted"
HR 0429 of 2018,House Resolution,"A resolution to urge food establishments and franchisees to stop gender classification of kid's meal toys.Last Action: referred to Committee on Commerce and Trade"
HR 0430 of 2018,House Resolution,"A resolution to urge the United States Secretary of Education and the Congress of the United States to amend the Every Student Succeeds Act to remove the assessment participation requirement in the upcoming reauthorization.Last Action: referred to Committee on Education Reform"
HR 0431 of 2018,House Resolution,"A resolution of tribute offered as a memorial for Michael J. Bennane, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0432 of 2018,House Resolution,"A resolution of tribute for the Honorable Daniela Garcia.Last Action: adopted"
HR 0433 of 2018,House Resolution,"A resolution of tribute for the Honorable Erika Geiss.Last Action: adopted"
HR 0434 of 2018,House Resolution,"A resolution of tribute for the Honorable Joseph Graves.Last Action: adopted"
HR 0435 of 2018,House Resolution,"A resolution of tribute for the Honorable Patrick Green.Last Action: adopted"
HR 0436 of 2018,House Resolution,"A resolution of tribute for the Honorable Tim Greimel.Last Action: adopted"
HR 0437 of 2018,House Resolution,"A resolution to declare November 29, 2018, as Epilepsy Awareness Day in the state of Michigan. 
 
Last Action: adopted"
HR 0438 of 2018,House Resolution,"A resolution to declare November 29, 2018, as Metastatic Breast Cancer Research Awareness Day in the state of Michigan.Last Action: adopted"
HR 0439 of 2018,House Resolution,"A resolution of tribute for the Honorable Pam Faris.Last Action: adopted"
HR 0440 of 2018,House Resolution,"A resolution of tribute for the Honorable Martin Howrylak.Last Action: adopted"
HR 0441 of 2018,House Resolution,"A resolution of tribute for the Honorable Holly Hughes.Last Action: adopted"
HR 0442 of 2018,House Resolution,"A resolution of tribute for the Honorable Tim Kelly.Last Action: adopted"
HR 0443 of 2018,House Resolution,"A resolution of tribute for the Honorable Klint Kesto.Last Action: adopted"
HR 0444 of 2018,House Resolution,"A resolution of tribute for the Honorable Kim LaSata.Last Action: adopted"
HR 0445 of 2018,House Resolution,"A resolution of tribute for the Honorable Peter Lucido.Last Action: adopted"
HR 0446 of 2018,House Resolution,"A resolution of tribute for the Honorable David MaturenLast Action: adopted"
HR 0447 of 2018,House Resolution,"A resolution of tribute for the Honorable Mike McCready.Last Action: adopted"
HR 0448 of 2018,House Resolution,"A resolution of tribute for the Honorable Jeremy Moss.Last Action: adopted"
HR 0449 of 2018,House Resolution,"A resolution of tribute for the Honorable Robert L. Kosowski.Last Action: adopted"
HR 0450 of 2018,House Resolution,"A resolution of tribute for the Honorable Dave Pagel.Last Action: adopted"
HR 0451 of 2018,House Resolution,"A resolution of tribute for the Honorable Phil Phelps.Last Action: adopted"
HR 0452 of 2018,House Resolution,"A resolution of tribute for the Honorable Brett Roberts.Last Action: adopted"
HR 0453 of 2018,House Resolution,"A resolution of tribute for the Honorable Rose Mary Robinson.Last Action: adopted"
HR 0454 of 2018,House Resolution,"A resolution of tribute for the Honorable Jim Runestad.Last Action: adopted"
HR 0455 of 2018,House Resolution,"A resolution to declare December 7, 2018, as Pearl Harbor Remembrance Day in the state of Michigan. 
Last Action: adopted"
HR 0456 of 2018,House Resolution,"A resolution to declare December 24-31, 2018, as Holiday Driver’s Safety Awareness Week in the state of Michigan.
Last Action: adopted"
HR 0457 of 2018,House Resolution,"A resolution to encourage the construction of a peaking power plant in the Upper Peninsula.Last Action: referred to Committee on Michigan Competitiveness"
HR 0458 of 2018,House Resolution,"A resolution of tribute offered as a memorial for Mary B. Schroer, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0459 of 2018,House Resolution,"A resolution of tribute for the Honorable Sylvia Santana.Last Action: adopted"
HR 0460 of 2018,House Resolution,"A resolution of tribute for the Honorable Bettie Cook Scott.Last Action: adopted"
HR 0461 of 2018,House Resolution,"A resolution of tribute for the Honorable Curt VanderWall.Last Action: adopted"
HR 0462 of 2018,House Resolution,"A resolution of tribute for the Honorable Roger Victory.Last Action: adopted"
HR 0463 of 2018,House Resolution,"A resolution of tribute for the Honorable Henry Yanez.Last Action: adopted"
HR 0464 of 2018,House Resolution,"A resolution to declare December 10-14, 2018, as International Human Rights Week in the state of Michigan.Last Action: referred to Committee on Military and Veterans Affairs"
HR 0465 of 2018,House Resolution,"A resolution to memorialize Congress and the administration to recognize industrial hemp as a valuable agricultural commodity and to take certain steps to remove barriers in order to encourage the commercial production of this crop.Last Action: referred to Committee on Agriculture"
HR 0466 of 2018,House Resolution,"A resolution of tribute for the Honorable Jeff Noble.Last Action: adopted"
HR 0467 of 2018,House Resolution,"A resolution of tribute for the Honorable Adam Zemke.Last Action: adopted"
HR 0468 of 2018,House Resolution,"A resolution of tribute for the Honorable Gary Glenn.Last Action: adopted"
HR 0469 of 2018,House Resolution,"A resolution of tribute for the Honorable Jim Tedder.Last Action: adopted"
HR 0470 of 2018,House Resolution,"A resolution of tribute for the Honorable Lana Theis.Last Action: adopted"
HR 0471 of 2018,House Resolution,"A resolution to declare December 2018 as Bird Month in the state of Michigan. 
Last Action: adopted"
HR 0472 of 2018,House Resolution,"A resolution to declare December 14, 2018, as Frostbitten Convention Day in the state of Michigan.
Last Action: adopted"
HR 0473 of 2018,House Resolution,"A resolution of tribute for the Honorable Rob VerHeulen.Last Action: adopted"
HR 0474 of 2018,House Resolution,"A resolution of tribute for the Honorable Laura Cox.Last Action: adopted"
HR 0475 of 2018,House Resolution,"A resolution of tribute for the Honorable Dan Lauwers.Last Action: adopted"
HR 0476 of 2018,House Resolution,"A resolution to declare December 16-22, 2018, as Children’s Savings Account Awareness Week in the state of Michigan.Last Action: referred to Committee on Financial Services"
HR 0477 of 2018,House Resolution,"A resolution of tribute for the Honorable Samir Singh.Last Action: adopted"
HR 0478 of 2018,House Resolution,"A resolution of tribute for the Honorable Tom Leonard, Speaker of the House of Representatives.Last Action: adopted"
HR 0479 of 2018,House Resolution,"A resolution to declare December 21, 2018, as Children’s Savings Account Awareness Day in the state of Michigan.  
Last Action: adopted"
