Document,Type,Description
HB 5937 of 2022,House Bill,"Education: other; certain teacher certification requirements; modify. Amends sec. 1531 of 1976 PA 451 (MCL 380.1531).  TIE BAR WITH: HB 5934'22, HB 5936'22, HB 5935'22Last Action: bill electronically reproduced 03/17/2022"
HB 5938 of 2022,House Bill,Campaign finance: contributions and expenditures; provision related to contributions made under the Gaming Control and Revenue Act; repeal. Repeals sec. 30 of 1976 PA 388 (MCL 169.230). Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 5939 of 2022,House Bill,School aid: membership; requirements concerning a pupil’s enrollment in a district other than the pupil’s district of residence for purposes of membership; modify with regard to certain pupils whose parent or legal guardian is a member of the Armed Forces of the United States. Amends sec. 6 of 1979 PA 94 (MCL 388.1606).Last Action: referred to second reading
HB 5940 of 2022,House Bill,Children: child abuse or child neglect; severe mental health concerns; include in definition of child abuse or child neglect. Amends sec. 2 of 1975 PA 238 (MCL 722.622).Last Action: bill electronically reproduced 03/22/2022
HB 5941 of 2022,House Bill,"Criminal procedure: sentencing; sentencing individual convicted as a juvenile to imprisonment for life without parole eligibility; prohibit. Amends secs. 1 & 1b, ch. IX of 1927 PA 175 (MCL 769.1 & 769.1b) & repeals secs. 25 & 25a, ch. IX of 1927 PA 175 (MCL 769.25 & 769.25a).  TIE BAR WITH: HB 5943'22, HB 5944'22, HB 5942'22Last Action: bill electronically reproduced 03/22/2022"
HB 5942 of 2022,House Bill,"Corrections: parole; parole of certain juvenile offenders; provide for under certain circumstances. Amends sec. 34 of 1953 PA 232 (MCL 791.234).  TIE BAR WITH: HB 5941'22, HB 5943'22, HB 5944'22Last Action: bill electronically reproduced 03/22/2022"
HB 5943 of 2022,House Bill,"Criminal procedure: sentencing; sentencing juvenile to imprisonment for life without parole eligibility; amend probate code of 1939 to prohibit. Amends sec. 18 of 1939 PA 288 (MCL 712A.18).  TIE BAR WITH: HB 5941'22, HB 5944'22, HB 5942'22Last Action: bill electronically reproduced 03/22/2022"
HB 5944 of 2022,House Bill,"Crimes: penalties; penalties for certain crimes of imprisonment for life without parole eligibility; amend Michigan penal code to exclude application to juvenile offenders. Amends secs. 16, 18, 200i, 204, 207, 209, 210, 211a, 316, 436 & 543f of 1931 PA 328 (MCL 750.16 et seq.) & adds sec. 506b.  TIE BAR WITH: HB 5941'22, HB 5943'22, HB 5942'22Last Action: bill electronically reproduced 03/22/2022"
HB 5945 of 2022,House Bill,Elections: absent voters; online application for absent voter ballots; provide for. Amends sec. 759 of 1954 PA 116 (MCL 168.759).Last Action: bill electronically reproduced 03/22/2022
HB 5946 of 2022,House Bill,Elections: absent voters; absent voter ballot tracker program; expand. Amends sec. 764c of 1954 PA 116 (MCL 168.764c).Last Action: bill electronically reproduced 03/22/2022
HB 5947 of 2022,House Bill,Weapons: other; open carry of firearms within 100 feet of a voting location; prohibit. Amends sec. 234d of 1931 PA 328 (MCL 750.234d).Last Action: bill electronically reproduced 03/22/2022
HB 5948 of 2022,House Bill,Elections: offenses; false statements or misrepresentations concerning elections; prohibit. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 931c.Last Action: bill electronically reproduced 03/22/2022
HB 5949 of 2022,House Bill,Elections: voting procedures; early voting; provide for. Amends secs. 720 & 735 of 1954 PA 116 (MCL 168.720 & 168.735) & adds sec. 720a.Last Action: bill electronically reproduced 03/22/2022
HB 5950 of 2022,House Bill,"Elections: qualified voter file; information in the qualified voter file and registration record for electors under 18 years of age; prohibit from being disclosed under the freedom of information act. Amends secs. 509q, 509gg & 516 of 1954 PA 116 (MCL 168.509q et seq.).  TIE BAR WITH: HB 5564'21Last Action: bill electronically reproduced 03/22/2022"
HB 5951 of 2022,House Bill,Elections: special elections; state to reimburse costs for certain special elections; require. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 634b.Last Action: bill electronically reproduced 03/22/2022
HB 5952 of 2022,House Bill,"Elections: absent voters; notification to voters of a missing signature or signature mismatch on an absent voter application or ballot; require. Amends secs. 759, 761, 765a, 766 & 767 of 1954 PA 116 (MCL 168.759 et seq.) & adds secs. 766a & 766b.Last Action: bill electronically reproduced 03/22/2022"
HB 5953 of 2022,House Bill,Natural resources: other; public trust resources; protect. Amends secs. 1701 & 3103 of 1994 PA 451 (MCL 324.1701 & 324.3103) & adds pt. 4.Last Action: bill electronically reproduced 03/22/2022
HB 5954 of 2022,House Bill,"Natural resources: other; water withdrawal; modify definition of ""consumptive use"". Amends sec. 32701 of 1994 PA 451 (MCL 324.32701).Last Action: bill electronically reproduced 03/22/2022"
HB 5955 of 2022,House Bill,"Natural resources: other; water under department of natural resources control; provide for protection and conservation of. Amends secs. 502, 503 & 504 of 1994 PA 451 (MCL 324.502 et seq.).Last Action: bill electronically reproduced 03/22/2022"
HB 5956 of 2022 (PA 199 of 2022),House Bill,"Criminal procedure: sentencing; sunset on certain costs that may be imposed upon criminal conviction; modify. Amends sec. 1k, ch. IX of 1927 PA 175 (MCL 769.1k).Last Action: assigned PA 199'22 with immediate effect"
HB 5957 of 2022,House Bill,Courts: funding; formula for local court operational needs based; allow the state court administrative office to create. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2406.  TIE BAR WITH: HB 5956'22Last Action: bill electronically reproduced 03/23/2022
HB 5958 of 2022,House Bill,Elections: candidates; affidavit of identity; expand. Amends 558 of 1954 PA 116 (MCL 168.558).Last Action: bill electronically reproduced 03/23/2022
HB 5959 of 2022,House Bill,Elections: absent voters; online absent voter ballot applications; provide for. Amends sec. 759 of 1954 PA 116 (MCL 168.759). Last Action: bill electronically reproduced 03/23/2022
HB 5960 of 2022,House Bill,"Elections: absent voters; review process for mismatched or missing signatures on an absent voter ballot application or absent voter ballot return envelope; provide for. Amends secs. 761, 765a, 766 & 767 of 1954 PA 116 (MCL 168.761 et seq.) & adds secs. 766a & 766b.Last Action: bill electronically reproduced 03/23/2022"
HB 5961 of 2022,House Bill,"Watercraft: safety; nonmotorized canoes or kayaks renewal fees; modify. Amends secs. 80123, 80124 & 80125 of 1994 PA 451 (MCL 324.80123 et seq.).Last Action: referred to second reading"
HB 5962 of 2022,House Bill,"Civil procedure: statute of limitations; civil actions for criminal sexual conduct: extend period of limitations, and add grace period for past occurrences. Amends sec. 5851b of 1961 PA 236 (MCL 600.5851b).  TIE BAR WITH: HB 5964'22, HB 5963'22Last Action: bill electronically reproduced 03/23/2022"
HB 5963 of 2022,House Bill,"Civil procedure: statute of limitations; civil actions for criminal sexual conduct; revise statute of limitations. Amends sec. 5805 of 1961 PA 236 (MCL 600.5805).  TIE BAR WITH: HB 5962'22, HB 5964'22Last Action: bill electronically reproduced 03/23/2022"
HB 5964 of 2022,House Bill,"Civil procedure: statute of limitations; statute of limitations for criminal sexual conduct violations; revise statute of limitations and notice requirements for actions against state government. Amends secs. 6431 & 6452 of 1961 PA 236 (MCL 600.6431 & 600.6452).  TIE BAR WITH: HB 5962'22, HB 5963'22Last Action: bill electronically reproduced 03/23/2022"
HB 5965 of 2022,House Bill,Medical marihuana: other; certain definitions in the medical marihuana facilities licensing act; modify. Amends sec. 102 of 2016 PA 281 (MCL 333.27102).  TIE BAR WITH: HB 5871'22Last Action: vetoed by the Governor 12/22/2022
HB 5966 of 2022,House Bill,Human services: medical services; MIcare act; create. Creates new act.Last Action: bill electronically reproduced 03/23/2022
HB 5967 of 2022,House Bill,Consumer protection: other; enforcement of the motor vehicle financial protection products act; provide for under the consumer protection act. Amends sec. 3 of 1976 PA 331 (MCL 445.903).  TIE BAR WITH: HB 5429'21Last Action: referred to second reading
HB 5968 of 2022,House Bill,Controlled substances: opioids; Michigan opioid healing and recovery fund; create. Amends sec. 2 of 2000 PA 489 (MCL 12.252) & adds sec. 3. Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
HB 5969 of 2022,House Bill,Controlled substances: opioids; opioid advisory commission; create. Amends title of 1986 PA 268 (MCL 4.1101 - 4.1901) & adds ch. 8A.   TIE BAR WITH: HB 5968'22Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
HB 5970 of 2022,House Bill,Civil procedure: civil actions; civil lawsuits related to opioids; prohibit. Creates new act.   TIE BAR WITH: HB 5968'22Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
HB 5971 of 2022,House Bill,"Transportation: motor fuel tax; cost of living dependent gas tax increase; eliminate. Amends secs. 2, 3 & 8 of 2000 PA 403 (MCL 207.1002 et seq.).Last Action: bill electronically reproduced 03/24/2022"
HB 5972 of 2022,House Bill,Economic development: tax increment financing; recodified tax increment financing act; modify definition of water resource improvement district. Amends secs. 703 & 705 of 2018 PA 57 (MCL 125.4703 & 125.4705).Last Action: bill electronically reproduced 03/24/2022
HB 5973 of 2022,House Bill,Consumer protection: other; technology companies from deplatforming users; prohibit. Creates new act.Last Action: bill electronically reproduced 03/24/2022
HB 5974 of 2022 (PA 200 of 2022),House Bill,"Juveniles: other; definition of relative in the juvenile code; revise. Amends sec. 13a, ch. XIIA of 1939 PA 288 (MCL 712A.13a).Last Action: assigned PA 200'22 with immediate effect"
HB 5975 of 2022 (PA 201 of 2022),House Bill,"Courts: guardian ad litem; trauma-informed training for lawyer-guardian ad litem; require. Amends sec. 17d, ch. XIIA of 1939 PA 288 (MCL 712A.17d).Last Action: assigned PA 201'22 with immediate effect"
HB 5976 of 2022 (PA 202 of 2022),House Bill,Human services: other; annual report by the department of health and human services; require to submit to legislature. Amends  1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 3a.Last Action: assigned PA 202'22 with immediate effect
HB 5977 of 2022 (PA 203 of 2022),House Bill,Human services: other; annual needs assessment regarding the utilization of residential treatment and the needs of youth who are referred for clinical interventions; require the department of health and human services to conduct. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding sec. 6a.Last Action: assigned PA 203'22 with immediate effect
HB 5978 of 2022 (PA 204 of 2022),House Bill,Children: foster care; family finding and engagement company; require department of health and human services to use to help connect foster children to family members and friends. Amends 1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 3b.Last Action: assigned PA 204'22 with immediate effect
HB 5979 of 2022,House Bill,Corporate income tax: credits; incentive for employers to offer paid preadoptive leave to certain employees; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 678.Last Action: bill electronically reproduced 03/24/2022
HB 5980 of 2022 (PA 205 of 2022),House Bill,Children: foster care; extended licensing for certain foster homes; provide for. Amends sec. 8 of 1973 PA 116 (MCL 722.118).Last Action: assigned PA 205'22 with immediate effect
HB 5981 of 2022 (PA 206 of 2022),House Bill,Land use: zoning and growth management; state licensed residential facilities considered to be residential uses exempt from special or conditional use permit; increase maximum number of foster youth. Amends secs. 102 & 206 of 2006 PA 110 (MCL 125.3102 & 125.3206).Last Action: assigned PA 206'22 with immediate effect
HB 5982 of 2022,House Bill,Controlled substances: drug paraphernalia; sale of nitrous oxide devices; prohibit. Amends sec. 7453 of 1978 PA 368 (MCL 333.7453).Last Action: referred to second reading
HB 5983 of 2022 (PA 99 of 2022),House Bill,Health: other; consumption of food and beverages in public swimming pools; allow under certain circumstances. Amends secs. 12521 & 12526 of 1978 PA 368 (MCL 333.12521 & 333.12526) & adds sec. 12526a.  TIE BAR WITH: HB 5984'22Last Action: assigned PA 99'22 with immediate effect
HB 5984 of 2022 (PA 100 of 2022),House Bill,Liquor: permits; serving alcoholic liquor in public swimming pools; allow under certain conditions. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 548.  TIE BAR WITH: HB 5983'22Last Action: assigned PA 100'22 with immediate effect
HB 5985 of 2022,House Bill,Trade: consumer goods and services; digital electronic equipment repair act; create. Creates new act.Last Action: bill electronically reproduced 04/12/2022
HB 5986 of 2022,House Bill,Crimes: obscenity; electronic transmission of unsolicited and nonconsensual sexually explicit material; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 335b.Last Action: bill electronically reproduced 04/12/2022
HB 5987 of 2022,House Bill,Crime victims: other; restorative justice practices enabling act; create. Creates new act.Last Action: bill electronically reproduced 04/12/2022
HB 5988 of 2022,House Bill,Traffic control: speed restrictions; procedure for establishing speed limits; modify. Amends secs. 627 & 628 of 1949 PA 300 (MCL 257.627 & 257.628).Last Action: bill electronically reproduced 04/12/2022
HB 5989 of 2022,House Bill,Consumer protection: privacy; consumer privacy act; create. Creates new act.Last Action: bill electronically reproduced 04/12/2022
HB 5990 of 2022,House Bill,"Insurance: automobile; rates; require to be based on only certain factors. Amends secs. 2110a, 2111, 2111a, 2118, 2120 & 2151 of 1956 PA 218 (MCL 500.2110a et seq.) & repeals sec. 2162 of 1956 PA 218 (MCL 500.2162).Last Action: bill electronically reproduced 04/12/2022"
HB 5991 of 2022,House Bill,Education: elementary; third grade reading law; suspend application for the 2022-2023 school year. Amends sec. 1280f of 1976 PA 451 (MCL 380.1280f).Last Action: bill electronically reproduced 04/12/2022
HB 5992 of 2022,House Bill,Education: teachers; teacher performance evaluations; modify. Amends sec. 1249 of 1976 PA 451 (MCL 380.1249).  TIE BAR WITH: HB 5994'22Last Action: bill electronically reproduced 04/12/2022
HB 5993 of 2022,House Bill,"Education: other; certain requirements concerning teacher performance evaluations; modify. Amends sec. 3a, art. II & sec. 3, art. III of 1937 (Ex Sess) PA 4 (MCL 38.83a & 38.93).  TIE BAR WITH: HB 5992'22Last Action: bill electronically reproduced 04/12/2022"
HB 5994 of 2022,House Bill,Education: employees; performance evaluation systems for school administrators; modify. Amends sec. 1249b of 1976 PA 451 (MCL 380.1249b).  TIE BAR WITH: HB 5992'22Last Action: bill electronically reproduced 04/12/2022
HB 5995 of 2022,House Bill,"Education: school districts; certain accountability measurements for public schools; suspend in 2020, 2021, and 2022. Amends sec. 1280g of 1976 PA 451 (MCL 380.1280g) & adds sec. 1280h.Last Action: bill electronically reproduced 04/12/2022"
HB 5996 of 2022,House Bill,Insurance: no-fault; requirement that medical treatment be usually associated for injury; remove. Amends sec. 3157a of 1956 PA 218 (MCL 500.3157a).Last Action: bill electronically reproduced 04/12/2022
HB 5997 of 2022,House Bill,Insurance: insurers; penalties for bad-faith denials; provide for. Amends sec. 2006 of 1956 PA 218 (MCL 500.2006).Last Action: bill electronically reproduced 04/12/2022
HB 5998 of 2022,House Bill,Consumer protection: unfair trade practices; application of Michigan consumer protection act to certain conduct generally authorized by law; clarify and revise. Amends sec. 4 of 1976 PA 331 (MCL 445.904).Last Action: bill electronically reproduced 04/12/2022
HB 5999 of 2022,House Bill,Insurance: no-fault; reports regarding complaints to DIFS; require. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 272.Last Action: bill electronically reproduced 04/12/2022
HB 6000 of 2022,House Bill,"Insurance: no-fault; rate increase approval by department of insurance and financial services in a public hearing; require. Amends secs. 2106, 2108, 2109, 2110, 2115 & 2127 of 1956 PA 218 (MCL 500.2106 et seq.) & adds sec. 2109a.Last Action: bill electronically reproduced 04/12/2022"
HB 6001 of 2022,House Bill,Insurance: no-fault; refund of payments by Michigan catastrophic claims association to consumers; provide 30-day limitation. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).Last Action: bill electronically reproduced 04/12/2022
HB 6002 of 2022,House Bill,Insurance: no-fault; use of third-party companies to review administrative appeals; prohibit. Amends sec. 3157a of 1956 PA 218 (MCL 500.3157a).Last Action: bill electronically reproduced 04/12/2022
HB 6003 of 2022,House Bill,Insurance: no-fault; reasonable proof of loss; prohibit requirement to use specific form. Amends sec. 3142 of 1956 PA 218 (MCL 500.3142).Last Action: bill electronically reproduced 04/12/2022
HB 6004 of 2022,House Bill,Insurance: no-fault; catastrophic claims association; require to disclose actuarial computation used in rate setting. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).Last Action: bill electronically reproduced 04/12/2022
HB 6005 of 2022,House Bill,"Insurance: no-fault; rate discrimination protections; modify. Amends secs. 2105, 2111, 2151 & 2162 of 1956 PA 218 (MCL 500.2105 et seq.) & adds sec. 2120a.Last Action: bill electronically reproduced 04/12/2022"
HB 6006 of 2022,House Bill,Vehicles: registration; vehicle registration fees; reduce. Amends sec. 801 of 1949 PA 300 (MCL 257.801).Last Action: bill electronically reproduced 04/12/2022
HB 6007 of 2022,House Bill,Appropriations: supplemental; supplemental multi-department appropriation for 2022 fiscal year; provide for. Creates appropriation act.Last Action: bill electronically reproduced 04/12/2022
HB 6008 of 2022,House Bill,Appropriations: supplemental; supplemental multi-department appropriation for 2022 fiscal year; provide for. Creates appropriation act.Last Action: bill electronically reproduced 04/12/2022
HB 6009 of 2022,House Bill,Appropriations: supplemental; supplemental multi-department appropriation for 2023 fiscal year; provide for. Creates appropriation act.Last Action: bill electronically reproduced 04/12/2022
HB 6010 of 2022,House Bill,Occupations: cosmetologists; natural hair cultivation; modify definition of to include shampoo service. Amends sec. 1201 of 1980 PA 299 (MCL 339.1201).Last Action: bill electronically reproduced 04/13/2022
HB 6011 of 2022,House Bill,Human services: medical services; grounds for action of director toward Medicaid providers; expand for certain abortion-related activities. Amends sec. 111e of 1939 PA 280 (MCL 400.111e).  TIE BAR WITH: HB 5784'22Last Action: bill electronically reproduced 04/13/2022
HB 6012 of 2022 (PA 93 of 2022),House Bill,"Appropriations: supplemental; supplemental appropriations in the school aid act for fiscal year 2021-2022; provide for. Amends sec. 11 of 1979 PA 94 (MCL 388.1611) & adds secs. 11w, 97c & 97d.Last Action: assigned PA 93'22 with immediate effect"
HB 6013 of 2022,House Bill,Education: financing; grant program to provide funding for mentor teachers and student teachers; create. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1531e. Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
HB 6014 of 2022,House Bill,School aid: other; required hours and days of pupil instruction; modify. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).Last Action: bill electronically reproduced 04/13/2022
HB 6015 of 2022,House Bill,Economic development: Michigan strategic fund; board meeting materials; require Michigan strategic fund to post on website within 1 business day. Amends sec. 9 of 1984 PA 270 (MCL 125.2009).Last Action: bill electronically reproduced 04/14/2022
HB 6016 of 2022,House Bill,Courts: judges; circuit court judgeships to Allegan County and Kalamazoo County respectively; restore. Amends secs. 510 & 549 of 1961 PA 236 (MCL 600.510 & 600.549).Last Action: bill electronically reproduced 04/14/2022
HB 6017 of 2022 (PA 188 of 2022),House Bill,Economic development: neighborhood enterprise zones; construction projects in a neighborhood enterprise zone; extend time frame for completion. Amends sec. 11 of 1992 PA 147 (MCL 207.781).Last Action: assigned PA 188'22 with immediate effect
HB 6018 of 2022,House Bill,Vehicles: driver training; classroom instruction of right-of-way on freeways and proper traffic flow; require. Amends sec. 37 of 2006 PA 384 (MCL 256.657).Last Action: bill electronically reproduced 04/14/2022
HB 6019 of 2022 (PA 218 of 2022),House Bill,Energy: nuclear; feasibility study on building nuclear energy in Michigan; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 10hh.Last Action: assigned PA 218'22 with immediate effect
HB 6020 of 2022,House Bill,Education: school districts; student mental health apprenticeship retention and training (SMART) internship grant program; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
HB 6021 of 2022,House Bill,Civil rights: open meetings; procedures for electronic meetings of public bodies; modify. Amends sec. 3a of 1976 PA 267 (MCL 15.263a).Last Action: bill electronically reproduced 04/14/2022
HB 6022 of 2022,House Bill,"Gaming: lottery; county road rally lottery; create. Amends secs. 12, 33 & 41 of 1972 PA 239 (MCL 432.12 et seq.) & adds secs. 10 & 44.Last Action: bill electronically reproduced 04/14/2022"
HB 6023 of 2022,House Bill,Natural resources: mining; regulations for mining of gravel operations; exclude entering into royalty contracts. Amends sec. 502 of 1994 PA 451 (MCL 324.502).Last Action: bill electronically reproduced 04/14/2022
HB 6024 of 2022,House Bill,Labor: hours and wages; employer violations regarding the payment of wages and fringe benefits; increase sanctions. Amends sec. 18 of 1978 PA 390 (MCL 408.488).Last Action: bill electronically reproduced 04/14/2022
HB 6025 of 2022,House Bill,Labor: fair employment practices; penalty for wage and fringe benefit payment violations with the intent to defraud; increase. Amends sec. 15 of 1978 PA 390 (MCL 408.485).Last Action: bill electronically reproduced 04/14/2022
HB 6026 of 2022,House Bill,"Criminal procedure: sentencing guidelines; sentencing guideline for wage and fringe benefit payment violations; enact. Amends sec. 14a, ch. XVII of 1927 PA 175 (MCL 777.14a).  TIE BAR WITH: HB 6025'22Last Action: bill electronically reproduced 04/14/2022"
HB 6027 of 2022,House Bill,Labor: fair employment practices; employer requiring nondisclosure of wages by employee; increase penalties. Amends sec. 14 of 1978 PA 390 (MCL 408.484).Last Action: bill electronically reproduced 04/14/2022
HB 6028 of 2022,House Bill,"Criminal procedure: sentencing guidelines; sentencing guideline for employer requiring nondisclosure of wages; enact. Amends sec. 14a, ch. XVII of 1927 PA 175 (MCL 777.14a).  TIE BAR WITH: HB 6027'22Last Action: bill electronically reproduced 04/14/2022"
HB 6029 of 2022,House Bill,Legislature: legislative agencies; ombudsman for public employees; create. Creates new act.Last Action: bill electronically reproduced 04/14/2022
HB 6030 of 2022,House Bill,"Labor: fair employment practices; whistleblower protection; expand to include employees reporting to the state employee ombudsman or the press. Amends secs. 1, 2 & 3 of 1980 PA 469 (MCL 15.361 et seq.).  TIE BAR WITH: HB 6029'22Last Action: bill electronically reproduced 04/14/2022"
HB 6031 of 2022,House Bill,Labor: fair employment practices; employers requiring certain noncompete agreements; prohibit. Amends sec. 4a of 1984 PA 274 (MCL 445.774a).Last Action: bill electronically reproduced 04/14/2022
HB 6032 of 2022,House Bill,Civil procedure: civil actions; false claims act; enact. Creates new act.Last Action: bill electronically reproduced 04/14/2022
HB 6033 of 2022,House Bill,"Labor: fair employment practices; whistleblowers' protection act; expand definition of employee and protected activities. Amends title & secs. 1, 2, 3 & 5 of 1980 PA 469 (MCL 15.361 et seq.) & adds sec. 4a.Last Action: bill electronically reproduced 04/14/2022"
HB 6034 of 2022,House Bill,"Labor: hours and wages; penalties and remedies for misclassification of independent contractors; provide for. Amends secs. 1, 13, 18 & 19 of 1978 PA 390 (MCL 408.471 et seq.) & adds secs. 13c & 13d.Last Action: bill electronically reproduced 04/14/2022"
HB 6035 of 2022,House Bill,Labor: hours and wages; employee who files a claim under 2018 PA 337; prohibit commissioner from disclosing to employer if requested by employee. Amends sec. 9 of 2018 PA 337 (MCL 408.939).Last Action: bill electronically reproduced 04/14/2022
HB 6036 of 2022,House Bill,Labor: hours and wages; identity of employee who files a complaint under 1978 PA 390; prohibit department from disclosing to employer if requested by employee. Amends sec. 11 of 1978 PA 390 (MCL 408.481).Last Action: bill electronically reproduced 04/14/2022
HB 6037 of 2022,House Bill,Individual income tax: administration; information for taxpayers regarding the classification of an individual as an independent contractor; incorporate in instruction booklet and provide notice of certain taxpayers. Amends sec. 471 of 1967 PA 281 (MCL 206.471) & adds sec. 707a.Last Action: bill electronically reproduced 04/14/2022
HB 6038 of 2022,House Bill,Appropriations: supplemental; funding for the purpose of marketing attorney general's payroll fraud division; provide for. Creates appropriation act.Last Action: bill electronically reproduced 04/14/2022
HB 6039 of 2022 (PA 229 of 2022),House Bill,Education: dual enrollment; career and technical preparation act; modify to allow certain eligible students to participate in intercollegiate athletics. Amends sec. 5 of 2000 PA 258 (MCL 388.1905).Last Action: assigned PA 229'22 with immediate effect
HB 6040 of 2022 (PA 230 of 2022),House Bill,Education: dual enrollment; postsecondary enrollment options act; modify to allow certain eligible students to participate in intercollegiate athletics. Amends sec. 5 of 1996 PA 160 (MCL 388.515).Last Action: assigned PA 230'22 with immediate effect
HB 6041 of 2022,House Bill,Appropriations: supplemental; funding for recovering costs to residents of the Great Lakes Water Authorities for over payments of water and sewer bills; provide for. Creates appropriation act.Last Action: bill electronically reproduced 04/14/2022
HB 6042 of 2022 (PA 257 of 2022),House Bill,Education: safety; requirements for critical incident mapping data in school safety respond plan; include. Amends sec. 1308 of 1976 PA 451 (MCL 380.1308).Last Action: assigned PA 257'22
HB 6043 of 2022,House Bill,Public utilities: consumer services; eligibility for utility power outage credits; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding secs. 9f & 9g.Last Action: bill electronically reproduced 04/14/2022
HB 6044 of 2022,House Bill,Public utilities: consumer services; prohibition for an electric utility to reclaim revenue they were required to pay in service outage credits; provide for. Amends sec. 6a of 1939 PA 3 (MCL 460.6a).Last Action: bill electronically reproduced 04/14/2022
HB 6045 of 2022,House Bill,Public utilities: consumer services; eligibility for utility power outage credits; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9e.Last Action: bill electronically reproduced 04/14/2022
HB 6046 of 2022,House Bill,Public utilities: consumer services; disclosure on electric utility bills of the number of power outages that occurred within that billing cycle; require. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9e.Last Action: bill electronically reproduced 04/14/2022
HB 6047 of 2022,House Bill,Public utilities: electric utilities; distribution grid plans created by electric utilities; require. Amends sec. 6a of 1939 PA 3 (MCL 460.6a).Last Action: bill electronically reproduced 04/14/2022
HB 6048 of 2022,House Bill,Civil rights: open meetings; closed sessions for negotiations of collective bargaining agreements; require public disclosure in certain circumstances. Amends sec. 8 of 1976 PA 267 (MCL 15.268).  TIE BAR WITH: HB 6051'22Last Action: bill electronically reproduced 04/26/2022
HB 6049 of 2022,House Bill,Children: child care; licensing of family and group child care homes; modify. Amends sec. 1 of 1973 PA 116 (MCL 722.111).Last Action: bill electronically reproduced 04/26/2022
HB 6050 of 2022,House Bill,Education: school districts; requirements for meetings of the board of a school district or intermediate school district or the board of directors of a public school academy; add. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1201a.Last Action: bill electronically reproduced 04/26/2022
HB 6051 of 2022,House Bill,"Labor: collective bargaining; certain collective bargaining meetings; require public school employers to record the audio of, and make the recording available to the public. Amends 1947 PA 336 (MCL 423.201 - 423.217) by adding sec. 15c.  TIE BAR WITH: HB 6048'22Last Action: bill electronically reproduced 04/26/2022"
HB 6052 of 2022,House Bill,Higher education: tuition; concurrent payment of a Michigan tuition grant and a Michigan competitive scholarship; provide for. Amends sec. 7 of 1966 PA 313 (MCL 390.997).Last Action: bill electronically reproduced 04/27/2022
HB 6053 of 2022,House Bill,Occupations: plumbers; providing plumbing services while serving as local inspector; allow. Amends secs. 1111 & 1123 of 2016 PA 407 (MCL 339.6111 & 339.6123).Last Action: bill electronically reproduced 04/27/2022
HB 6054 of 2022,House Bill,Vehicles: other; electric vehicle rebates program; provide for. Creates new act.Last Action: bill electronically reproduced 04/27/2022
HB 6055 of 2022,House Bill,Vehicles: equipment; electric vehicle charging equipment rebate program; provide for. Creates new act.Last Action: bill electronically reproduced 04/27/2022
HB 6056 of 2022,House Bill,"Medical marihuana: other; marihuana plant waste; allow for the transportation and disposal of. Amends secs. 102, 201, 206, 501, 502, 503, 504 & 505 of 2016 PA 281 (MCL 333.27102 et seq.) & adds sec. 202. Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
HB 6057 of 2022,House Bill,"Marihuana: other; marihuana plant waste; allow for the transportation and disposal of. Amends secs. 3, 8 & 10 of 2018 IL 1 (MCL 333.27953 et seq.). Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
HB 6058 of 2022,House Bill,"Public employees and officers: ethics; lobbyists or lobbyists agents giving or purchasing food for beverages for legislators; prohibit. Amends secs. 3, 5, 8, 9 & 11 of 1978 PA 472 (MCL 4.413 et seq.).Last Action: bill electronically reproduced 04/28/2022"
HB 6059 of 2022,House Bill,"Administrative procedure: rules; environmental rules special review committee; eliminate. Amends secs. 33, 39a, 41, 42, 43, 44, 47, 48, 65 & 66 of 1969 PA 306 (MCL 24.233 et seq.).Last Action: bill electronically reproduced 04/28/2022"
