Document,Type,Description
HB 5753 of 2014,House Bill,Counties; boards and commissions; board of county auditors; repeal. Repeals 1913 PA 275 (MCL 47.1 - 47.15).Last Action: printed bill filed 09/10/2014
HB 5754 of 2014,House Bill,Counties; boards and commissions; Wayne county board of county auditors; repeal. Repeals 1889 PA 63 (MCL 47.51 - 47.59).Last Action: printed bill filed 09/10/2014
HB 5755 of 2014,House Bill,Cemeteries and funerals; private; act requiring fencing to exclude livestock from cemeteries in cities; repeal. Repeals 1911 PA 211 (MCL 128.101 - 128.103).Last Action: printed bill filed 09/10/2014
HB 5756 of 2014,House Bill,Animals; other; public notice requirement for distrained beasts; repeal. Repeals sec. 10 of 1846 RS 125 (MCL 433.110).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5757 of 2014,House Bill,"Townships; other; public notice of a special township meeting of the electors; revise to make reference to the open meetings act, and revise how township board meeting minutes are made available. Amends secs. 28 & 72a of 1846 RS 16 (MCL 41.28 & 41.72a).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014"
HB 5758 of 2014,House Bill,Local government; budgets; public notice for budget hearings of local governments; revise to make reference to the open meetings act. Amends sec. 2 of 1963 (2nd Ex Sess) PA 43 (MCL 141.412).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5759 of 2014,House Bill,"Highways; local; public notice requirement in act governing driveways, banners, events, and parades; revise to require notice as provided in the open meetings act. Amends sec. 5 of 1969 PA 200 (MCL 247.325).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014"
HB 5760 of 2014,House Bill,Highways; other; public notice of inclusion or exclusion of roads in a seasonal county road system; revise to require notice as provided in the local government public notice act. Amends sec. 5a of 1951 PA 51 (MCL 247.655a).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5761 of 2014,House Bill,Counties; financing; public notice of an election to create a sinking fund for public buildings; revise to make reference to the Michigan election law. Amends sec. 2 of 1926 (Ex Sess) PA 14 (MCL 141.52).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5762 of 2014,House Bill,Counties; other; public notice for permanent improvements by counties; revise to make reference to the Michigan election law. Amends sec. 3 of 1923 PA 118 (MCL 141.63).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5763 of 2014,House Bill,Veterans; other; public notice of an opening on a county department of veterans' affairs; revise to make reference to the local government public notice act. Amends sec. 1 of 1953 PA 192 (MCL 35.621).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5764 of 2014,House Bill,Labor; public service employment; public notice; revise notice requirements to those in the local government public notice act. Amends sec. 12 of 1935 PA 78 (MCL 38.512).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5765 of 2014,House Bill,Townships; public services; public notice of a proposed dissolution of a board of public service commissioners under the township and village public improvement and public service act; revise to make reference to the local government public notice act. Amends sec. 3a of 1923 PA 116 (MCL 41.413a).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5766 of 2014,House Bill,Counties; other; public notice regarding purchasing of county supplies; revise to make reference to the local government public notice act. Amends sec. 5 of 1917 PA 307 (MCL 45.85).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5767 of 2014,House Bill,Counties; other; public notice of rules of a county or regional parks and recreation commission; revise to make reference to the local government public notice act. Amends sec. 14 of 1965 PA 261 (MCL 46.364).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5768 of 2014,House Bill,Counties; boards and commissions; public notice concerning rules and regulations for county parks; revise to make reference to the local government public notice act. Amends sec. 6 of 1913 PA 90 (MCL 123.66).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5769 of 2014,House Bill,Individual income tax; city; public notice; revise to make reference to the local government public notice act. Amends sec. 71 of 1964 PA 284 (MCL 141.671).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5770 of 2014,House Bill,Local government; other; public notice regarding noxious weeds; revise to make reference to the local government public notice act. Amends sec. 4a of 1941 PA 359 (MCL 247.64a).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5771 of 2014,House Bill,Transportation; funds; public notice of resolution by city or village to borrow money in anticipation of future payments from highway fund; require as provided in the local government public notice act. Amends sec. 2 of 1952 PA 175 (MCL 247.702).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5772 of 2014,House Bill,Land use; land division; public notice of filing of assessor's plat; revise to reference the local government public notice act. Amends sec. 209 of 1967 PA 288 (MCL 560.209).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014
HB 5773 of 2014,House Bill,"Taxation; utility users; public notice for rules relating to the city utility users tax; revise to make reference to the local government public notice act. Amends sec. 5, ch. 2 of 1990 PA 100 (MCL 141.1165).  TIE BAR WITH: HB 5560'14Last Action: printed bill filed 09/10/2014"
HB 5774 of 2014,House Bill,Environmental protection; landfills; disposal of radioactive fracking waste in landfills; prohibit. Amends sec. 11514 of 1994 PA 451 (MCL 324.11514) & adds sec. 11105a.Last Action: printed bill filed 09/10/2014
HB 5775 of 2014,House Bill,Children; foster care; foster child identification theft protection act; create. Creates new act.Last Action: printed bill filed 09/10/2014
HB 5776 of 2014,House Bill,Law enforcement; training; training and policy regarding nonlethal options for handling dog behavior while in the line of duty; provide for. Amends 1965 PA 203 (MCL 28.601 - 28.616) by adding sec. 9e.Last Action: printed bill filed 09/10/2014
HB 5777 of 2014,House Bill,Property tax; exemptions; exemption for property housing elderly or disabled families; provide retroactive approval under certain circumstances. Amends sec. 7d of 1893 PA 206 (MCL 211.7d).Last Action: printed bill filed 09/10/2014
HB 5778 of 2014,House Bill,Education; curriculum; genocide education; provide for. Amends secs. 1278 & 1279g of 1976 PA 451 (MCL 380.1278 & 380.1279g) & adds sec. 1168.Last Action: notice given to discharge committee
HB 5779 of 2014,House Bill,Traffic control; accidents; samples used for chemical analysis; expand to include urine. Amends secs. 625a & 625c of 1949 PA 300 (MCL 257.625a & 257.625c).Last Action: printed bill filed 09/10/2014
HB 5780 of 2014,House Bill,Crimes; forgery; offering a false document for recording; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 248c.Last Action: printed bill filed 09/10/2014
HB 5781 of 2014 (PA 397 of 2014),House Bill,Legislature; rules; provision related to authorization for the administration of oath of office; modify. Amends sec. 4 of 1846 RS 2 (MCL 4.84) & repeals sec. 6 of 1877 PA 67 (MCL 4.46).Last Action: assigned PA 397'14 with immediate effect
HB 5782 of 2014,House Bill,"School aid; foundation allowance; per-pupil funding formula and certain categorical payments; revise. Amends secs. 20, 22b, 22c & 147d of 1979 PA 94 (MCL 388.1620 et seq.).Last Action: printed bill filed 09/10/2014"
HB 5783 of 2014,House Bill,Worker's compensation; definitions; employee; modify to create religious exemption. Amends sec. 161 of 1969 PA 317 (MCL 418.161).Last Action: printed bill filed 09/10/2014
HB 5784 of 2014,House Bill,"Legislature; rules; certain publications of the legislative service bureau; modify requirements. Amends secs. 1, 2, 24, 25, 30 & 32 of 1899 PA 44 (MCL 24.1 et seq.) & repeals secs. 5 & 37 of 1899 PA 44 (MCL 24.5 & 24.37).Last Action: printed bill filed 09/10/2014"
HB 5785 of 2014 (PA 352 of 2014),House Bill,"Criminal procedure; sentencing; permissible costs; revise. Amends sec. 1k, ch. IX of 1927 PA 175 (MCL 769.1k).Last Action: assigned PA 352'14 with immediate effect"
HB 5786 of 2014,House Bill,Education; attendance; mandatory enrollment in kindergarten and full-day kindergarten; provide for and revise age of attendance requirement. Amends secs. 1147 & 1561 of 1976 PA 451 (MCL 380.1147 & 380.1561).Last Action: printed bill filed 09/11/2014
HB 5787 of 2014,House Bill,Elections; registration; resident address on driver license or personal identification card different from resident address on qualified voter file; permit. Amends sec. 509o of 1954 PA 116 (MCL 168.509o).  TIE BAR WITH: HB 5788'14Last Action: printed bill filed 09/11/2014
HB 5788 of 2014,House Bill,Traffic control; driver license; resident address on driver license or personal identification card different from resident address on qualified voter file; permit. Amends secs. 307 & 315 of 1949 PA 300 (MCL 257.307 & 257.315).  TIE BAR WITH: HB 5787'14Last Action: printed bill filed 09/11/2014
HB 5789 of 2014,House Bill,"Elections; registration; same-day voter registration; allow. Amends secs. 491, 497 & 497a of 1954 PA 116 (MCL 168.491 et seq.) & adds sec. 499e.Last Action: printed bill filed 09/11/2014"
HB 5790 of 2014,House Bill,Housing; landlord and tenants; voter registration information for tenants; require owner to provide upon occupancy. Amends title & sec. 16 of 1972 PA 348 (MCL 554.616).Last Action: printed bill filed 09/11/2014
HB 5791 of 2014,House Bill,Vehicles; fund-raising registration plates; fund-raising plate for Van Andel institute; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 811z.Last Action: printed bill filed 09/11/2014
HB 5792 of 2014,House Bill,"Insurance; insurers; notice of divesting or acquiring controlling interest in an insurer; require. Amends secs. 102, 1301, 1311, 1312, 1315, 1325, 1333, 1341, 1343, 1351, 1355 & 1371 of 1956 PA 218 (MCL 500.102 et seq.) & adds secs. 1325a & 1357.Last Action: laid over one day under the rules"
HB 5793 of 2014 (PA 293 of 2014),House Bill,Education; graduation requirements; requirements for high school diploma; clarify foreign language Michigan merit standard curriculum requirement. Amends sec. 1278a of 1976 PA 451 (MCL 380.1278a).Last Action: assigned PA 293'14 with immediate effect
HB 5794 of 2014 (PA 431 of 2014),House Bill,"Civil procedure; foreclosure; property inspections during redemption period; correct procedural requirement, and harmonize redemption period for certain abandoned property. Amends secs. 3238, 3240 & 3241a of 1961 PA 236 (MCL 600.3238 et seq.).Last Action: assigned PA 431'14 with immediate effect   2014 ADDENDA"
HB 5795 of 2014 (PA 432 of 2014),House Bill,Civil procedure; foreclosure; eligibility for right to redeem property; require interest to be recorded. Amends sec. 3140 of 1961 PA 236 (MCL 600.3140).Last Action: assigned PA 432'14 with immediate effect   2014 ADDENDA
HB 5796 of 2014,House Bill,Individual income tax; deductions; pension tax and personal exemption; eliminate restrictions and increase. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: printed bill filed 09/11/2014
HB 5797 of 2014,House Bill,Labor; fair employment practices; reproductive health coverage information act; create. Creates new act.Last Action: printed bill filed 09/17/2014
HB 5798 of 2014 (PA 353 of 2014),House Bill,"Liquor; beer; definition of brewpub, fingerprinting requirements, conditional licenses, and brand logoed items; increase number of barrels and clarify. Amends secs. 105, 405, 525 & 609 of 1998 PA 58 (MCL 436.1105 et seq.).Last Action: assigned PA 353'14 with immediate effect"
HB 5799 of 2014,House Bill,Construction; public buildings; bid specifications for certain construction contracts with public agencies; require to indicate performance standards of materials. Amends sec. 2 of 1980 PA 524 (MCL 125.1562).Last Action: printed bill filed 09/17/2014
HB 5800 of 2014,House Bill,Education; school districts; certain construction contract bid specifications; require. Amends sec. 1267 of 1976 PA 451 (MCL 380.1267).Last Action: printed bill filed 09/17/2014
HB 5801 of 2014,House Bill,Health; smoking; smoking ban; exclude war veterans' organizations. Amends secs. 12601 & 12905 of 1978 PA 368 (MCL 333.12601 & 333.12905).Last Action: printed bill filed 09/17/2014
HB 5802 of 2014,House Bill,Housing; homeless; interagency council on homelessness; create. Creates new act.Last Action: printed bill filed 09/17/2014
HB 5803 of 2014,House Bill,Human services; services or financial assistance; operation of energy crisis assistance programs; extend. Amends sec. 4 of 2012 PA 615 (MCL 400.1234).Last Action: printed bill filed 09/17/2014
HB 5804 of 2014,House Bill,"Civil rights; general discrimination; sexual orientation and gender identity or expression; include as categories protected under the Elliott-Larsen civil rights act. Amends title & secs. 102, 103, 202, 203, 204, 205, 206, 207, 209, 302, 302a, 402, 502, 504, 505 & 506 of 1976 PA 453 (MCL 37.2102 et seq.).Last Action: printed bill filed 09/17/2014"
HB 5805 of 2014,House Bill,Use tax; credits and deductions; credit for a motor vehicle or recreational vehicle used as part payment; revise. Amends sec. 2 of 1937 PA 94 (MCL 205.92).Last Action: printed bill filed 09/17/2014
HB 5806 of 2014 (PA 485 of 2014),House Bill,Higher education; community colleges; term of installment contracts for energy conservation improvements allowed under statute; extend. Amends sec. 122 of 1966 PA 331 (MCL 389.122).Last Action: assigned PA 485'14 with immediate effect   2014 ADDENDA
HB 5807 of 2014,House Bill,Criminal procedure; other; default standard for mens rea in criminal statutes; establish. Amends 1846 RS 1 (MCL 8.1 - 8.8) by adding secs. 9 & 9a.Last Action: per Rule 41 referred to Committee on Criminal Justice
HB 5808 of 2014,House Bill,Civil rights; public records; local economic development corporations; subject to freedom of information act. Amends sec. 2 of 1976 PA 442 (MCL 15.232).Last Action: printed bill filed 09/17/2014
HB 5809 of 2014,House Bill,"Health; smoking; smoking in tobacco specialty retail stores; modify exemption of smoking prohibition to match cigar bars. Amends secs. 12601, 12603, 12606a & 12905 of 1978 PA 368 (MCL 333.12601 et seq.).Last Action: printed bill filed 09/17/2014"
HB 5810 of 2014,House Bill,Fire; other; use or sale of sky lanterns; prohibit. Amends secs. 2 & 12 of 2011 PA 256 (MCL 28.452 & 28.462).Last Action: printed bill filed 09/17/2014
HB 5811 of 2014,House Bill,Worker's compensation; definitions; religious organizations subject to worker's compensation laws; clarify under certain circumstances. Amends sec. 115 of 1969 PA 317 (MCL 418.115).Last Action: printed bill filed 09/17/2014
HB 5812 of 2014 (PA 569 of 2014),House Bill,Property; conveyances; electronic recording commission; modify meeting requirements. Amends sec. 5 of 2010 PA 123 (MCL 565.845).Last Action: assigned PA 569'14 with immediate effect   2014 ADDENDA
HB 5813 of 2014,House Bill,"Higher education; community colleges; annexation by community college district; revise criteria. Amends secs. 11, 21, 31, 34, 34a, 41, 51, 52, 54, 61, 82, 85 & 111 of 1966 PA 331 (MCL 389.11 et seq.).Last Action: printed bill filed 09/17/2014"
HB 5814 of 2014,House Bill,Property; conveyances; sale of state property located in Gratiot county; allow. Creates new act.Last Action: printed bill filed 09/17/2014
HB 5815 of 2014,House Bill,"Children; adoption; grounds for termination of parental rights; clarify under certain circumstances. Amends sec. 51, ch. X of 1939 PA 288 (MCL 710.51).Last Action: printed bill filed 09/18/2014"
HB 5816 of 2014,House Bill,Individual income tax; deductions; deduction for dependent children younger than 7 years of age; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: printed bill filed 09/18/2014
HB 5817 of 2014,House Bill,Individual income tax; credit; credit for expenditures by certain school teachers for certain supplies; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 277.Last Action: printed bill filed 09/18/2014
HB 5818 of 2014,House Bill,Natural resources; hunting; requirement for 150-yard safe zone for discharge of a firearm or other hunting device around dwellings; exempt certain activities. Amends sec. 40111 of 1994 PA 451 (MCL 324.40111).Last Action: printed bill filed 09/18/2014
HB 5819 of 2014,House Bill,Courts; juries; names and addresses of taxpayers; allow to be given to jury boards for purposes of selecting juror pools. Amends sec. 28 of 1941 PA 122 (MCL 205.28).  TIE BAR WITH: HB 5820'14Last Action: printed bill filed 09/18/2014
HB 5820 of 2014,House Bill,"Courts; juries; jury pool selection process; revise. Amends secs. 1304, 1312 & 1321 of 1961 PA 236 (MCL 600.1304 et seq.) & adds secs. 1301c, 1310a & 1310b.  TIE BAR WITH: HB 5819'14Last Action: printed bill filed 09/18/2014"
HB 5821 of 2014,House Bill,State; symbol; official state poem; adopt. Creates new act.Last Action: printed bill filed 09/18/2014
HB 5822 of 2014,House Bill,Records; public; transcripts and abstracts of records act; clarify fee for electronic copies. Amends sec. 1 of 1895 PA 161 (MCL 48.101).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS
HB 5823 of 2014,House Bill,Insurance; insurers; procedures for own risk and solvency assessment; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding ch. 17.  TIE BAR WITH: HB 5792'14Last Action: laid over one day under the rules
HB 5824 of 2014,House Bill,Cities; home rule; repealing of unenforceable city ordinances; require. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding sec. 5k.Last Action: printed bill filed 09/19/2014
HB 5825 of 2014,House Bill,"Children; adoption; option to disclose identity of paternity in a private adoption; allow. Amends sec. 36, ch. X of 1939 PA 288 (MCL 710.36).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
HB 5826 of 2014,House Bill,Local government; financing; procurement process; modify. Amends 1968 PA 2 (MCL 141.421 - 141.440a) by adding sec. 3a.Last Action: printed bill filed 09/19/2014
HB 5827 of 2014,House Bill,Insurance; no-fault; catastrophic claims association; require association to keep money in financial institutions located in the United States. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).Last Action: printed bill filed 09/19/2014
HB 5828 of 2014,House Bill,"Occupations; security guards; certain training of security guards; provide requirements for classroom training. Amends 1980 PA 299 (MCL 339.101 - 339.2677) by adding sec. 1440.  TIE BAR WITH: HB 5829'14, SB 0983'14Last Action: printed bill filed 09/19/2014"
HB 5829 of 2014,House Bill,"Occupations; security guards; certain training of security guards; require. Amends 1980 PA 299 (MCL 339.101 - 339.2677) by adding sec. 1439.  TIE BAR WITH: HB 5828'14, SB 0983'14Last Action: printed bill filed 09/19/2014"
HB 5830 of 2014,House Bill,Law enforcement; other; protocols that require law enforcement officers to carry opioid antagonists and requirement for law enforcement training; provide for. Creates new act.Last Action: printed bill filed 09/19/2014
HB 5831 of 2014,House Bill,Taxation; administration; disclosure of certain tax-exempt property; provide for. Amends sec. 28 of 1941 PA 122 (MCL 205.28).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 5832 of 2014,House Bill,Economic development; economic development corporations; certain funds of the Michigan strategic fund; require to be appropriated. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 15.Last Action: printed bill filed 09/19/2014
HB 5833 of 2014,House Bill,"Law enforcement; law enforcement information network (LEIN); county with a population of 1,000,000 or more that has adopted optional unified form of county government; establish same rules and regulations as LEIN system. Amends 1851 PA 156 (MCL 46.1 - 46.32) by adding sec. 11e.Last Action: printed bill filed 09/19/2014"
HB 5834 of 2014,House Bill,"Natural resources; gas and oil; drilling oil and gas wells in cities or townships with a population of 20,000 or more; prohibit except in certain circumstances. Amends sec. 61506b of 1994 PA 451 (MCL 324.61506b).  TIE BAR WITH: SB 1026'14Last Action: printed bill filed 09/19/2014"
HB 5835 of 2014,House Bill,"Occupations; business licensing and regulation; statewide database of transactions by precious metal and gem dealers; create, and require participation. Amends secs. 4 & 8 of 1981 PA 95 (MCL 445.484 & 445.488) & adds sec. 4a.  TIE BAR WITH: HB 5836'14, HB 5837'14Last Action: printed bill filed 09/19/2014"
HB 5836 of 2014,House Bill,"Occupations; junk and secondhand dealers; statewide database of transactions; create, and require participation. Amends secs. 4, 5 & 8 of 1917 PA 350 (MCL 445.404 et seq.) & adds sec. 4a.  TIE BAR WITH: HB 5835'14, HB 5837'14Last Action: printed bill filed 09/19/2014"
HB 5837 of 2014,House Bill,"Occupations; pawnbrokers; statewide electronic database of pawned items and certain other items of personal property; provide for, and make general revisions to licensing statute. Amends title & secs. 1, 2, 3, 5, 6 & 18 of 1917 PA 273 (MCL 446.201 et seq.).  TIE BAR WITH: HB 5835'14, HB 5836'14Last Action: printed bill filed 09/19/2014"
HB 5838 of 2014,House Bill,Property tax; exemptions; real property of a sportsmen club that dedicates its facilities for charitable purposes for a certain period of time each tax year; exempt. Amends sec. 7o of 1893 PA 206 (MCL 211.7o).Last Action: printed bill filed 09/24/2014
HB 5839 of 2014 (PA 410 of 2014),House Bill,"Health; occupations; permanent revocation; define. Amends sec. 16107 of 1978 PA 368 (MCL 333.16107).  TIE BAR WITH: HB 5840'14, HB 5841'14, HB 5842'14Last Action: assigned PA 410'14 with immediate effect   2014 ADDENDA"
HB 5840 of 2014 (PA 411 of 2014),House Bill,"Health; occupations; grounds for disciplinary subcommittee action; include certain assault, murder, and manslaughter convictions. Amends sec. 16221 of 1978 PA 368 (MCL 333.16221).  TIE BAR WITH: HB 5839'14, HB 5841'14, HB 5842'14Last Action: assigned PA 411'14 with immediate effect   2014 ADDENDA"
HB 5841 of 2014 (PA 412 of 2014),House Bill,"Health; occupations; intentional acts by a licensee and registrant resulting in his or her financial gain and harm to patients; allow disciplinary subcommittee to impose sanction of permanent revocation. Amends sec. 16226 of 1978 PA 368 (MCL 333.16226).  TIE BAR WITH: HB 5839'14, HB 5840'14, HB 5842'14Last Action: assigned PA 412'14 with immediate effect   2014 ADDENDA"
HB 5842 of 2014 (PA 413 of 2014),House Bill,"Vehicles; emergency vehicles; reinstatement of or limitation on a permanently revoked license or registration; prohibit, provide part-time ambulance service licensure for advanced life support under certain circumstances, limit membership of occupation boards and task forces, and clarify licensure of pharmacy technicians and designation of pharmacist in charge. Amends secs. 16135, 16216, 16245, 16247, 16248, 16249, 17711, 17748, 17768, 20920 & 20921 of 1978 PA 368 (MCL 333.16135 et seq.); adds secs. 16245a & 20921a & repeals sec. 20921a of 1978 PA 368 (MCL 333.20921a).  TIE BAR WITH: HB 5839'14, HB 5840'14, HB 5841'14Last Action: assigned PA 413'14 with immediate effect   2014 ADDENDA"
HB 5843 of 2014,House Bill,Legislature; other; distribution of state flags to eligible legislators' survivors; allow. Creates new act.Last Action: printed bill filed 09/24/2014
HB 5844 of 2014,House Bill,Natural resources; endangered species; American lotus; eliminate from protected species lists. Amends secs. 36503 & 52901 of 1994 PA 451 (MCL 324.36503 & 324.52901).Last Action: printed bill filed 09/24/2014
HB 5845 of 2014,House Bill,School aid; foundation allowance; per pupil allocation for cyber schools; reduce by 2/3 beginning in 2014-2015. Amends sec. 20 of 1979 PA 94 (MCL 388.1620).Last Action: printed bill filed 09/24/2014
HB 5846 of 2014,House Bill,Labor; public service labor disputes; public employer discretion in posting certain information in the workplace; clarify. Amends sec. 10 of 1947 PA 336 (MCL 423.210).Last Action: printed bill filed 09/24/2014
HB 5847 of 2014,House Bill,Labor; fair employment practices; employer discretion as to posting names of employees who are not union members; clarify. Amends sec. 16 of 1939 PA 176 (MCL 423.16).Last Action: printed bill filed 09/24/2014
HB 5848 of 2014,House Bill,School aid; foundation allowance; per-pupil funding formula for consolidated or annexed districts; increase. Amends sec. 20 of 1979 PA 94 (MCL 388.1620).Last Action: printed bill filed 09/24/2014
HB 5849 of 2014,House Bill,"Children; protection; children's assurance of quality foster care policy; create. Amends sec. 3 of 1994 PA 203 (MCL 722.953) & adds sec. 8b.  TIE BAR WITH: HB 5850'14, HB 5851'14Last Action: printed bill filed 09/24/2014"
HB 5850 of 2014,House Bill,"Children; foster care; specific policy for foster children; create. Amends 1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 8c.  TIE BAR WITH: HB 5849'14, HB 5851'14Last Action: printed bill filed 09/24/2014"
HB 5851 of 2014,House Bill,"Children; foster care; information regarding the foster children's assurance of quality foster care policy; require the department of human services to provide to foster children. Amends 1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 8d.  TIE BAR WITH: HB 5849'14, HB 5850'14Last Action: printed bill filed 09/24/2014"
HB 5852 of 2014,House Bill,"Education; public school academies; restrictions on issuing contracts for any new charter schools or approving any new charter school campuses; provide for. Amends secs. 502, 503, 504, 522, 524, 552, 553, 556 & 1311d of 1976 PA 451 (MCL 380.502 et seq.) & adds secs. 502b, 522b, 552b & 1311n.Last Action: printed bill filed 09/24/2014"
HB 5853 of 2014,House Bill,Public employees and officers; state; office of state poet laureate; create. Creates new act.Last Action: printed bill filed 09/24/2014
HB 5854 of 2014,House Bill,"Insurance; no-fault; assigned claims; modify various provisions relating to. Amends secs. 102, 3101a, 3171, 3172, 3173, 3173a, 3174, 3175, 3177 & 3178 of 1956 PA 218 (MCL 500.102 et seq.).Last Action: placed on third reading"
HB 5855 of 2014,House Bill,Elections; election officials; precinct inspectors tallying precinct delegate ballots separately; change from mandatory to permissive. Amends sec. 761a of 1954 PA 116 (MCL 168.761a).Last Action: printed bill filed 09/24/2014
HB 5856 of 2014,House Bill,"Economic development; other; downtown development authorities reporting and oversight; modify. Amends secs. 1, 1a, 5, 7, 8, 15, 17, 18 & 31 of 1975 PA 197 (MCL 125.1651 et. seq.) & repeals (See bill).Last Action: printed bill filed 09/24/2014"
HB 5857 of 2014,House Bill,"Civil rights; sex discrimination and harassment; ethnic intimidation; expand to include intimidation or hate crimes based on age, physical disability, sexual orientation, and gender identity or expression. Amends sec. 147b of 1931 PA 328 (MCL 750.147b).Last Action: printed bill filed 09/25/2014"
HB 5858 of 2014,House Bill,Insurance; health; abortion coverage; require insurers and health maintenance organizations to offer through optional rider. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406t.Last Action: printed bill filed 10/01/2014
HB 5859 of 2014,House Bill,"Natural resources; sand dunes; permits; place burden of proof on applicant, and allow local ordinances to be more protective than state law. Amends secs. 35301, 35302, 35304, 35308, 35312, 35313, 35316, 35317 & 35321 of 1994 PA 451 (MCL 324.35301 et seq.) & repeals sec. 35311a of 1994 PA 451 (MCL 324.35311a).Last Action: printed bill filed 10/01/2014"
HB 5860 of 2014 (PA 433 of 2014),House Bill,Occupations; appraisers; qualification criteria for appraisers; provide for establishment by rule. Amends secs. 2601 & 2605 of 1980 PA 299 (MCL 339.2601 & 339.2605).Last Action: assigned PA 433'14 with immediate effect   2014 ADDENDA
HB 5861 of 2014,House Bill,"Appropriations; supplemental; year-round school district pilot program; create, and provide funding from the Michigan strategic fund. Creates appropriation act.Last Action: printed bill filed 10/01/2014"
HB 5862 of 2014 (PA 509 of 2014),House Bill,"Insurance; property and casualty; fire insurance withholding maximum escrow; increase, and allow a city, village, or township to use money in escrow to demolish property under certain conditions. Amends secs. 102, 2227 & 2845 of 1956 PA 218 (MCL 500.102 et seq.).Last Action: assigned PA 509'14 with immediate effect   2014 ADDENDA"
HB 5863 of 2014,House Bill,Law enforcement; other; license plate scanners; authorize use under certain circumstances. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 822.Last Action: printed bill filed 10/01/2014
HB 5864 of 2014,House Bill,"Highways; construction and repair; distribution of money from Michigan transportation fund to counties, cities, and villages; modify. Amends secs. 10a, 12, 12b, 13 & 14 of 1951 PA 51 (MCL 247.660a et seq.).Last Action: printed bill filed 10/01/2014"
HB 5865 of 2014,House Bill,Public utilities; consumer services; shutoff protections; expand to additional customers. Amends secs. 9r & 10t of 1939 PA 3 (MCL 460.9r & 460.10t).Last Action: printed bill filed 10/01/2014
HB 5866 of 2014,House Bill,School aid; categoricals; reimbursement for costs of identifying gifted and talented pupils; provide for. Amends sec. 11 of 1979 PA 94 (MCL 388.1611) & adds sec. 59.Last Action: printed bill filed 10/01/2014
HB 5867 of 2014,House Bill,"Traffic control; pedestrians; definition of motor vehicle; exclude motorized wheelchair or other power-driven mobility devices used by disabled individuals, and include disabled individuals using wheelchairs or other mobility devices in definition of pedestrian. Amends secs. 33 & 39 of 1949 PA 300 (MCL 257.33 & 257.39).Last Action: printed bill filed 10/01/2014"
HB 5868 of 2014 (PA 570 of 2014),House Bill,"Libraries; district; continuation of district library; provide for in the case of disincorporation, annexation, consolidation, or merger of 2 or more participating municipalities and provide for transfer of certain portions of district library districts. Amends sec. 3 of 1989 PA 24 (MCL 397.173) & adds secs. 3c & 3d.Last Action: assigned PA 570'14 with immediate effect   2014 ADDENDA"
HB 5869 of 2014,House Bill,Property; leases; provision in lease to waive right to a jury trial; allow. Amends sec. 3 of 1978 PA 454 (MCL 554.633).Last Action: printed bill filed 10/02/2014
HB 5870 of 2014,House Bill,Law enforcement; other; search warrant or consent to be obtained before using a handheld biometric device to identify any individual; require. Amends 1966 PA 189 (MCL 780.651 - 780.659) by adding sec. 2b.Last Action: printed bill filed 10/02/2014
