Document,Type,Description
HR 0271 of 2008,House Resolution,A resolution commemorating March 2008 as Social Work Month in the state of Michigan.Last Action: adopted
HR 0272 of 2008,House Resolution,A resolution commemorating the 2008 Legislative Build.Last Action: adopted
HR 0273 of 2008,House Resolution,"A resolution to memorialize the United States Congress to acknowledge that the neurological disorder known as Parkinson's disease can be caused by exposure to Agent Orange and to require that the United States Department of Veterans Affairs offer assistance to U.S. Military members who, while serving their country, have acquired Parkinson's disease through their exposure to Agent Orange.

Last Action: adopted"
HR 0274 of 2008,House Resolution,"A resolution to memorialize Congress and the President of the United States to expedite the withdrawal of American troops from Iraq and to redirect resources to the protection of the country and our national economy.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0275 of 2008,House Resolution,A resolution commemorating the 63rd anniversary of the Battle of Iwo Jima.Last Action: adopted
HR 0276 of 2008,House Resolution,"A resolution to encourage Michigan’s public schools to participate in Junior Achievement programs.

Last Action: adopted"
HR 0277 of 2008,House Resolution,"A resolution to express Michigan's support for the right to bear arms prescribed by the Second Amendment of the United States Constitution and to encourage the United States Supreme Court to rule that any infringement on this right should be subject to the highest level of constitutional scrutiny.

Last Action: referred to Committee on Judiciary"
HR 0278 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to allocate funding to the states for mortgage counseling services to reduce rates of housing foreclosures.

Last Action: referred to Committee on Banking and Financial Services"
HR 0279 of 2008,House Resolution,"A resolution to memorialize the United States Congress to enact legislation to prohibit paperless ballots.

Last Action: referred to Committee on Ethics and Elections"
HR 0280 of 2008,House Resolution,"A resolution to memorialize the Congress and the President of the United States to support the humanitarian effort, being led by Venezuelan President Chavez at the behest of the families, to free three kidnapped Americans, Marc Gonsalves, Thomas Howes, and Keith Stansell, captured in Colombia.

Last Action: referred to Committee on Government Operations"
HR 0281 of 2008,House Resolution,"A resolution to memorialize the United States Congress to reauthorize the DNA backlog program.

Last Action: adopted"
HR 0282 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to reject the President's recommended budget cuts to federal programs that restore and protect the quality of the Great Lakes.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0283 of 2008,House Resolution,"A resolution declaring February 20, 2008, as Digital Transition Day in the state of Michigan.Last Action: adopted"
HR 0284 of 2008,House Resolution,"A resolution to urge the Congress of the United States to appoint an independent counsel to investigate the Prisoner of War - Missing in Action issue.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0285 of 2008,House Resolution,"A resolution to encourage the Office of Financial and Insurance Regulations to work cooperatively with all stakeholders to facilitate the offering of insurance discounts for alternative energy vehicles in Michigan.

Last Action: adopted"
HR 0286 of 2008,House Resolution,A resolution to commemorate the 50th anniversary of the Detroit Pistons franchise.Last Action: adopted
HR 0287 of 2008,House Resolution,"A resolution proclaiming February 28, 2008, as Reps Read Across Michigan Day 2008.Last Action: adopted"
HR 0288 of 2008,House Resolution,A resolution recognizing March 2008 as Reading Month in the state of Michigan.Last Action: adopted
HR 0289 of 2008,House Resolution,A resolution to honor the life of Douglas A. Fraser.Last Action: adopted
HR 0290 of 2008,House Resolution,A resolution commemorating March 2008 as Parenting Awareness Month in the state of Michigan.Last Action: adopted
HR 0291 of 2008,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.

Last Action: adopted"
HR 0292 of 2008,House Resolution,"A resolution commerating the 100th anniversary of the Alpha Kappa Alpha Sorority, Inc.Last Action: adopted"
HR 0293 of 2008,House Resolution,"A resolution to urge Ohio, Wisconsin, and Pennsylvania to enact the Great Lakes-St. Lawrence River Basin Water Resources Compact without changes.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0294 of 2008,House Resolution,"A resolution to urge the Great Lakes states to reject changes to the Great Lakes-St. Lawrence River Basin Water Resources Compact and enact it as presented in December 2005.

Last Action: adopted"
HR 0295 of 2008,House Resolution,"A resolution  designating March 1st through 7th, 2008, as Michigan Weights and Measures Week.Last Action: adopted"
HR 0296 of 2008,House Resolution,"A resolution to memorialize the Congress and the President of the United States to enact the Breast Cancer Patient Protection Act.

Last Action: adopted"
HR 0297 of 2008,House Resolution,"A resolution to express support for the construction of a replacement rail tunnel between Detroit and Windsor.

Last Action: adopted"
HR 0298 of 2008,House Resolution,A resolution congratulating William Beaumont Hospital on being named one of America's 50 Best Hospitals.Last Action: adopted
HR 0299 of 2008,House Resolution,"A resolution to urge universities and K-12 schools to warn children and young adults about the dangers of prescription and over-the-counter drugs, to encourage physicians and pharmacists to alert parents to the inherent dangers of these drugs, and to encourage parents to keep these medications out of their children's reach.

Last Action: adopted"
HR 0300 of 2008,House Resolution,"A resolution to oppose the expenditure of public funds to repeat any element of the 2008 Michigan presidential primary.

Last Action: referred to Committee on Ethics and Elections"
HR 0301 of 2008,House Resolution,A resolution honoring the East Lansing Boys Tennis Team for winning the MHSAA state championship.Last Action: adopted
HR 0302 of 2008,House Resolution,"A resolution to encourage Michigan animal shelters and pounds to adopt a ""no-kill"" philosophy in dealing with homeless pets.

Last Action: referred to Committee on Agriculture"
HR 0303 of 2008,House Resolution,"A resolution to call upon the Mackinac Bridge Authority to implement the Michigan Forest Products Council's proposed discount rate for high-volume commercial users.

Last Action: adopted"
HR 0304 of 2008,House Resolution,"A resolution to oppose the expenditure of any public funds for the purpose of clarifying or repeating any portion of the results of the Michigan presidential primary election conducted on January 15, 2008.

Last Action:  Roll Call # 198 Yeas 108 Nays 0"
HR 0305 of 2008,House Resolution,A resolution commemorating May 2008 as Motorcycle Safety Awareness Month in the state of Michigan.Last Action: adopted
HR 0306 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to pass and the President to sign the Foreclosure Prevention Act of 2008.

Last Action: adopted"
HR 0307 of 2008,House Resolution,"A resolution to express support for bipartisan efforts to ensure access to health care and financial security for all Americans.

Last Action: adopted"
HR 0308 of 2008,House Resolution,A resolution recognizing the 40th anniversary of the Michigan Association of Homes and Services for the Aging.Last Action: adopted
HR 0309 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact strong legislation to end the flow of new aquatic invasive species into the Great Lakes from ballast water.

Last Action: laid over one day under the rules"
HR 0310 of 2008,House Resolution,"A resolution to memorialize the United States Congress to enact the Youth Prison Reduction through Opportunities, Mentoring, Intervention, Support, and Education Act, the Youth PROMISE Act.

Last Action: adopted"
HR 0311 of 2008,House Resolution,A resolution to recognize and declare the third week of March 2008 as Carbon Monoxide Awareness Week.Last Action: adopted
HR 0312 of 2008,House Resolution,"A resolution proclaiming March 26, 2008, as Support Our Troops Day in the state of Michigan.Last Action: adopted"
HR 0313 of 2008,House Resolution,"A resolution to urge revision of the proposed 2008 Executive Budget so that any money realized from financing of state bonds is spread among all schools on a per-pupil basis and not to a limited number of schools participating in a Small Schools Program.

Last Action: referred to Committee on Oversight and Investigations"
HR 0314 of 2008,House Resolution,"A resolution designating March 26, 2008, as Support our Troops and their Families Day in the state of Michigan.Last Action: adopted"
HR 0315 of 2008,House Resolution,A resolution recognizing April 2008 as Child Abuse and Neglect Prevention Month in the state of Michigan.Last Action: adopted
HR 0316 of 2008,House Resolution,"A resolution recognizing April 8, 2008 as Child Abuse Awareness Day in the state of Michigan.Last Action: adopted"
HR 0317 of 2008,House Resolution,"A resolution marking the 63rd anniversary of the end of the Holocaust, and declaring April 18, 2008, as Holocaust Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0318 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to extend a freeze on active mortgage foreclosures in Michigan.

Last Action: referred to Committee on Banking and Financial Services"
HR 0319 of 2008,House Resolution,A resolution declaring Whitefish Point the Cranberry Capital of the state of Michigan.Last Action: adopted
HR 0320 of 2008,House Resolution,A resolution commemorating May 2008 as Children's Mental Health Month in the state of Michigan.Last Action: adopted
HR 0321 of 2008,House Resolution,"A resolution to memorialize the United States Congress to include funding for the Department of Defense Neurofibromatosis Research Program in the Fiscal Year 2009 defense appropriations bill.

Last Action: referred to Committee on Health Policy"
HR 0322 of 2008,House Resolution,"A resolution commemorating April 6-12, 2008, as Land Surveyors Week in the state of MichiganLast Action: adopted"
HR 0323 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to balance the budget.

Last Action: notice given to discharge committee"
HR 0324 of 2008,House Resolution,A resolution to recognize and honor the Michigan inductees into the Naismith Memorial Basketball Hall of Fame Class of 2008.Last Action: adopted
HR 0325 of 2008,House Resolution,"A resolution designating April 15, 2008, as Community College Day in the state of Michigan.Last Action: adopted"
HR 0326 of 2008,House Resolution,"A resolution designating April 20-27, 2008, as Land Preservation Week in the state of Michigan.Last Action: adopted"
HR 0327 of 2008,House Resolution,"A resolution observing April 16, 2008, as Michigan Kidney Disease and Diabetes Awareness Day.Last Action: adopted"
HR 0328 of 2008,House Resolution,A resolution recognizing April 2008 as the Month of the Military Child in the state of Michigan.Last Action: adopted
HR 0329 of 2008,House Resolution,A resolution recognizing the 60th anniversary of the State of Israel.Last Action: adopted
HR 0330 of 2008,House Resolution,"A resolution recognizing the week of April 13-19, 2008, as National Library Week in the state of Michigan and congratulating the American Library Association on the occasion of the 50th anniversary of National Library Week.Last Action: adopted"
HR 0331 of 2008,House Resolution,A resolution proclaiming the week preceding Armed Forces Day 2008 as Armed Forces Appreciation Week in the state of Michigan.Last Action: adopted
HR 0332 of 2008,House Resolution,"A resolution to commemorate May 12, 2008, as Michigan Fibromyalgia Awareness Day.Last Action: adopted"
HR 0333 of 2008,House Resolution,"A resolution proclaiming May 10, 2008, as Human Rights Relay Day in Michigan.Last Action: referred to Committee on Oversight and Investigations"
HR 0334 of 2008,House Resolution,"A resolution to recognize the Michigan Home Health Association as they celebrate their 20th annual Legislative Day on Tuesday, April 22, 2008.Last Action: adopted"
HR 0335 of 2008,House Resolution,A resolution proclaiming May 2008 as Michigan Safe Digging MonthLast Action: adopted
HR 0336 of 2008,House Resolution,A resolution recognizing June 2008 as Professional Pest Management Month in the state of Michigan.Last Action: adopted
HR 0337 of 2008,House Resolution,"A resolution declaring the week of April 27, 2008, as White Cane Week throughout the state of Michigan.Last Action: adopted"
HR 0338 of 2008,House Resolution,A resolution recognizing the 10th annual Michigan Conference on Affordable Housing: Partners Building Communities.Last Action: adopted
HR 0339 of 2008,House Resolution,A resolution congratulating North Central Michigan College on its 50th anniversary.Last Action: adopted
HR 0340 of 2008,House Resolution,"A resolution to memorialize Congress to increase the funding emphasis on bus-oriented transit in the 2009 reauthorization of the Safe, Accountable, Flexible, Efficient, Transportation Equity Act: A Legacy for Users (SAFETEA-LU).

Last Action: laid over one day under the rules"
HR 0341 of 2008,House Resolution,"A resolution to urge President George W. Bush not to attend the opening ceremonies at the 2008 Summer Olympics in Beijing.

Last Action: referred to Committee on Government Operations"
HR 0342 of 2008,House Resolution,A resolution recognizing May 2008 as VSA Arts of Michigan Month.Last Action: adopted
HR 0343 of 2008,House Resolution,"A resolution recognizing May 1, 2008, as Law Day in the state of Michigan.Last Action: adopted"
HR 0344 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to permit drilling for oil and gas resources in the Arctic National Wildlife Refuge.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0345 of 2008,House Resolution,"A resolution to urge the United States Postal Service to reverse its decision to relocate certain mail processing services out of Detroit.

Last Action: referred to Committee on Government Operations"
HR 0346 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to appropriate funds to restore the breakwall at the Grand Marais Harbor.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0347 of 2008,House Resolution,"A resolution recognizing May 5-9, 2008, as Teacher Appreciation Week in the state of Michigan.Last Action: adopted"
HR 0348 of 2008,House Resolution,"A resolution recognizing May 6, 2008, as Teacher Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0349 of 2008,House Resolution,A resolution recognizing the 60th anniversary of the Epilepsy Foundation of Michigan.Last Action: adopted
HR 0350 of 2008,House Resolution,"A resolution to urge the Michigan Department of Agriculture and the Michigan Department of Environmental Quality to take whatever steps are necessary to help facilitate the expansion of the commercial cranberry industry in Michigan.

Last Action: adopted"
HR 0351 of 2008,House Resolution,"A resolution recognizing May 7, 2008, as ACES with Friends at the Capitol Day 2008.Last Action: adopted"
HR 0352 of 2008,House Resolution,A resolution recognizing May 2008 as National Physical Fitness and Sports Month in the state of Michigan.Last Action: adopted
HR 0353 of 2008,House Resolution,A resolution recognizing May 2008 as Relay For Life Month in the state of Michigan.Last Action: adopted
HR 0354 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Neighborhood Stabilization Act of 2008.

Last Action: referred to Committee on Banking and Financial Services"
HR 0355 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact the FHA Housing Stabilization and Homeownership Retention Act of 2008.

Last Action: referred to Committee on Banking and Financial Services"
HR 0356 of 2008,House Resolution,"A resolution recognizing the week of May 14, 2008, as Transportation Week in the state of Michigan.Last Action: adopted"
HR 0357 of 2008,House Resolution,"A resolution proclaiming May 2008 as National Foster Care Month in the state of Michigan.
Last Action: adopted"
HR 0358 of 2008,House Resolution,"A resolution to express the sense of the House that recalls should be based on specific misconduct, criminal activity, or abuse of office and should not be based on a single vote and to denounce the effort to recall Speaker Andy Dillon.

Last Action: postponed temporarily"
HR 0359 of 2008,House Resolution,"A resolution to urge the Michigan Capitol Committee to recommend that a room be set aside in the Capitol to be used as a chapel available to those of all faiths and denominations.

Last Action: referred to Committee on Oversight and Investigations"
HR 0360 of 2008,House Resolution,A resolution declaring May 2008 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: adopted
HR 0361 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact the National Affordable Housing Trust Fund Act.

Last Action: referred to Committee on Banking and Financial Services"
HR 0362 of 2008,House Resolution,"A resolution to urge the governor to remove Detroit Mayor Kwame Kilpatrick from office, pursuant to Article 5, Section 10, of the Michigan Constitution.

Last Action: referred to Committee on Oversight and Investigations"
HR 0363 of 2008,House Resolution,"A resolution commemorating the 50th anniversary of the Hush Puppies shoe brand with its headquarters located in Rockford, MichiganLast Action: adopted"
HR 0364 of 2008,House Resolution,"A resolution commemorating May 18-24, 2008, as Emergency Medical Services Week in the state of Michigan.Last Action: adopted"
HR 0365 of 2008,House Resolution,A resolution to commemorate the Michigan Optometric Society on the third anniversary of the InfantSEE program.Last Action: adopted
HR 0366 of 2008,House Resolution,"A resolution recognizing May 5-9, 2008, as National Charter Schools Week in the state of Michigan.Last Action: referred to Committee on Education"
HR 0367 of 2008,House Resolution,"A resolution recognizing May 17-23, 2008, as Michigan Week.Last Action: adopted"
HR 0368 of 2008,House Resolution,A resolution recognizing the 10th anniversary of The Legend of Sleeping Bear being named as the official children's book of the state of Michigan.Last Action: adopted
HR 0369 of 2008,House Resolution,"A resolution proclaiming may 15, 2008, as Peace Officers' Memorial Day in Michigan.Last Action: adopted"
HR 0370 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to reject the Colombia Free Trade Agreement.

Last Action: referred to Committee on Government Operations"
HR 0371 of 2008,House Resolution,"A resolution declaring July 12, 2008, as Cruisin' Michigan Day in the state of Michigan.Last Action: adopted"
HR 0372 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to pass, and President Bush to sign, the Post 9/11 Veterans Educational Assistance Act.

Last Action:  Roll Call # 432 Yeas 106 Nays 0"
HR 0373 of 2008,House Resolution,A resolution commemorating May 2008 as Asthma and Allergy Awareness Month in the state of Michigan.Last Action: adopted
HR 0374 of 2008,House Resolution,A resolution recognizing May 2008 as Hearing Loss Awareness Month in the state of Michigan.Last Action: adopted
HR 0375 of 2008,House Resolution,"A resolution to recognize May 22, 2008, as Arab and Chaldean American Heritage Day in the state of Michigan.Last Action: adopted"
HR 0376 of 2008,House Resolution,"A resolution to commemorate the 40th anniversary of the Michigan International Speedway on Thursday, May 22, 2008.Last Action: adopted"
HR 0377 of 2008,House Resolution,"A resolution to memorialize the President of the United States and the Congress to posthumously exonerate the Honorable Marcus Garvey.

Last Action: referred to Committee on Judiciary"
HR 0378 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States and the appropriate federal officials to take the steps necessary to reclassify marijuana from a schedule I to a schedule II drug.

Last Action: referred to Committee on Judiciary"
HR 0379 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to adopt new agricultural policies that maximize food production, and to call for the United States to withdraw from the World Trade Organization and the North American Free Trade Agreement and return to bilateral trade agreements.

Last Action: referred to Committee on Agriculture"
HR 0380 of 2008,House Resolution,"A resolution to memorialize Congress and the President to support the Growth Options for the 21st Century mission of increased freight rail capacity.

Last Action: adopted"
HR 0381 of 2008,House Resolution,"A resolution memorializing June 28, 2008, as Epilepsy Awareness Day in the state of Michigan.Last Action: adopted"
HR 0382 of 2008,House Resolution,"A resolution to establish May 28, 2008, as Border Patrol Agents Day in the state of Michigan.Last Action: adopted"
HR 0383 of 2008,House Resolution,"A resolution designating the first week in June 2008 as National River Cleanup Week in the state of Michigan.
Last Action: adopted"
HR 0384 of 2008,House Resolution,A resolution commemorating May 2008 as Bike Month in the state of Michigan.Last Action: adopted
HR 0385 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to reauthorize the Great Lakes Legacy Act.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0386 of 2008,House Resolution,A resolution congratulating St. Clair County Community College on its 85th anniversary.Last Action: adopted
HR 0387 of 2008,House Resolution,"A resolution offered as a memorial for Harry Alexander McDonald, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0388 of 2008,House Resolution,"A resolution declaring June 10, 2008, as Leader Dogs for the Blind Day in the state of Michigan and recognizing the contributions of Leader Dogs for the Blind.Last Action: adopted"
HR 0389 of 2008,House Resolution,"A resolution to recognize June 11, 2008, as Older Michiganians' Day, and honoring our state's population of older citizens.Last Action: adopted"
HR 0390 of 2008,House Resolution,"A resolution designating June 21, 2008, as Tuberous Sclerosis Awareness Day in the state of Michigan.Last Action: adopted"
HR 0391 of 2008,House Resolution,"A resolution to urge the Michigan Department of Natural Resources (DNR) to allow its law enforcement personnel to carry stun guns.

Last Action: referred to Committee on Tourism, Outdoor Recreation and Natural Resources"
HR 0392 of 2008,House Resolution,"A resolution to memorialize the United States Congress to enact legislation to amend the Internal Revenue Code of 1986 (relating to alcohol used as a fuel) by adding the ""Ethanol in TEOS Production Credit.""

Last Action: referred to Committee on Agriculture"
HR 0393 of 2008,House Resolution,"A resolution to encourage the U.S. Army Corps of Engineers to work cooperatively with property owners along the Great Lakes in their efforts to reasonably groom and maintain their beaches.

Last Action: adopted"
HR 0394 of 2008,House Resolution,A resolution declaring Paradise as the Wild Blueberry Capital of the state of Michigan.Last Action: adopted
HR 0395 of 2008,House Resolution,"A resolution to memorialize the United States Congress to do all it can to oppose construction in Ontario, Canada of a nuclear waste dump along the shores of Lake Huron and an oil refinery on the banks of the St. Clair River.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0396 of 2008,House Resolution,"A resolution to memorialize the United States Congress to take strong and immediate steps to address the impact rising gasoline prices have on consumers.

Last Action: laid over one day under the rules"
HR 0397 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to override the President's veto of the federal farm bill.

Last Action: referred to Committee on Agriculture"
HR 0398 of 2008,House Resolution,A resolution to honor the Detroit Red Wings for winning the 2008 Stanley Cup.Last Action: adopted
HR 0399 of 2008,House Resolution,A resolution recognizing July 2008 as Advanced Life Support Month in the state of Michigan.Last Action: adopted
HR 0400 of 2008,House Resolution,"A resolution memorializing the United States Congress to enact the Keeping Parents and Communities Engaged (Keeping PACE) Act.

Last Action: referred to Committee on Education"
HR 0401 of 2008,House Resolution,A resolution designating July 2008 as Michigan Craft Beer Month and commending the Michigan craft brewers.Last Action: adopted
HR 0402 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to lift the ban on new off-shore oil and gas drilling.

Last Action: referred to Committee on Energy and Technology"
HR 0403 of 2008,House Resolution,"A resolution to urge the state's public schools to work with Michigan's banking and financial institutions to increase financial literacy among our students.

Last Action: referred to Committee on Education"
HR 0404 of 2008,House Resolution,"A resolution to memorialize Congress to enact legislation to set a national speed limit.

Last Action: referred to Committee on Transportation"
HR 0405 of 2008,House Resolution,"A resolution to express the sense of the House that the sentence of life without parole for those under 18 should be abolished.

Last Action: adopted"
HR 0406 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Great Lakes-St. Lawrence River Basin Water Resources Compact.

Last Action: adopted"
HR 0407 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to maintain the funding for the Agricultural Research Service at Michigan State University.

Last Action: referred to Committee on Agriculture"
HR 0408 of 2008,House Resolution,"A resolution proclaiming the week of October 5 - 11, 2008, as Michigan Harvest for Michigan Kids Week.Last Action: adopted"
HR 0409 of 2008,House Resolution,"A resolution to urge the Michigan Department of Education and the Michigan Department of Agriculture to take various actions to promote local farm-to-school initiatives.

Last Action: adopted"
HR 0410 of 2008,House Resolution,"A resolution to memorialize Congress to enact the Broadcaster Freedom Act.

Last Action: referred to Committee on Energy and Technology"
HR 0411 of 2008,House Resolution,"A resolution to encourage Michigan's businesses and state agencies to adopt a compressed 4-day work week whenever possible.

Last Action: referred to Committee on Commerce"
HR 0412 of 2008,House Resolution,"A resolution to call on Michigan to implement a summer suspension of its taxes on gasoline.

Last Action: referred to Committee on Tax Policy"
HR 0413 of 2008,House Resolution,"A resolution to urge the Congress of the United States and the U.S. Department of Agriculture to continue to promote and prioritize the establishment of local farm-to-school initiatives.

Last Action: adopted"
HR 0414 of 2008,House Resolution,"A resolution to urge the President and Congress of the United States to boost federal funding for the Low Income Home Energy Assistance Program in anticipation of high heating costs this winter.

Last Action: referred to Committee on Energy and Technology"
HR 0415 of 2008,House Resolution,"A resolution to urge the Federal Crop Insurance Corporation to accept results from the falling number test in determining loss of wheat quality for crop insurance claims.

Last Action: adopted"
HR 0416 of 2008,House Resolution,"A resolution to affirm Michigan's sovereignty under the Tenth Amendment to the Constitution of the United States and to urge the federal government to halt its practice of imposing mandates upon the states for purposes not enumerated by the Constitution of the United States.

Last Action: referred to Committee on Government Operations"
HR 0417 of 2008,House Resolution,"A resolution of tribute offered as a memorial for Bela E. Kennedy, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0418 of 2008,House Resolution,"A resolution to raise awareness of the dangers of suicide to the citizens of Michigan by naming the week of September 7, 2008, Suicide Prevention Week in the state of MichiganLast Action: adopted"
HR 0419 of 2008,House Resolution,"A resolution to urge the United States Department of Defense and the United States Congress to support The Boeing Company's proposed refueling tanker aircraft in its bid for the KC-X tanker contest award.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0420 of 2008,House Resolution,"A resolution proclaiming the week of July 11, 2008, as Bosnia and Herzegovina Tribute Week in the state of Michigan.Last Action: adopted"
HR 0421 of 2008,House Resolution,"A resolution recognizing September 18, 2008, as Buy Fresh, Buy Local, Select Michigan Day in the state of Michigan.Last Action: adopted"
HR 0422 of 2008,House Resolution,"A resolution to memorialize Congress to reduce the price of traditional passports, by directly lowering the cost to consumers or by offering fully refundable federal income tax deductions to citizens who live in border states

Last Action: adopted"
HR 0423 of 2008,House Resolution,"A resolution to memorialize the United States Congress to close the Guantanamo Bay detention center.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0424 of 2008,House Resolution,A resolution declaring October 2008 as Michigan Rett Syndrome Awareness Month.Last Action: adopted
HR 0425 of 2008,House Resolution,A resolution declaring Strongs as the Black Bear Capital of the state of Michigan.Last Action: adopted
HR 0426 of 2008,House Resolution,"A resolution designating September 21 - 27, 2008, as Mitochondrial Disease Awareness Week in the state of Michigan.Last Action: adopted"
HR 0427 of 2008,House Resolution,A resolution proclaiming September 2008 as Life Insurance Awareness Month in the state of Michigan.Last Action: adopted
HR 0428 of 2008,House Resolution,A resolution declaring September 2008 as Brain Aneurysm Awareness Month in the state of Michigan.Last Action: adopted
HR 0429 of 2008,House Resolution,"A resolution declaring September 17, 2008, as Constitution Day in the state of Michigan.Last Action: adopted"
HR 0430 of 2008,House Resolution,A resolution commemorating the 125th anniversary of  Wolverine World Wide.Last Action: adopted
HR 0431 of 2008,House Resolution,A resolution to commemorate September 2008 as National Alcohol and Drug Addiction Recovery Month in the state of Michigan.Last Action: adopted
HR 0432 of 2008,House Resolution,A resolution to commemorate the General Motors Corporation on its 100th anniversary.Last Action: adopted
HR 0433 of 2008,House Resolution,"A resolution to memorialize Congress to enact the National Health Insurance Act.

Last Action: referred to Committee on Health Policy"
HR 0434 of 2008,House Resolution,"A resolution to memorialize the United States Congress to enact H.R. 5979, the Stillbirth Awareness and Research Act.

Last Action: referred to Committee on Health Policy"
HR 0435 of 2008,House Resolution,"A resolution to urge the Director of the Michigan Department of Natural Resources and the Natural Resources Commission to lift the ban on deer baiting in the Lower Peninsula and to take certain actions to protect the health of the state's deer herd.

Last Action: adopted"
HR 0436 of 2008,House Resolution,A resolution declaring September 2008 as Pain Awareness Month in the state of Michigan.Last Action: adopted
HR 0437 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Clean Water Restoration Act of 2007.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0438 of 2008,House Resolution,"A resolution wishing Muslims in Michigan and beyond a happy Eid al-Fitr, the celebration marking the end of the fasting month of Ramadan.Last Action: adopted"
HR 0439 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact a second economic stimulus package with funding for transportation infrastructure needs and energy assistance.

Last Action: referred to Committee on Oversight and Investigations"
HR 0440 of 2008,House Resolution,"A resolution to memorialize Congress to enact the Train CARS Act to promote the replacement and rehabilitation of Amtrak equipment.

Last Action: laid over one day under the rules"
HR 0441 of 2008,House Resolution,"A resolution commemorating Monday, September 22, 2008, as Family Day in the state of Michigan.Last Action: adopted"
HR 0442 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact a comprehensive energy plan to move our country to independence from foreign oil.

Last Action:  Roll Call # 808 Yeas 96 Nays 5"
HR 0443 of 2008,House Resolution,"A resolution proclaiming October 5-11, 2008, as Fire Prevention Week in the state of Michigan.Last Action: adopted"
HR 0444 of 2008,House Resolution,A resolution recognizing October 2008 as Polish Heritage Month in the state of Michigan.Last Action: adopted
HR 0445 of 2008,House Resolution,A resolution designating the month of October 2008 as Physical Therapy Month in the state of Michigan.Last Action: adopted
HR 0446 of 2008,House Resolution,A resolution commemorating the 100th anniversary of the Model T.Last Action: adopted
HR 0447 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to help revitalize the economy in states with exceptionally high rates of unemployment by the creation of a Recovery State Renaissance Zone Act.

Last Action: referred to Committee on Commerce"
HR 0448 of 2008,House Resolution,"A resolution recognizing the new Girl Scouts Heart of Michigan Council which takes effect October 1, 2008, in the state of Michigan.Last Action: adopted"
HR 0449 of 2008,House Resolution,A resolution declaring October 2008 as Apple Cider Month in the state of Michigan.Last Action: adopted
HR 0450 of 2008,House Resolution,"A resolution to memorialize the Congress of the United States to develop a loan program for the American auto industry.

Last Action: referred to Committee on Commerce"
HR 0451 of 2008,House Resolution,"A resolution to express support for the creation of energy sector jobs in Michigan and to call for the creation of an energy trades institute, a partnership among the state, the electric utility industry, and the International Brotherhood of Electrical Workers.

Last Action: referred to Committee on Energy and Technology"
HR 0452 of 2008,House Resolution,"A resolution to call on Congress to take certain actions in its response to the current national mortgage crisis.

Last Action: referred to Committee on Government Operations"
HR 0453 of 2008,House Resolution,"A resolution to urge the Department of Natural Resources and Travel Michigan to increase efforts to encourage participation in outdoors activities.

Last Action: referred to Committee on Tourism, Outdoor Recreation and Natural Resources"
HR 0454 of 2008,House Resolution,"A resolution to encourage public high schools to offer hunter safety classes as an elective.

Last Action: referred to Committee on Education"
HR 0455 of 2008,House Resolution,A resolution to honor the Detroit Shock for winning the 2008 Women's National Basketball Association's Championship Title.Last Action: adopted
