Document,Type,Description
HB 5976 of 2010,House Bill,Retirement; pension oversight; distressed municipal pension system; create. Creates new act.Last Action: printed bill filed 03/24/2010
HB 5977 of 2010 (PA 236 of 2010),House Bill,Local government; intergovernmental affairs; intermunicipality committees studying transit-oriented facilities; provide for. Amends sec. 2 of 1957 PA 200 (MCL 123.632).Last Action: assigned PA 236'10 with immediate effect
HB 5978 of 2010,House Bill,Economic development; other; incentives to invest in transit-oriented facilities and transit-oriented development; provide for. Amends sec. 3 of 1969 PA 38 (MCL 331.33).Last Action: printed bill filed 03/24/2010
HB 5979 of 2010 (PA 237 of 2010),House Bill,Economic development; tax increment financing; incentives to invest in transit-oriented facilities and transit-oriented development; provide for. Amends sec. 3 of 2004 PA 530 (MCL 125.2843).Last Action: assigned PA 237'10 with immediate effect
HB 5980 of 2010,House Bill,Michigan business tax; credit; acknowledgment required for films produced in this state using the film production credit; clarify. Amends sec. 455 of 2007 PA 36 (MCL 208.1455).Last Action: printed bill filed 03/24/2010
HB 5981 of 2010,House Bill,Environmental protection; water pollution; annual wastewater report requirement; repeal. Repeals sec. 3111 of 1994 PA 451 (MCL 324.3111).Last Action: printed bill filed 03/24/2010
HB 5982 of 2010,House Bill,Retirement; municipal employees; membership for the distressed municipal pension system; provide for. Amends sec. 36 of 1984 PA 427 (MCL 38.1536).  TIE BAR WITH: HB 5976'10Last Action: printed bill filed 03/24/2010
HB 5983 of 2010,House Bill,Property tax; principal residence exemption; additional principal residence exemption on 2 properties up to 5 years; allow under certain circumstances. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: printed bill filed 03/24/2010
HB 5984 of 2010,House Bill,Property tax; exemptions; tax incentive for use of certain equipment for agricultural purposes; provide for. Amends sec. 9 of 1893 PA 206 (MCL 211.9).Last Action: printed bill filed 03/24/2010
HB 5985 of 2010,House Bill,Environmental protection; permits; conditions of oil and gas drilling permit; require notice of spills to landowners. Amends sec. 61525 of 1994 PA 451 (MCL 324.61525).Last Action: printed bill filed 03/25/2010
HB 5986 of 2010,House Bill,Natural resources; nonnative species; use of prohibited or restricted species as bait; prohibit. Amends secs. 41301 & 41309 of 1994 PA 451 (MCL 324.41301 & 324.41309).Last Action: referred to second reading
HB 5987 of 2010,House Bill,Income tax; index; sunset on income tax rate; modify. Amends sec. 51 of 1967 PA 281 (MCL 206.51).Last Action: printed bill filed 03/25/2010
HB 5988 of 2010 (PA 238 of 2010),House Bill,Economic development; other; incentives to invest in transit-oriented facilities and transit-oriented development; provide for. Amends sec. 1 of 1987 PA 231 (MCL 247.901).Last Action: assigned PA 238'10 with immediate effect
HB 5989 of 2010 (PA 239 of 2010),House Bill,Economic development; local development financing; incentives to invest in transit-oriented facilities and transit-oriented development; provide for. Amends sec. 2 of 1986 PA 281 (MCL 125.2152).Last Action: assigned PA 239'10 with immediate effect
HB 5990 of 2010,House Bill,Environmental protection; solid waste; use of shingles as a renewable energy source; allow. Amends sec. 11 of 2008 PA 295 (MCL 460.1011).Last Action: printed bill filed 03/25/2010
HB 5991 of 2010,House Bill,Environmental protection; other; exercise of due care remediation measures; require for construction of a new school building at site of a facility. Amends sec. 20107a of 1994 PA 451 (MCL 324.20107a).  TIE BAR WITH: HB 5271'09Last Action: REFERRED TO COMMITTEE ON EDUCATION
HB 5992 of 2010,House Bill,"Natural resources; wetlands; definition of rare and imperiled wetland; revise, and add certain permit eligibility and council membership requirements. Amends secs. 30301, 30304b, 30311a & 30329 of 1994 PA 451 (MCL 324.30301 et seq.).Last Action: printed bill filed 03/25/2010"
HB 5993 of 2010,House Bill,Retirement; investments; posting of certain pension board expenditures; require. Amends sec. 13 of 1965 PA 314 (MCL 38.1133).Last Action: printed bill filed 03/25/2010
HB 5994 of 2010,House Bill,Public employees and officers; state; membership qualifications for natural resources commission; modify. Amends secs. 301 & 501 of 1994 PA 451 (MCL 324.301 & 324.501).Last Action: printed bill filed 03/25/2010
HB 5995 of 2010,House Bill,Criminal procedure; expunction; destruction of fingerprint records and arrest card for juveniles who successfully complete probation; allow. Amends sec. 3 of 1925 PA 289 (MCL 28.243).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 5996 of 2010,House Bill,"Occupations; other; full-service gasoline pumps at all retail outlets; require, and allow certain discounts. Amends sec. 6 of 1984 PA 44 (MCL 290.646) & adds sec. 4b.Last Action: printed bill filed 03/26/2010"
HB 5997 of 2010,House Bill,Labor; public service employment; definition of public employee; clarify regarding recognition of union based on receipt of government subsidy or interlocal agreement. Amends secs. 1 & 14 of 1947 PA 336 (MCL 423.201 & 423.214).Last Action: printed bill filed 03/26/2010
HB 5998 of 2010 (PA 240 of 2010),House Bill,Economic development; economic development corporations; incentives to invest in transit-oriented facilities and transit-oriented development; provide for. Amends sec. 3 of 1974 PA 338 (MCL 125.1603).Last Action: assigned PA 240'10 with immediate effect
HB 5999 of 2010,House Bill,Crimes; explosives; Michigan fireworks safety act; create. Creates new act & repeals ch. XXXIX of 1931 PA 328 (MCL 750.243a - 750.243e).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1
HB 6000 of 2010,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for Michigan fireworks safety act violations; enact. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).  TIE BAR WITH: HB 5999'10Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
HB 6001 of 2010,House Bill,Retirement; county employees; county employment of individuals collecting a pension; suspend pension. Amends 1973 PA 139 (MCL 45.551 - 45.573) by adding sec. 22a.Last Action: printed bill filed 03/26/2010
HB 6002 of 2010,House Bill,Retirement; county employees; county employment of individuals collecting a pension; suspend pension. Amends sec. 12a of 1851 PA 156 (MCL 46.12a).Last Action: printed bill filed 03/26/2010
HB 6003 of 2010,House Bill,Retirement; county employees; county employment of individuals collecting a pension; prohibit. Amends 1966 PA 293 (MCL 45.501 - 45.521) by adding sec. 15b.Last Action: printed bill filed 03/26/2010
HB 6004 of 2010,House Bill,Education; other; cap on salary of school district superintendents; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1246a.Last Action: adverse roll call
HB 6005 of 2010,House Bill,Retirement; public school employees; requirement for contributions from third-party contractors or administrators contracted with the school district for employment; establish. Amends sec. 61 of 1980 PA 300 (MCL 38.1361).Last Action: re-referred to Committee on Education
HB 6006 of 2010,House Bill,Courts; district court; twentieth and twenty-first districts; combine. Amends sec. 8121 of 1961 PA 236 (MCL 600.8121).Last Action: referred to second reading
HB 6007 of 2010,House Bill,Liquor; licenses; continuing care retirement center liquor license; create. Amends secs. 525 & 537 of 1998 PA 58 (MCL 436.1525 & 436.1537) & adds sec. 545.Last Action: re-referred to Committee on Regulatory Reform
HB 6008 of 2010,House Bill,Education; employees; intermediate school district superintendent serving simultaneously as superintendent of constituent district; allow in statute on incompatible public offices. Amends sec. 3 of 1978 PA 566 (MCL 15.183).Last Action: PLACED ON ORDER OF THIRD READING
HB 6009 of 2010,House Bill,"Education; employees; school districts to contract with intermediate school districts for superintendent; allow. Amends sec. 1229 of 1976 PA 451 (MCL 380.1229).  TIE BAR WITH: HB 6008'10, HB 6010'10Last Action: PLACED ON ORDER OF THIRD READING"
HB 6010 of 2010,House Bill,Education; employees; intermediate school district superintendent serving simultaneously as superintendent of constituent district; allow in conflict of interest statute. Amends sec. 3a of 1968 PA 317 (MCL 15.323a).Last Action: PLACED ON ORDER OF THIRD READING
HB 6011 of 2010,House Bill,Retirement; investments; state match for defined contribution plan for state employees; suspend for certain employees for 1 year. Amends sec. 63 of 1943 PA 240 (MCL 38.63).Last Action: REFERRED TO COMMITTEE ON REFORMS AND RESTRUCTURING
HB 6012 of 2010,House Bill,Retirement; investments; state match for defined contribution plan for the legislature; suspend for 1 year. Amends sec. 74 of 1957 PA 261 (MCL 38.1074).  TIE BAR WITH: HB 6011'10Last Action: REFERRED TO COMMITTEE ON REFORMS AND RESTRUCTURING
HB 6013 of 2010,House Bill,"Legislature; legislative agencies; consolidation of house, senate, and legislative council administrative services; provide for. Amends title & secs. 102, 105, 106, 108, 201, 202, 204, 204a, 204b, 204c, 204d, 204e, 204f, 205 & 206 of 1986 PA 268 (MCL 4.1102 et seq.); adds sec. 111 & repeals secs. 104a, 107 & 204g of 1986 PA 268 (MCL 4.1104a et seq.).Last Action: REFERRED TO COMMITTEE ON REFORMS AND RESTRUCTURING"
HB 6014 of 2010,House Bill,Legislature; legislative agencies; management and budget act; update certain provisions to reflect new legislative administrative agency. Amends sec. 442 of 1984 PA 431 (MCL 18.1442).Last Action: REFERRED TO COMMITTEE ON REFORMS AND RESTRUCTURING
HB 6015 of 2010,House Bill,Legislature; legislative agencies; joint committee on administrative rules; change entity that provides staffing. Amends sec. 35 of 1969 PA 306 (MCL 24.235).Last Action: REFERRED TO COMMITTEE ON REFORMS AND RESTRUCTURING
HB 6016 of 2010,House Bill,"Legislature; legislative agencies; consolidation of house and senate fiscal agencies; provide for. Amends title & secs. 204c, 204d, 501 & 601 of 1986 PA 268 (MCL 4.1204c et seq.); adds sec. 502 & repeals sec. 204g of 1986 PA 268 (MCL 4.1204g).Last Action: REFERRED TO COMMITTEE ON REFORMS AND RESTRUCTURING"
HB 6017 of 2010,House Bill,State financing and management; purchasing; negotiations to reduce state contract by 5%; require. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding secs. 261e & 261f.Last Action: printed bill filed 03/26/2010
HB 6018 of 2010,House Bill,Local government; other; standards for certain local government contracts; require local governments to establish. Creates new act.Last Action: printed bill filed 03/26/2010
HB 6019 of 2010,House Bill,"Education; school districts; competitive bidding process for procurement, services, and construction; revise. Amends sec. 1274 of 1976 PA 451 (MCL 380.1274) & repeals secs. 623a & 1267 of 1976 PA 451 (MCL 380.623a & 380.1267).Last Action: printed bill filed 03/26/2010"
HB 6020 of 2010,House Bill,Public employees and officers; ethics; executive branch officials and employees ethics act; create. Creates new act & repeals 1968 PA 318 (MCL 15.301 - 15.310) & 1973 PA 196 (MCL 15.341 - 15.348).Last Action: printed bill filed 03/26/2010
HB 6021 of 2010,House Bill,"Public employees and officers; ethics; regulation of certain public servants' conduct regarding public contracts; revise. Amends secs. 1, 3a & 8 of 1968 PA 317 (MCL 15.321 et seq.).Last Action: printed bill filed 03/26/2010"
HB 6022 of 2010,House Bill,Occupations; lobbyists; lobbyist political contribution; restrict delivery. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 11a.  TIE BAR WITH: HB 4382'09Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 6023 of 2010,House Bill,Campaign finance; campaign practices; ban on acceptance of honoraria by legislators; expand to include statewide elective offices. Amends sec. 50 of 1976 PA 388 (MCL 169.250).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 6024 of 2010,House Bill,Retirement; public school employees; criteria for final average compensation for public school employees' pensions; clarify. Amends sec. 3a of 1980 PA 300 (MCL 38.1303a).Last Action: printed bill filed 03/26/2010
HB 6025 of 2010,House Bill,"Income tax; rate; general amendments; provide for. Amends secs. 30, 51 & 272 of 1967 PA 281 (MCL 206.30 et seq.).Last Action: printed bill filed 03/26/2010"
HB 6026 of 2010 (PA 354 of 2010),House Bill,"Crimes; controlled substances; obtaining controlled substance or prescription for controlled substance from health care provider through fraud; prohibit, and provide penalties. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7403a.Last Action: assigned PA 354'10 with immediate effect"
HB 6027 of 2010 (PA 355 of 2010),House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of obtaining a controlled substance or a prescription for a controlled substance from a health care provider through fraud; enact. Amends sec. 13m, ch. XVII of 1927 PA 175 (MCL 777.13m).  TIE BAR WITH: HB 6026'10Last Action: assigned PA 355'10 with immediate effect"
HB 6028 of 2010,House Bill,Education; school districts; bicameral committee to oversee financial managers for school districts; create. Amends 1990 PA 72 (MCL 141.1201 - 141.1291) by adding sec. 45.Last Action: printed bill filed 04/14/2010
HB 6029 of 2010,House Bill,School aid; fiscal year appropriations; 2-year K-12 budget including guarantees of certain level of funding; implement. Amends secs. 11 & 11a of 1979 PA 94 (MCL 388.1611 & 388.1611a).Last Action: printed bill filed 04/14/2010
HB 6030 of 2010,House Bill,"Elections; absent voters; absent voter counting board; revise procedure. Amends secs. 569a, 671 & 792a of 1954 PA 116 (MCL 168.569a et seq.).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT"
HB 6031 of 2010,House Bill,"Elections; canvassing; reference in general law village act to board of village canvassers and board of township canvassers; revise to board of county canvassers. Amends sec. 18a, ch. XIV of 1895 PA 3 (MCL 74.18a).  TIE BAR WITH: HB 6033'10Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT"
HB 6032 of 2010,House Bill,"Elections; canvassing; reference in community college act of 1966 to board of city or township canvassers; eliminate. Amends secs. 21, 37 & 57 of 1966 PA 331 (MCL 389.21 et seq.).  TIE BAR WITH: HB 6033'10Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT"
HB 6033 of 2010,House Bill,"Elections; canvassing; elimination of local boards of canvassers and amendment of process to balance precinct results; provide for. Amends secs. 24a, 30g, 307, 308, 323, 347, 355, 360, 426c, 426f, 426l, 792, 806, 809, 822, 823, 826, 866, 867 & 868 of 1954 PA 116 (MCL 168.24a et seq.) & repeals secs. 30a to 30e of 1954 PA 116 (MCL 168.30a - 168.30e).  TIE BAR WITH: HB 6031'10, HB 6032'10Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT"
HB 6034 of 2010,House Bill,"Insurance; health care corporations; individual health coverage; regulate. Amends secs. 401e, 402b, 608, 609, 610, 612 & 613 of 1980 PA 350 (MCL 550.1401e et seq.) & adds secs. 220, 409b & 419c.  TIE BAR WITH: HB 6035'10, HB 6036'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10Last Action: printed bill filed 04/14/2010"
HB 6035 of 2010,House Bill,"Insurance; health; individual health coverage; regulate. Amends sec. 3539 of 1956 PA 218 (MCL 500.3539) & adds ch. 37A.  TIE BAR WITH: HB 6034'10, HB 6036'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10Last Action: printed bill filed 04/14/2010"
HB 6036 of 2010,House Bill,"Insurance; health; continuation of dependent care coverage and no rescission for failure to complete medical underwriting and guaranteed renewal without underwriting of health in small group; provide for, and provide for general amendments. Amends secs. 2213b, 3406f & 3711 of 1956 PA 218 (MCL 500.2213b et seq.) & adds secs. 2264b & 3710.  TIE BAR WITH: HB 6034'10, HB 6035'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10Last Action: printed bill filed 04/14/2010"
HB 6037 of 2010,House Bill,"Insurance; health; individual health coverage; require guaranteed issue health plans. Amends secs. 3501, 3503, 3519 & 3537 of 1956 PA 218 (MCL 500.3501 et seq.) & adds sec. 3406s & ch. 37B.  TIE BAR WITH: HB 6034'10, HB 6035'10, HB 6036'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10Last Action: printed bill filed 04/14/2010"
HB 6038 of 2010 (PA 171 of 2010),House Bill,Crimes; controlled substances; designation of certain substances as schedule 1 controlled substances; provide for. Amends secs. 7212 & 7218 of 1978 PA 368 (MCL 333.7212 & 333.7218).  TIE BAR WITH: HB 6226'10Last Action: assigned PA 171'10 with immediate effect
HB 6039 of 2010,House Bill,Labor; public service labor disputes; requirement for continuation of expired contract terms during period of negotiation with organized labor unions; clarify. Amends sec. 13 of 1969 PA 312 (MCL 423.243).Last Action: printed bill filed 04/14/2010
HB 6040 of 2010,House Bill,Agriculture; products; farm-to-school grant program; create. Creates new act.Last Action: printed bill filed 04/14/2010
HB 6041 of 2010,House Bill,Agriculture; products; establish program to encourage the purchase by public entities of agricultural products from local farmers; provide for. Creates new act.Last Action: printed bill filed 04/14/2010
HB 6042 of 2010,House Bill,Animals; other; euthanizing dogs and cats by class B dealers registered with the department of agriculture; require use of certain commercially prepared solution. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7333b.Last Action: REFERRED TO COMMITTEE ON AGRICULTURE AND BIOECONOMY
HB 6043 of 2010,House Bill,Animals; other; euthanizing dogs and cats at animal control shelters and animal protection shelters; require use of certain commercially prepared solution. Amends 1969 PA 287 (MCL 287.331 - 287.340) by adding sec. 8b.Last Action: REFERRED TO COMMITTEE ON AGRICULTURE AND BIOECONOMY
HB 6044 of 2010,House Bill,Michigan business tax; credit; brownfield credit sunset; extend. Amends sec. 437 of 2007 PA 36 (MCL 208.1437).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 6045 of 2010,House Bill,State financing and management; bonds; bond limitation allocation act; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 6046 of 2010,House Bill,Mental health; other; definition of person requiring treatment; modify. Amends sec. 401 of 1974 PA 258 (MCL 330.1401).Last Action: printed bill filed 04/16/2010
HB 6047 of 2010,House Bill,"Health facilities; nursing homes; penalties for nursing home employee or administrator who provides fraudulent information to surveyors inspecting the home; provide for. Amends sec. 21799c of 1978 PA 368 (MCL 333.21799c).Last Action: reassign to Committee on Senior Health, Security, and Retirement 04/21/2010"
HB 6048 of 2010,House Bill,"Weapons; licensing; concealed weapons licensing boards; eliminate and transfer powers. Amends secs. 2a, 4, 5, 5a, 5b, 5c, 5d, 5e, 5f, 5j, 5k, 5l, 5m, 5o, 6a & 8 of 1927 PA 372 (MCL 28.422a et seq.) & adds sec. 5x.Last Action: printed bill filed 04/21/2010"
HB 6049 of 2010,House Bill,Appropriations; other; appropriation of public funds to a professional sports team; prohibit if home sporting event is blacked out in the previous fiscal year. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 399.Last Action: printed bill filed 04/21/2010
HB 6050 of 2010,House Bill,Water; conservation; residential water supplies; prohibit taxes or fees on withdrawal of water for residential purposes. Amends sec. 32729 of 1994 PA 451 (MCL 324.32729).Last Action: printed bill filed 04/21/2010
HB 6051 of 2010,House Bill,Economic development; other; center for microenterprise development; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding ch. 7A.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 6052 of 2010,House Bill,"Economic development; other; microenterprise development; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding secs. 79c, 79d & 79e.  TIE BAR WITH: HB 6051'10Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 6053 of 2010 (PA 365 of 2010),House Bill,Weapons; other; content requirements for self-defense spray or foam device; revise. Amends sec. 224d of 1931 PA 328 (MCL 750.224d).Last Action: assigned PA 365'10 with immediate effect
HB 6054 of 2010,House Bill,Vehicles; registration; 6-month registration for vehicles; allow. Amends sec. 801i of 1949 PA 300 (MCL 257.801i).Last Action: printed bill filed 04/21/2010
HB 6055 of 2010,House Bill,Campaign finance; contributions and expenditures; corporate independent expenditures; require disclosure to and approval by shareholders. Amends sec. 54 of 1976 PA 388 (MCL 169.254).Last Action: printed bill filed 04/21/2010
HB 6056 of 2010,House Bill,Occupations; real estate; requirement for real estate firms to disclose all offers on foreclosed bank owned properties; provide for. Amends sec. 2512 of 1980 PA 299 (MCL 339.2512) & adds sec. 2516.Last Action: printed bill filed 04/22/2010
HB 6057 of 2010,House Bill,Vehicles; driver training; driver education curriculum; require to include dangers of operating a vehicle while sending a message on an electronic wireless device. Amends sec. 37 of 2006 PA 384 (MCL 256.657).Last Action: printed bill filed 04/22/2010
HB 6058 of 2010,House Bill,"Elections; other; candidates for county, township, or judicial offices withdrawing if certified as a nominee at a state party convention for a statewide office; allow. Amends secs. 198, 229, 259, 409d, 409e, 415, 416, 435, 436, 467e & 467f of 1954 PA 116 (MCL 168.198 et seq.) & adds secs. 357a & 357b.Last Action: printed bill filed 04/23/2010"
HB 6059 of 2010,House Bill,Environmental protection; air pollution; residential burn barrel ban; prohibit department of environmental quality from adopting rules. Amends sec. 5512 of 1994 PA 451 (MCL 324.5512).Last Action: printed bill filed 04/23/2010
HB 6060 of 2010,House Bill,Occupations; junk and secondhand dealers; reference to salvage vehicle agent; eliminate. Amends sec. 3 of 1917 PA 350 (MCL 445.403).  TIE BAR WITH: HB 6061'10Last Action: printed bill filed 04/23/2010
HB 6061 of 2010,House Bill,"Occupations; other; modification of persons eligible to buy salvage vehicles; provide for. Amends secs. 17a, 57d, 217c, 248, 248c, 248f, 249a, 251 & 807 of 1949 PA 300 (MCL 257.17a et seq.) & repeals secs. 56c, 248b, 248e, 248g, 248h & 248i of 1949 PA 300 (MCL 257.56c et seq.).  TIE BAR WITH: HB 6060'10Last Action: printed bill filed 04/23/2010"
HB 6062 of 2010,House Bill,Torts; liability; liability of volunteer drivers of seniors and disabled individuals; provide immunity. Creates new act.Last Action: printed bill filed 04/23/2010
HB 6063 of 2010,House Bill,Energy; conservation; electric energy efficiency standard; increase to 1.25% savings in 2013. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6064 of 2010,House Bill,Energy; conservation; electric energy efficiency standard; increase to 1.50% savings in 2014. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6065 of 2010,House Bill,Energy; conservation; electric energy efficiency standard; increase to 1.75% savings in 2015. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6066 of 2010,House Bill,Energy; conservation; electricity efficiency standard; increase to 2.00% savings in 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6067 of 2010,House Bill,Energy; conservation; natural gas energy efficiency standard; increase to 1.00% savings in 2013 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6068 of 2010,House Bill,Energy; conservation; natural gas energy efficiency standard; increase to 1.25% savings in 2014 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6069 of 2010,House Bill,Energy; conservation; natural gas energy efficiency standard; increase to 1.50% savings in 2015 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6070 of 2010,House Bill,Energy; conservation; natural gas energy efficiency standard; increase to 1.75% savings in 2016 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).Last Action: printed bill filed 04/23/2010
HB 6071 of 2010,House Bill,"Townships; charter; procedures to approve annexation petition; revise. Amends sec. 34 of 1947 PA 359 (MCL 42.34).Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
HB 6072 of 2010,House Bill,"Cities; home rule; detachment to a charter township; exempt under certain circumstances. Amends sec. 9b of 1909 PA 279 (MCL 117.9b).  TIE BAR WITH: HB 6071'10Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
HB 6073 of 2010,House Bill,Civil procedure; evidence; introduction of evidence of an expression of sympathy as an admission of liability in a civil action; prohibit. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2155.Last Action: printed bill filed 04/28/2010
HB 6074 of 2010,House Bill,"State; symbol; ""Great Lakes State""; designate as official state nickname. Creates new act.Last Action: printed bill filed 04/28/2010"
HB 6075 of 2010,House Bill,Insurance; health; abortion coverage; prohibit in qualified health plans except in certain circumstances. Creates new act.Last Action: printed bill filed 04/28/2010
HB 6076 of 2010,House Bill,Income tax; refunds; procedure for remittance of overpayment to taxpayer within 60 days after filing return; require. Amends sec. 30 of 1941 PA 122 (MCL 205.30).Last Action: printed bill filed 04/28/2010
HB 6077 of 2010,House Bill,Property tax; personal property; exemption for certain personal property; grant authority to local tax collecting unit. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 9n.Last Action: printed bill filed 04/28/2010
HB 6078 of 2010,House Bill,Appropriations; other; penalties for members of the executive branch that willingly or knowingly overspends an appropriation line; provide for. Amends sec. 371 of 1984 PA 431 (MCL 18.1371).Last Action: printed bill filed 04/28/2010
HB 6079 of 2010,House Bill,Traffic control; violations; driving offenses subject to driver responsibility fee; exclude offense of no evidence of insurance. Amends sec. 732a of 1949 PA 300 (MCL 257.732a).Last Action: recommendation concurred in
HB 6080 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2011 fiscal year; provide for. Creates appropriation act.Last Action: printed bill filed 04/29/2010
HB 6081 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2011 fiscal year; provide for. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 6082 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2011 fiscal year; provide for. Creates appropriation act.Last Action: printed bill filed 04/29/2010
HB 6083 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2011 fiscal year; provide for. Creates appropriation act.Last Action: printed bill filed 04/29/2010
HB 6084 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2011 fiscal year; provide for. Creates appropriation act.Last Action: printed bill filed 04/29/2010
HB 6085 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2010 fiscal year; provide for. Creates appropriation act.Last Action: referred to second reading
HB 6086 of 2010 (PA 158 of 2010),House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2010 fiscal year; provide for. Creates appropriation act.Last Action: assigned PA 158'10 with immediate effect
HB 6087 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2010 fiscal year; provide for. Creates appropriation act.Last Action: printed bill filed 04/29/2010
HB 6088 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2010 fiscal year; provide for. Creates appropriation act.Last Action: printed bill filed 04/29/2010
HB 6089 of 2010,House Bill,Appropriations; supplemental; multidepartment supplemental budget for 2010 fiscal year; provide for. Creates appropriation act.Last Action: printed bill filed 04/29/2010
HB 6090 of 2010,House Bill,Revenue sharing; other; revenue sharing distribution; require to be distributed evenly based on population. Amends sec. 13 of 1971 PA 140 (MCL 141.913).Last Action: printed bill filed 04/29/2010
HB 6091 of 2010,House Bill,Occupations; physicians; potential risk of a stillbirth; require verbal disclosure and distribution of written information to pregnant patients. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16278.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
HB 6092 of 2010,House Bill,Watercraft; safety; county marine safety funding; require state to return 49% of certain revenue to counties for marine safety and require the state to post certain information online. Amends secs. 2035 & 80117 of 1994 PA 451 (MCL 324.2035 & 324.80117).Last Action: printed bill filed 04/29/2010
HB 6093 of 2010,House Bill,Michigan business tax; credit; approval of a brownfield credit for a certain project; require. Amends sec. 437 of 2007 PA 36 (MCL 208.1437).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 6094 of 2010,House Bill,"Insurance; no-fault; personal insurance protection coverage; provide for different benefit levels. Amends secs. 2111, 3101, 3104, 3107, 3114, 3115, 3163 & 3172 of 1956 PA 218 (MCL 500.2111 et seq.).Last Action: printed bill filed 04/30/2010"
HB 6095 of 2010,House Bill,Insurance; no-fault; fee schedules for medical costs paid by personal injury protection; provide for. Amends secs. 3107 & 3157 of 1956 PA 218 (MCL 500.3107 & 500.3157).Last Action: printed bill filed 04/30/2010
