Document,Type,Description
HB 5808 of 2008 (PA 275 of 2008),House Bill,Appropriations; transportation; department of transportation; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: re-referred to Committee on Appropriations
HB 5809 of 2008 (PA 251 of 2008),House Bill,Appropriations; labor and economic growth; department of labor and economic growth; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: re-referred to Committee on Appropriations
HB 5810 of 2008 (PA 250 of 2008),House Bill,Appropriations; judiciary; judiciary budget; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: re-referred to Committee on Appropriations
HB 5811 of 2008 (PA 249 of 2008),House Bill,Appropriations; state police; department of state police; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: assigned PA 249'08 with immediate effect
HB 5812 of 2008 (PA 214 of 2008),House Bill,Appropriations; military affairs; department of military and veterans affairs; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: assigned PA 214'08 with immediate effect
HB 5813 of 2008,House Bill,Appropriations; corrections; department of corrections; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: printed bill filed 02/27/2008
HB 5814 of 2008 (PA 248 of 2008),House Bill,Appropriations; human services; department of human services; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: re-referred to Committee on Appropriations
HB 5815 of 2008,House Bill,Appropriations; community health; department of community health; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: printed bill filed 02/27/2008
HB 5816 of 2008 (PA 261 of 2008),House Bill,Appropriations; general government; general government; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: re-referred to Committee on Appropriations
HB 5817 of 2008,House Bill,Appropriations; community colleges; community and junior colleges; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: printed bill filed 02/27/2008
HB 5818 of 2008,House Bill,Appropriations; education; department of education; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: printed bill filed 02/27/2008
HB 5819 of 2008,House Bill,Appropriations; higher education; higher education; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: printed bill filed 02/27/2008
HB 5820 of 2008,House Bill,"Appropriations; school aid; school aid appropriations; provide for fiscal year 2008-2009. Amends secs. 3, 4, 6, 11, 11a, 11g, 11j, 11k, 11m, 15, 18b, 19, 20, 20d, 20j, 22a, 22b, 22d, 24, 24a, 24c, 26a, 26b, 29, 31a, 31d, 31f, 32b, 32c, 32d, 32j, 32l, 37, 38, 39, 39a, 41, 51a, 51c, 51d, 53a, 54, 54a, 56, 57, 61a, 62, 64, 65, 74, 81, 94a, 98, 99, 99e, 104, 105, 105c, 107, 147, 151 & 164c of 1979 PA 94 (MCL 388.1603 et seq.); adds secs. 11n, 20h, 32e, 32h & 99h & repeals secs. 32, 99c, 99i, 99j, 99k, 104a, 104b & 166 of 1979 PA 94 (MCL 388.1632 et seq.) & sec. 32e of 1979 PA 94 (MCL 388.1632e).Last Action: printed bill filed 02/27/2008"
HB 5821 of 2008,House Bill,"Townships; general law; procedures to approve annexation petition; revise. Amends 1846 RS 16 (MCL 41.1a - 41.110c) by adding sec. 104a.  TIE BAR WITH: HB 5779'08, HB 5822'08, HB 5823'08, HB 5824'08, HB 5825'08Last Action: printed bill filed 02/28/2008"
HB 5822 of 2008,House Bill,"State; boundaries; voting requirement for annexation by home rule city; revise. Amends sec. 11b of 1968 PA 191 (MCL 123.1011b).  TIE BAR WITH: HB 5779'08, HB 5821'08, HB 5823'08, HB 5824'08, HB 5825'08Last Action: printed bill filed 02/28/2008"
HB 5823 of 2008,House Bill,"Villages; home rule; procedures to approve annexation petition; revise. Amends secs. 4 & 5 of 1909 PA 278 (MCL 78.4 & 78.5) & adds sec. 5b.  TIE BAR WITH: HB 5779'08, HB 5821'08, HB 5822'08, HB 5824'08, HB 5825'08Last Action: printed bill filed 02/28/2008"
HB 5824 of 2008,House Bill,"Villages; general law; procedures to approve annexation petition; revise. Amends sec. 6, ch. XIV of 1895 PA 3 (MCL 74.6) & adds secs. 6b, 6c & 6d to ch. XIV.  TIE BAR WITH: HB 5779'08, HB 5821'08, HB 5822'08, HB 5823'08, HB 5825'08Last Action: printed bill filed 02/28/2008"
HB 5825 of 2008,House Bill,"Cities; home rule; procedures to approve annexation petition; revise. Amends secs. 9 & 9b of 1909 PA 279 (MCL 117.9 & 117.9b) & adds secs. 9c, 9d & 9e.  TIE BAR WITH: HB 5779'08, HB 5821'08, HB 5822'08, HB 5823'08, HB 5824'08Last Action: printed bill filed 02/28/2008"
HB 5826 of 2008,House Bill,Gaming; bingo; political party committee; allow to conduct gaming under the bingo act. Amends sec. 3 of 1972 PA 382 (MCL 432.103).Last Action: printed bill filed 02/28/2008
HB 5827 of 2008,House Bill,Transportation; school vehicles; placement of bus stop; prohibit within 500 feet of a sex offender's residence. Amends sec. 55 of 1990 PA 187 (MCL 257.1855).Last Action: printed bill filed 02/28/2008
HB 5828 of 2008 (PA 331 of 2008),House Bill,Children; adoption; posthumous adoptions; provide for retroactivity for posthumous adoptions. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 56a to ch. X & repeals sec. 56a of 1939 PA 288 (MCL 710.56a).Last Action: assigned PA 331'08 with immediate effect
HB 5829 of 2008,House Bill,"Corrections; parole; eligibility for parole for certain prisoners; revise. Amends sec. 34 of 1953 PA 232 (MCL 791.234).  TIE BAR WITH: HB 5830'08, HB 5831'08Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
HB 5830 of 2008,House Bill,"Criminal procedure; probation; persons sentenced to lifetime probation for certain drug crimes; clarify applicability of statute. Amends secs. 7401 & 7403 of 1978 PA 368 (MCL 333.7401 & 333.7403) & repeals sec. 7413 of 1978 PA 368 (MCL 333.7413).  TIE BAR WITH: HB 5829'08, HB 5831'08Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
HB 5831 of 2008,House Bill,"Criminal procedure; probation; certain provisions regarding lifetime probationers; clarify. Amends sec. 2, ch. XI of 1927 PA 175 (MCL 771.2).  TIE BAR WITH: HB 5829'08, HB 5830'08Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
HB 5832 of 2008,House Bill,Education; board members; board members to abstain from voting on an expulsion when a conflict of interest exists; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1312b.Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 5833 of 2008 (PA 0197 of 2008),House Bill,Courts; funding; specified portion of unencumbered balance of the juror compensation reimbursement fund; transfer to general fund for 2007-2008 fiscal year. Amends sec. 151d of 1961 PA 236 (MCL 600.151d).Last Action: assigned PA 0197'08 with immediate effect
HB 5834 of 2008 (PA 277 of 2008),House Bill,"Health facilities; quality assurance assessments; state retention amount from federal funds generated through hospital and nursing home assessments; revise appropriation, and repeal boilerplate from fiscal year 2008-2009 budget. Amends sec. 20161 of 1978 PA 368 (MCL 333.20161) & repeals sec. 1809 of 2008 PA 246.Last Action: assigned PA 277'08 with immediate effect"
HB 5835 of 2008,House Bill,Business tax; other; small business credit limitation phaseout; revise. Amends sec. 417 of 2007 PA 36 (MCL 208.1417).Last Action: referred to second reading
HB 5836 of 2008,House Bill,Juveniles; other; public ward placed in child placing agency or child care institution not accredited; prohibit state from paying for services. Amends sec. 5 of 1974 PA 150 (MCL 803.305).Last Action: printed bill filed 02/29/2008
HB 5837 of 2008,House Bill,"Juveniles; other; court entering a disposition to place juvenile who is a public ward in a public or private institution that is not accredited; prohibit state funds to cover cost. Amends sec. 18, ch. XIIA of 1939 PA 288 (MCL 712A.18).Last Action: printed bill filed 02/29/2008"
HB 5838 of 2008,House Bill,Insurance; no-fault; mini-tort recovery; increase. Amends sec. 3135 of 1956 PA 218 (MCL 500.3135).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
HB 5839 of 2008,House Bill,Natural resources; other; DNR boat launch fees; eliminate. Amends secs. 78105 & 78115 of 1994 PA 451 (MCL 324.78105 & 324.78115).Last Action: printed bill filed 02/29/2008
HB 5840 of 2008,House Bill,"Counties; financing; levy of special assessments to pave county roads; allow. Amends sec. 20g, ch. I of 1909 PA 283 (MCL 221.20g).Last Action: printed bill filed 02/29/2008"
HB 5841 of 2008 (PA 77 of 2008),House Bill,Business tax; other; credit for certain production companies for production expenditures; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 455.Last Action: assigned PA 77'08 with immediate effect
HB 5842 of 2008 (PA 78 of 2008),House Bill,Sales tax; exemptions; incentives to film production industry; provide for. Amends sec. 4cc of 1933 PA 167 (MCL 205.54cc) & repeals sec. 4cc of 1933 PA 167 (MCL 205.54cc).Last Action: assigned PA 78'08 with immediate effect
HB 5843 of 2008,House Bill,Taxation; administration; disclosure of tax credit information; provide for under certain circumstances. Amends sec. 28 of 1941 PA 122 (MCL 205.28).Last Action: laid over one day under the rules
HB 5844 of 2008 (PA 79 of 2008),House Bill,Income tax; credit; credit for certain eligible production companies; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 367.Last Action: assigned PA 79'08 with immediate effect
HB 5845 of 2008,House Bill,Income tax; deductions; initial investments in an eligible production company; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: laid over one day under the rules
HB 5846 of 2008,House Bill,Business tax; other; credit for certain qualified film and digital media infrastructure projects; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 457.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5847 of 2008,House Bill,Economic development; Michigan economic growth authority; tax incentives for qualified companies in the film production industry; provide for. Amends sec. 3 of 1995 PA 24 (MCL 207.803).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5848 of 2008 (PA 80 of 2008),House Bill,State financing and management; funds; Michigan strategic fund loans to qualified film industry productions; provide for. Amends sec. 88d of 1984 PA 270 (MCL 125.2088d).Last Action: assigned PA 80'08 with immediate effect
HB 5849 of 2008,House Bill,Business tax; other; credit for certain production companies for qualified job training expenditures; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 459.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5850 of 2008,House Bill,State financing and management; funds; strategic fund incentives for film production industry; provide for. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding ch. 2A & repeals secs. 21 & 22 of 2001 PA 63 (MCL 399.721 & 399.722).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5851 of 2008,House Bill,State financing and management; other; provision to allow cost-free use of state property for film industry productions; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 125.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 5852 of 2008 (PA 81 of 2008),House Bill,Military affairs; other; provision to allow cost-free use of state property for film industry productions; provide for. Amends 1967 PA 150 (MCL 32.501 - 32.851) by adding sec. 337.Last Action: assigned PA 81'08 with immediate effect
HB 5853 of 2008 (PA 82 of 2008),House Bill,Natural resources; other; authority of DNR director to authorize free use of DNR controlled property for film production; expressly recognize in statute. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 512.Last Action: assigned PA 82'08 with immediate effect
HB 5854 of 2008 (PA 83 of 2008),House Bill,Transportation; other; provision to allow cost-free use of state property for film industry productions; provide for. Amends 1964 PA 286 (MCL 247.801 - 247.816) by adding sec. 6b.Last Action: assigned PA 83'08 with immediate effect
HB 5855 of 2008 (PA 84 of 2008),House Bill,Local government; other; local government filming location access act; create. Creates new act.Last Action: assigned PA 84'08 with immediate effect
HB 5856 of 2008,House Bill,"History and arts; other; powers, duties, and functions of the Michigan film office and Michigan film advisory commission; modify. Amends sec. 2 of 2001 PA 63 (MCL 399.702).  TIE BAR WITH: HB 5850'08Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 5857 of 2008,House Bill,"Civil procedure; foreclosure; 1-year moratorium on residential mortgage and land contract foreclosures; provide for. Amends secs. 3101, 3115, 3201 & 3236 of 1961 PA 236 (MCL 600.3101 et seq.) & adds secs. 3116 & 3237.Last Action: printed bill filed 03/05/2008"
HB 5858 of 2008 (PA 88 of 2008),House Bill,Business tax; other; credit for certain taxpayers for creating an anchor zone of certain businesses; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 431c.Last Action: assigned PA 88'08 with immediate effect
HB 5859 of 2008,House Bill,Cities; home rule; detachment to a charter township; exempt under certain circumstances. Amends sec. 9b of 1909 PA 279 (MCL 117.9b).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM
HB 5860 of 2008,House Bill,Food; other; annual reporting by water bottlers; require. Amends sec. 4115 of 2000 PA 92 (MCL 289.4115).Last Action: printed bill filed 03/05/2008
HB 5861 of 2008 (PA 73 of 2008),House Bill,Transportation; funds; funding for jobs today program; extend sunset. Amends secs. 11e & 11f of 1951 PA 51 (MCL 247.661e & 247.661f).Last Action: assigned PA 73'08 with immediate effect
HB 5862 of 2008 (PA 415 of 2008),House Bill,Sales tax; exemptions; tax incentive for use of certain agricultural equipment capable of harvesting grain and biomass; provide for. Amends sec. 4a of 1933 PA 167 (MCL 205.54a).Last Action: assigned PA 415'08 with immediate effect   2008 ADDENDA
HB 5863 of 2008,House Bill,Business tax; other; film rental and royalty payments made by theater owner included as purchases from other firms; revise effective date. Amends sec. 113 of 2007 PA 36 (MCL 208.1113).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 5864 of 2008,House Bill,Property tax; exemptions; real and personal property of fraternal and veterans organizations; exempt. Amends sec. 7o of 1893 PA 206 (MCL 211.7o).Last Action: printed bill filed 03/07/2008
HB 5865 of 2008 (PA 100 of 2008),House Bill,"State financing and management; funds; Michigan promotion program to promote tourism; create, and provide funding. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding ch. 8B.Last Action: assigned PA 100'08 with immediate effect"
HB 5866 of 2008 (PA 101 of 2008),House Bill,"Taxation; tobacco; refunding, refinancing, and sale of residual interest; provide for in Michigan tobacco settlement finance authority act. Amends sec. 8 of 2005 PA 226 (MCL 129.268).Last Action: assigned PA 101'08 with immediate effect"
HB 5867 of 2008 (PA 102 of 2008),House Bill,State financing and management; funds; deposit and disposition of additional tobacco bond proceeds; provide for. Amends sec. 8 of 2000 PA 489 (MCL 12.258).Last Action: assigned PA 102'08 with immediate effect
HB 5868 of 2008,House Bill,Education; counseling; qualified counselor to student ratio; establish. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1233c.Last Action: printed bill filed 03/07/2008
HB 5869 of 2008,House Bill,Property tax; assessments; transfer of ownership provision; exempt certain leased lands. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).Last Action: printed bill filed 03/07/2008
HB 5870 of 2008,House Bill,Property tax; principal residence exemption; county election to audit principal residence exemptions; revise. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 5871 of 2008,House Bill,"Natural resources; forests; sale of certain forestland; allow, and earmark a percentage of revenue for an endowment account. Amends sec. 52706 of 1994 PA 451 (MCL 324.52706).Last Action: printed bill filed 03/12/2008"
HB 5872 of 2008,House Bill,Crimes; other; scrap metal larceny; establish as a new crime. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 357c.Last Action: printed bill filed 03/12/2008
HB 5873 of 2008,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of scrap metal larceny or resale; enact. Amends sec. 16r, ch. XVII of 1927 PA 175 (MCL 777.16r).  TIE BAR WITH: HB 5872'08Last Action: printed bill filed 03/12/2008"
HB 5874 of 2008 (PA 334 of 2008),House Bill,Property tax; exemptions; tax incentive for use of certain agricultural equipment capable of harvesting grain and biomass; provide for. Amends sec. 9 of 1893 PA 206 (MCL 211.9).Last Action: assigned PA 334'08 with immediate effect
HB 5875 of 2008,House Bill,Sales tax; collections; renewable fuel vehicles; modify collection of sales tax to 4%. Amends 1933 PA 167 (MCL 205.51 - 205.78) by adding sec. 4gg.Last Action: printed bill filed 03/12/2008
HB 5876 of 2008,House Bill,Income tax; credit; tax incentive for purchase of an alternative fuel vehicle; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 278.Last Action: printed bill filed 03/12/2008
HB 5877 of 2008 (PA 314 of 2008),House Bill,Use tax; exemptions; tax incentive for use of certain agricultural equipment capable of harvesting grain and biomass; provide for. Amends sec. 4 of 1937 PA 94 (MCL 205.94).Last Action: assigned PA 314'08 with immediate effect
HB 5878 of 2008 (PA 335 of 2008),House Bill,Business tax; other; tax credit for installation of alternative fuel pumps; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 460.Last Action: assigned PA 335'08 with immediate effect
HB 5879 of 2008,House Bill,Vehicles; registration plates; specialty plate for boy scouts of America; create. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.Last Action: printed bill filed 03/12/2008
HB 5880 of 2008,House Bill,"Health; occupations; license revocation or denial upon conviction of first, second, or third degree criminal sexual conduct; require. Amends sec. 16221 of 1978 PA 368 (MCL 333.16221).  TIE BAR WITH: HB 5881'08Last Action: placed on second reading"
HB 5881 of 2008,House Bill,"Health; occupations; license revocation or denial upon conviction of 1st, 2nd, or 3rd degree criminal sexual conduct; require disciplinary subcommittee to impose. Amends sec. 16226 of 1978 PA 368 (MCL 333.16226).  TIE BAR WITH: HB 5880'08Last Action: notice given to discharge committee"
HB 5882 of 2008,House Bill,"Property tax; other; separate disclosure statement stating the anticipated amount of taxes following a transfer of ownership; require to be signed by buyer and seller, real estate agent, or closing agent. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).Last Action: printed bill filed 03/13/2008"
HB 5883 of 2008,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of failing to exercise due care and caution while approaching and passing solid waste collection vehicle, utility service vehicle, or road maintenance vehicle; enact. Amends sec. 12g, ch. XVII of 1927 PA 175 (MCL 777.12g).  TIE BAR WITH: HB 4017'07Last Action: printed bill filed 03/13/2008"
HB 5884 of 2008,House Bill,Traffic control; violations; driver responsibility fees; provide for a 5-year phaseout. Amends sec. 732a of 1949 PA 300 (MCL 257.732a) & adds sec. 732b.Last Action: printed bill filed 03/13/2008
HB 5885 of 2008,House Bill,Traffic control; other; driver responsibility fees; exempt senior citizens. Amends sec. 732a of 1949 PA 300 (MCL 257.732a).Last Action: printed bill filed 03/13/2008
HB 5886 of 2008,House Bill,Economic development; renaissance zones; pharmaceutical recovery renaissance zone; provide for. Amends sec. 8a of 1996 PA 376 (MCL 125.2688a).Last Action: printed bill filed 03/13/2008
HB 5887 of 2008,House Bill,Health; smoking; hookah tobacco smoking; provide guidelines for the sale of hookah tobacco and require sanitation of hookah equipment if provided at restaurants or bars. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 12608.Last Action: printed bill filed 03/13/2008
HB 5888 of 2008,House Bill,State financing and management; bonds; bond cap; revise. Amends sec. 8 of 1964 PA 183 (MCL 830.418).Last Action: printed bill filed 03/13/2008
HB 5889 of 2008,House Bill,Health facilities; other; annual audit procedure for health care providers of in-home medical care services; establish. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding art. 16.Last Action: PLACED ON ORDER OF THIRD READING
HB 5890 of 2008,House Bill,Environmental protection; other; environmental contaminants harmful to children; require identification of and publication of information on avoiding exposure to. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 12102.Last Action: printed bill filed 03/14/2008
HB 5891 of 2008,House Bill,Elections; absent voters; permanent absent voter file; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 759e.Last Action: printed bill filed 03/14/2008
HB 5892 of 2008,House Bill,Communications; telecommunications; sunset for the emergency 9-1-1 service enabling act; extend. Amends sec. 717 of 1986 PA 32 (MCL 484.1717).Last Action: printed bill filed 03/14/2008
HB 5893 of 2008 (PA 168 of 2008),House Bill,Business tax; other; deductions from certain taxpayer's tax bases for certain affordable housing projects; provide for. Amends secs. 201 & 203 of 2007 PA 36 (MCL 208.1201 & 208.1203).Last Action: assigned PA 168'08 with immediate effect
HB 5894 of 2008 (PA 135 of 2008),House Bill,Human services; adult foster care; implementation of long-term care employee background check; revise. Amends sec. 34b of 1979 PA 218 (MCL 400.734b).Last Action: assigned PA 135'08 with immediate effect
HB 5895 of 2008,House Bill,"Economic development; plant rehabilitation; property tax abatements; expand for distribution centers, research and development centers, and headquarter facilities. Amends sec. 2 of 1974 PA 198 (MCL 207.552).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM"
HB 5896 of 2008 (PA 285 of 2008),House Bill,Property tax; personal property; new personal property of certain eligible taxpayers; exempt. Amends sec. 9f of 1893 PA 206 (MCL 211.9f).Last Action: assigned PA 285'08 with immediate effect
HB 5897 of 2008,House Bill,"Crime victims; rights; name and address of minors who are alleged victims of certain crimes; allow to be deleted from complaint. Amends sec. 1d, ch. IV of 1927 PA 175 (MCL 764.1d).  TIE BAR WITH: HB 5557'07Last Action: printed bill filed 03/14/2008"
HB 5898 of 2008 (PA 270 of 2008),House Bill,Business tax; other; tax credit for the construction and operation of a new facility for the development and manufacturing of photovoltaic energy; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 430.Last Action: assigned PA 270'08 with immediate effect
HB 5899 of 2008,House Bill,Property tax; personal property; personal property of a photovoltaic energy technology business; exempt. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 9nn.Last Action: printed bill filed 03/14/2008
HB 5900 of 2008,House Bill,"Labor; other; time off from work to attend certain court proceedings; provide to victims of felonies. Amends title & sec. 23 of 1985 PA 87 (MCL 780.773) & adds sec. 12a.  TIE BAR WITH: HB 5901'08, HB 5902'08Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 5901 of 2008,House Bill,"Labor; other; time off from work to attend certain court proceedings; provide to victims of serious misdemeanors. Amends sec. 82 of 1985 PA 87 (MCL 780.832) & adds sec. 72a.  TIE BAR WITH: HB 5900'08, HB 5902'08Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 5902 of 2008,House Bill,"Labor; other; time off from work to attend certain court proceedings; provide to victims of juvenile offenders. Amends sec. 50 of 1985 PA 87 (MCL 780.800) & adds sec. 40a.  TIE BAR WITH: HB 5900'08, HB 5901'08Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 5903 of 2008,House Bill,Consumer credit; other; tax refund anticipation loans; require disclosures and prohibit certain practices. Creates new act.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS
HB 5904 of 2008,House Bill,State; symbol; official Scottish tartan of this state; establish. Creates new act.Last Action: referred to second reading
HB 5905 of 2008,House Bill,"Criminal procedure; prosecuting attorneys; requirement for prosecutor to consent to jury waiver; remove. Amends sec. 3, ch. III of 1927 PA 175 (MCL 763.3).Last Action: printed bill filed 03/19/2008"
HB 5906 of 2008,House Bill,Cemeteries and funerals; funeral practices; procedures for funeral homes to screen for veteran status when cremation order is signed; require. Amends 1980 PA 299 (MCL 339.101 - 339.2919) by adding sec. 1807a.Last Action: printed bill filed 03/19/2008
HB 5907 of 2008,House Bill,Civil rights; open meetings; entities required to post special or irregular meeting notices; expand to include posting on website. Amends sec. 4 of 1976 PA 267 (MCL 15.264).Last Action: printed bill filed 03/19/2008
HB 5908 of 2008,House Bill,Economic development; other; center for microenterprise development; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding ch. 7A.Last Action: printed bill filed 03/19/2008
HB 5909 of 2008 (PA 148 of 2008),House Bill,Probate; trusts; personal property trust perpetuities act; create. Creates new act.  TIE BAR WITH: HB 4602'07Last Action: assigned PA 148'08 with immediate effect
HB 5910 of 2008 (PA 374 of 2008),House Bill,Children; protection; provision for written request of documentation stating individual not named in central registry case; modify. Amends sec. 7j of 1975 PA 238 (MCL 722.627j).Last Action: assigned PA 374'08 with immediate effect
HB 5911 of 2008,House Bill,Education; students; screening of first grade students in reading; require within 30 days of starting school. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280c.Last Action: printed bill filed 03/20/2008
HB 5912 of 2008,House Bill,Education; intermediate school districts; accounting of home-schooled students; require. Amends secs. 1561 & 1578 of 1976 PA 451 (MCL 380.1561 & 380.1578).Last Action: printed bill filed 03/20/2008
HB 5913 of 2008,House Bill,Retirement; other; public employee retirement health care trust; provide for. Creates new act.Last Action: referred to second reading
HB 5914 of 2008,House Bill,Retirement; state employees; defined contribution plan; increase state contribution amount. Amends sec. 63 of 1943 PA 240 (MCL 38.63).Last Action: printed bill filed 03/20/2008
HB 5915 of 2008,House Bill,"Vehicles; registration plates; service fee for certain veteran special registration plates; remove. Amends secs. 803e, 803i, 803j, 803k & 803l of 1949 PA 300 (MCL 257.803e et seq.).Last Action: printed bill filed 03/21/2008"
HB 5916 of 2008,House Bill,Crimes; other; ticket resale; allow up to 150% of face value. Amends sec. 465 of 1931 PA 328 (MCL 750.465).Last Action: printed bill filed 03/21/2008
HB 5917 of 2008,House Bill,"Crimes; explosives; Michigan fireworks safety act; create. Creates new act & repeals ch. XXXIX of 1931 PA 328 (MCL 750.243a - 750.243e).  TIE BAR WITH: HB 4692'07, HB 4693'07, HB 4695'07, HB 4696'07Last Action: printed bill filed 03/21/2008"
HB 5918 of 2008,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for Michigan fireworks safety act violations; enact. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).  TIE BAR WITH: HB 5917'08Last Action: printed bill filed 03/21/2008"
HB 5919 of 2008,House Bill,Highways; signs; issuance of permit for service club and religious sign structures; clarify. Amends sec. 7a of 1972 PA 106 (MCL 252.307a).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
HB 5920 of 2008,House Bill,Elections; polling places; provision regarding certain prohibited conduct within 100 feet of a polling place; modify to 100 yards. Amends secs. 744 & 931 of 1954 PA 116 (MCL 168.744 & 168.931).Last Action: printed bill filed 03/21/2008
HB 5921 of 2008,House Bill,Vehicles; registration plates; specialty plate for active coast guard members; provide for. Amends sec. 803i of 1949 PA 300 (MCL 257.803i).Last Action: printed bill filed 03/21/2008
HB 5922 of 2008,House Bill,Vehicles; registration plates; specialty plates for scouts; create. Amends sec. 811e of 1949 PA 300 (MCL 257.811e).  TIE BAR WITH: HB 5879'08Last Action: printed bill filed 03/21/2008
HB 5923 of 2008,House Bill,Civil procedure; civil actions; damages caused by criminal acts of elected official; allow municipality to recover. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2977.Last Action: printed bill filed 03/21/2008
HB 5924 of 2008 (PA 472 of 2008),House Bill,Business tax; other; exclusion of payments to independent contractors by realtors from gross receipts; provide for. Amends sec. 113 of 2007 PA 36 (MCL 208.1113).  TIE BAR WITH: HB 6122'08Last Action: assigned PA 472'08 with immediate effect   2008 ADDENDA
HB 5925 of 2008 (PA 218 of 2008),House Bill,"Liquor; licenses; issuance of small distiller license; provide for. Amends secs. 111, 525, 537, 603, 607, 906 & 1027 of 1998 PA 58 (MCL 436.1111 et seq.) & adds sec. 534.Last Action: assigned PA 218'08 with immediate effect"
HB 5926 of 2008,House Bill,Transportation; motor fuel tax; tax on ethanol rate differential; eliminate under certain conditions. Amends sec. 8 of 2000 PA 403 (MCL 207.1008).Last Action: printed bill filed 03/21/2008
HB 5927 of 2008,House Bill,Transportation; motor carrier fuel tax; tax on biodiesel rate differential; eliminate under certain conditions. Amends sec. 2 of 1980 PA 119 (MCL 207.212).Last Action: printed bill filed 03/21/2008
HB 5928 of 2008,House Bill,Education; curricula; local policies and state model policy establishing physical education requirement; require. Amends sec. 1502 of 1976 PA 451 (MCL 380.1502).Last Action: printed bill filed 03/21/2008
