Document,Type,Description
HR 0281 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Richard D. Buth, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0282 of 2010,House Resolution,"A resolution to declare May 11, 2010, as Chaldean American Day in the state of Michigan.Last Action: adopted"
HR 0283 of 2010,House Resolution,A resolution to declare May 2010 as Hearing Loss Awareness Month in the state of Michigan.Last Action: adopted
HR 0284 of 2010,House Resolution,"A resolution to declare the week of May 16 through May 22, 2010, as National Public Works Week in the state of Michigan.Last Action: adopted"
HR 0285 of 2010,House Resolution,"A resolution to memorialize the President, the Congress, and the Federal Communications Commission of the United States to refrain from regulating Internet broadband services as common carrier services under Title II of the Communications Act of 1934.

Last Action: adopted"
HR 0286 of 2010,House Resolution,"A resolution to declare June 12, 2010, as Tuberous Sclerosis Awareness Day in the state of Michigan.Last Action: adopted"
HR 0287 of 2010,House Resolution,A resolution to declare May 2010 as Drinking Water Month in the state of Michigan.Last Action: adopted
HR 0288 of 2010,House Resolution,"A resolution to encourage Michigan residents to boycott the city of Chicago the weekend of June 12th and 13th to show the seriousness of the economic and environmental impact of the Asian carp problem.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0289 of 2010,House Resolution,"A resolution supporting Rima Fakih, reigning Miss Michigan 2010, the newly crowned Miss USA 2010.Last Action: adopted"
HR 0290 of 2010,House Resolution,"A resolution to memorialize Congress to enact the European Bailout Protection Act to prohibit U.S. tax dollars from being used by the International Monetary Fund for bailouts of European countries.

Last Action: referred to Committee on Banking and Financial Services"
HR 0291 of 2010,House Resolution,"A resolution to urge Michigan businesses and public and private organizations to refrain from doing business with or in the state of Arizona as an expression of protest over recently enacted Senate Bill 1070, to urge repeal of Arizona’s Senate Bill 1070, to call on the United States Department of Justice to vigorously investigate potential civil rights violations related to the implementation of the law, and to investigate the possibility and impacts of cutting the state of Michigan’s economic ties with Arizona.

Last Action: referred to Committee on Government Operations"
HR 0292 of 2010,House Resolution,"A resolution to memorialize the United States Congress and the Department of Defense to select the Boeing NewGen Tanker aircraft for the United States Air Force.

Last Action: adopted"
HR 0293 of 2010,House Resolution,"A resolution to urge the U.S. Environmental Protection Agency to rescind rules that would require dairy farms to have oil spill prevention plans for milk storage tanks.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0294 of 2010,House Resolution,"A resolution to recognize the perfect game pitched by Armando Galarraga of the Detroit Tigers on June 2, 2010, against the Cleveland Indians.Last Action:  Roll Call # 248 Yeas 101 Nays 5"
HR 0295 of 2010,House Resolution,"A resolution to express support for Arizona's new legislation regarding immigration and to oppose any boycott of Arizona businesses.

Last Action: referred to Committee on Judiciary"
HR 0296 of 2010,House Resolution,"A resolution to memorialize the Congress of the United States to pass and the President of the United States to sign legislation to limit the total value of Chinese goods that may be procured by the United States government during a calendar year to not more than the total value of United States goods procured by the Chinese government, if any, during the preceding calendar year.

Last Action: adopted"
HR 0297 of 2010,House Resolution,"A resolution to urge the EPA to rescind its amendment to the Lead Renovation, Repair and Painting Rule that removes the opt-out provision for residences and buildings that pregnant women or children under age 6 do not live-in or frequent.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0298 of 2010,House Resolution,"A resolution to declare June 10, 2010, as Older Michiganians Day in the state of Michigan.Last Action: adopted"
HR 0299 of 2010,House Resolution,"A resolution to urge the city of Detroit and the Detroit Fire Department to increase the operational effectiveness of the Detroit Emergency Medical Services Division.

Last Action: referred to Committee on Urban Policy"
HR 0300 of 2010,House Resolution,"A resolution to declare the week of June 21 through June 27, 2010, as State Games Week in the state of Michigan.Last Action: adopted"
HR 0301 of 2010,House Resolution,A resolution to declare July 2010 as Craft Beer Month in the state of Michigan.Last Action: adopted
HR 0302 of 2010,House Resolution,"A resolution to recognize the retirement of Ron Gettelfinger, chassis line repairman and President of the International Union, United Automobile, Aerospace and Agricultural Implement Workers of America.Last Action: adopted"
HR 0303 of 2010,House Resolution,"A resolution to urge the inclusion of a ban on new oil and gas drilling beneath the Great Lakes in the Great Lakes Water Quality Agreement.

Last Action: reported with recommendation without amendment"
HR 0304 of 2010,House Resolution,"A resolution to declare June 29, 2010, as Dairy Foods Awareness Day in the state of Michigan.Last Action: adopted"
HR 0305 of 2010,House Resolution,"A resolution to recognize the Ford Motor Company, General Motors, and Chrysler Group LLC, collectively known as the Big Three, for their achievement of surpassing foreign automakers for the first time in the 24-year history of the J.D. Power and Associates Initial Quality Study.Last Action: adopted"
HR 0306 of 2010,House Resolution,"A resolution to urge the Great Lakes states and province of Ontario to ban any new oil and gas drilling beneath the Great Lakes.

Last Action: reported with recommendation without amendment"
HR 0307 of 2010,House Resolution,A resolution to decry the atrocities taking place in Darfur and to urge the President and Congress to take all steps possible to alleviate the suffering and bring about a lasting political settlement in the region.Last Action: referred to Committee on Government Operations
HR 0308 of 2010,House Resolution,"A resolution to urge the Department of Natural Resources and Environment and other applicable agencies to address the cumulative effects of industrial pollution within Southwest Detroit as a top priority in light of the area being identified as the most polluted locale in Michigan.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0309 of 2010,House Resolution,"A resolution to memorialize the United States Senate to take swift actions to enact an extension of unemployment benefits and payments to the states under the Federal Medicaid Assistance Percentages program.

Last Action:  Roll Call # 343 Yeas 102 Nays 5"
HR 0310 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Marvin Leonel Esch, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0311 of 2010,House Resolution,"A resolution to declare July 11, 2010, as Srebrenica Remembrance Day and the week of July 11, 2010, as Bosnia and Herzegovina Tribute Week in the state of Michigan.
Last Action: adopted"
HR 0312 of 2010,House Resolution,"A resolution to memorialize Congress to enact legislation to require the Secretary of the Army to study the feasibility of the hydrological separation of the Great Lakes and Mississippi River basins.

Last Action: adopted"
HR 0313 of 2010,House Resolution,"A resolution to express strong disappointment over the recent assault on first amendment freedom of speech rights with the arrest of four individuals at the Arab Festival in Dearborn and to urge the Michigan Attorney General to investigate the matter.

Last Action: motion to discharge committee postponed for day"
HR 0314 of 2010,House Resolution,"A resolution to memorialize Congress and the administration to recognize industrial hemp as a valuable agricultural commodity and to take certain steps to remove barriers in order to encourage the commercial production of this crop.

Last Action: referred to Committee on Commerce"
HR 0315 of 2010,House Resolution,A resolution to declare August 2010 as Camping and Recreational Vehicle Month in the state of Michigan.Last Action: adopted
HR 0316 of 2010,House Resolution,"A resolution wishing Muslims in Michigan and beyond a happy and meaningful observance of Ramadan, a month of reflection and prayer.
Last Action: adopted"
HR 0317 of 2010,House Resolution,A resolution to declare September 2010 as National Alcohol and Drug Addiction Recovery Month in the state of Michigan.Last Action: adopted
HR 0318 of 2010,House Resolution,"A resolution to memorialize the Congress of the United States to pass and the President of the United States to sign the National Childhood Brain Tumor Prevention Network Act of 2009.

Last Action: reported with recommendation without amendment"
HR 0319 of 2010,House Resolution,A resolution to declare Old U.S. 27 as an historic road in the state of Michigan.Last Action: adopted
HR 0320 of 2010,House Resolution,"A resolution to memorialize Congress to enact the Literacy for All, Results for the Nation Act.

Last Action: reported with recommendation with substitute H-1"
HR 0321 of 2010,House Resolution,"A resolution to declare September 11-17, 2010, as Patriot Week in the state of Michigan.Last Action: adopted"
HR 0322 of 2010,House Resolution,"A resolution to declare August 26, 2010, as Women's Equality Day in the state of Michigan.Last Action: adopted"
HR 0323 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Clarence E. Phillips, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0324 of 2010,House Resolution,A resolution to declare September 2010 as Life Insurance Awareness Month in the state of Michigan.Last Action: adopted
HR 0325 of 2010,House Resolution,"A resolution to declare September 9, 2010, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0326 of 2010,House Resolution,"A resolution to encourage federal mortgage loan servicers to participate in the administration of the federal Hardest Hit Fund.

Last Action: referred to Committee on Banking and Financial Services"
HR 0327 of 2010,House Resolution,"A resolution to declare December 4th, 2010, as Pallister-Killian Syndrome Awareness Day in the state of Michigan.Last Action: adopted"
HR 0328 of 2010,House Resolution,"A resolution to declare October 15, 2010, as Diabetic Peripheral Neuropathy Awareness and Action Day in the state of Michigan.Last Action: adopted"
HR 0329 of 2010,House Resolution,"A resolution to declare September 19-25, 2010, as Child Passenger Safety Week in the state of Michigan.Last Action: adopted"
HR 0330 of 2010,House Resolution,A resolution to declare September 2010 as Auxiliary Police Officers Month in the state of Michigan.Last Action: adopted
HR 0331 of 2010,House Resolution,"A resolution to declare September 2010 as Safe Sleep Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0332 of 2010,House Resolution,A resolution to declare September 2010 as National Infant Mortality Awareness Month in the state of Michigan.Last Action: adopted
HR 0333 of 2010,House Resolution,A resolution to declare November 2010 as National Prematurity Awareness Month in the state of Michigan.Last Action: adopted
HR 0334 of 2010,House Resolution,A resolution to declare September 2010 as College Savings Month in the state of MichiganLast Action: adopted
HR 0335 of 2010,House Resolution,"A resolution to declare Monday, September 27, 2010, as Family Day in the state of Michigan.
Last Action: adopted"
HR 0336 of 2010,House Resolution,"A resolution to urge the U.S. Coast Guard and the Michigan and U.S. Attorney General to take immediate and decisive action to identify and prosecute the perpetrators responsible for the illegal dumping leading to trash and medical waste washing up on Lake Michigan beaches.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0337 of 2010,House Resolution,"A resolution to declare October 17-23, 2010, as Credit Union Week in the state of Michigan.Last Action: adopted"
HR 0338 of 2010,House Resolution,"A resolution to declare November 13, 2010, as American Medicine Chest Challenge Day in the state of Michigan.Last Action: adopted"
HR 0339 of 2010,House Resolution,"A resolution to memorialize Congress to require federally regulated financial institutions to disclose to customers all of the ramifications of creating joint accounts.

Last Action: referred to Committee on Banking and Financial Services"
HR 0340 of 2010,House Resolution,A resolution to declare November 2010 as Naval Sea Cadet Corps Month in the state of Michigan.Last Action: adopted
HR 0341 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Representative Robert B. Jones.

Last Action: adopted by unanimous standing vote"
HR 0342 of 2010,House Resolution,"A resolution to express strong disappointment over the recent assault on First Amendment freedom of religion rights arising from the proposed Park51 community center project near Ground Zero and to decry all forms of discrimination against all religions present in our diverse nation.

Last Action: referred to Committee on Judiciary"
HR 0343 of 2010,House Resolution,A resolution to declare November 2010 as Diabetes Awareness and Glucose Control Month in the state of Michigan.Last Action: adopted
HR 0344 of 2010,House Resolution,A resolution to declare November 2010 as Pancreatic Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0345 of 2010,House Resolution,"A resolution to memorialize Congress to enact the Stem Cell Research Advancement Act of 2009.

Last Action: referred to Committee on Health Policy"
HR 0346 of 2010,House Resolution,"A resolution of tribute for the Honorable Justin Amash.

Last Action: adopted"
HR 0347 of 2010,House Resolution,"A resolution of tribute for the Honorable Richard Ball.

Last Action: adopted"
HR 0348 of 2010,House Resolution,"A resolution of tribute for the Honorable Doug Bennett.

Last Action: adopted"
HR 0349 of 2010,House Resolution,"A resolution of tribute for the Honorable Darwin Booher.

Last Action: adopted"
HR 0350 of 2010,House Resolution,"A resolution of tribute for the Honorable Terry L. Brown.

Last Action: adopted"
HR 0351 of 2010,House Resolution,"A resolution of tribute for the Honorable Brian Calley.

Last Action: adopted"
HR 0352 of 2010,House Resolution,"A resolution of tribute for the Honorable Bill Caul.

Last Action: adopted"
HR 0353 of 2010,House Resolution,"A resolution of tribute for the Honorable Ed Clemente.

Last Action: adopted"
HR 0354 of 2010,House Resolution,"A resolution of tribute for the Honorable Marc Corriveau.

Last Action: adopted"
HR 0355 of 2010,House Resolution,"A resolution of tribute for the Honorable Robert Dean.

Last Action: adopted"
HR 0356 of 2010,House Resolution,"A resolution of tribute for the Honorable Larry DeShazor.

Last Action: adopted"
HR 0357 of 2010,House Resolution,"A resolution of tribute for the Honorable Marie Donigan.

Last Action: adopted"
HR 0358 of 2010,House Resolution,"A resolution of tribute for the Honorable Kate Ebli.

Last Action: adopted"
HR 0359 of 2010,House Resolution,"A resolution of tribute to the Honorable Kevin Elsenheimer.

Last Action: adopted"
HR 0360 of 2010,House Resolution,"A resolution of tribute for the Honorable John Espinoza.

Last Action: adopted"
HR 0361 of 2010,House Resolution,"A resolution of tribute for the Honorable Lee Gonzales.

Last Action: adopted"
HR 0362 of 2010,House Resolution,"A resolution of tribute for the Honorable Kevin Green.

Last Action: adopted"
HR 0363 of 2010,House Resolution,"A resolution of tribute for the Honorable Vincent Gregory.

Last Action: adopted"
HR 0364 of 2010,House Resolution,"A resolution of tribute for the Honorable Martin J. Griffin.

Last Action: adopted"
HR 0365 of 2010,House Resolution,"A resolution to memorialize the Congress of the United States to provide an extension of unemployment benefits.

Last Action: motion to discharge committee approved"
HR 0366 of 2010,House Resolution,"A resolution of tribute offered as a memorial for Edward H. Fenlon, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0367 of 2010,House Resolution,"A resolution to urge the United States Postal Service to keep open the Saginaw, Michigan, mail processing and distribution center.

Last Action: adopted"
HR 0368 of 2010,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation prohibiting the use of full body scanners and enhanced physical pat-down checks.

Last Action: referred to Committee on Judiciary"
HR 0369 of 2010,House Resolution,"A resolution of tribute offered for the Honorable Jennifer Haase.

Last Action: adopted"
HR 0370 of 2010,House Resolution,"A resolution of tribute for the Honorable Goeff Hansen.

Last Action: adopted"
HR 0371 of 2010,House Resolution,"A resolution of tribute for the Honorable Dave Hildenbrand.

Last Action: adopted"
HR 0372 of 2010,House Resolution,"A resolution of tribute offered for the Honorable Mike Huckleberry.

Last Action: adopted"
HR 0373 of 2010,House Resolution,"A resolution of tribute for the Honorable Bert Johnson.

Last Action: adopted"
HR 0374 of 2010,House Resolution,"A resolution of tribute for the Honorable Rick Jones.

Last Action: adopted"
HR 0375 of 2010,House Resolution,"A resolution of tribute offered for the Honorable Deb Kennedy.

Last Action: adopted"
HR 0376 of 2010,House Resolution,"A resolution of tribute to the Honorable Michael Lahti.

Last Action: adopted"
HR 0377 of 2010,House Resolution,"A resolution of tribute to the Honorable Gabe Leland.

Last Action: adopted"
HR 0378 of 2010,House Resolution,"A resolution of tribute for the Honorable LaMar Lemmons, Jr.

Last Action: adopted"
HR 0379 of 2010,House Resolution,"A resolution of tribute for the Honorable James Marleau.

Last Action: adopted"
HR 0380 of 2010,House Resolution,"A resolution of tribute for the Honorable Jeff Mayes.

Last Action: adopted"
HR 0381 of 2010,House Resolution,"A resolution of tribute for the Honorable Gary McDowell.

Last Action: adopted"
HR 0382 of 2010,House Resolution,"A resolution of tribute for the Honorable Arlan Meekhof.

Last Action: adopted"
HR 0383 of 2010,House Resolution,"A resolution of tribute for the Honorable Kim Meltzer.

Last Action: adopted"
HR 0384 of 2010,House Resolution,"A resolution of tribute for the Honorable Fred Miller.

Last Action: adopted"
HR 0385 of 2010,House Resolution,"A resolution of tribute for the Honorable Tim Moore.

Last Action: adopted"
HR 0386 of 2010,House Resolution,"A resolution of tribute for the Honorable Judy Nerat.

Last Action: adopted"
HR 0387 of 2010,House Resolution,"A resolution of tribute for the Honorable Andy Neumann.

Last Action: adopted"
HR 0388 of 2010,House Resolution,"A resolution of tribute for the Honorable Phil Pavlov.

Last Action: adopted"
HR 0389 of 2010,House Resolution,"A resolution of tribute for the Honorable Tom Pearce.

Last Action: adopted"
HR 0390 of 2010,House Resolution,"A resolution of tribute for the Honorable Gino Polidori.

Last Action: adopted"
HR 0391 of 2010,House Resolution,"A resolution of tribute for the Honorable John Proos.

Last Action: adopted"
HR 0392 of 2010,House Resolution,"A resolution of tribute offered for the Honorable Sarah Roberts.

Last Action: adopted"
HR 0393 of 2010,House Resolution,"A resolution of tribute for the Honorable Tory Rocca.

Last Action: adopted"
HR 0394 of 2010,House Resolution,"A resolution of tribute for the Honorable Tonya Schuitmaker.

Last Action: adopted"
HR 0395 of 2010,House Resolution,"A resolution of tribute for the Honorable Bettie Cook Scott.

Last Action: adopted"
HR 0396 of 2010,House Resolution,"A resolution of tribute for the Honorable Dan Scripps.

Last Action: adopted"
HR 0397 of 2010,House Resolution,"A resolution of tribute for the Honorable Joel Sheltrown.

Last Action: adopted"
HR 0398 of 2010,House Resolution,"A resolution of tribute for the Honorable Jim Slezak.

Last Action: adopted"
HR 0399 of 2010,House Resolution,"A resolution of tribute for the Honorable Alma Wheeler Smith.

Last Action: adopted"
HR 0400 of 2010,House Resolution,"A resolution of tribute for the Honorable Dudley Spade.

Last Action: adopted"
HR 0401 of 2010,House Resolution,"A resolution of tribute for the Honorable Mary Valentine.

Last Action: adopted"
HR 0402 of 2010,House Resolution,"A resolution of tribute for the Honorable Rebekah Warren.

Last Action: adopted"
HR 0403 of 2010,House Resolution,"A resolution of tribute for the Honorable Coleman Young, II.

Last Action: adopted"
HR 0404 of 2010,House Resolution,"A resolution of tribute for the Honorable George Cushingberry, Jr.

Last Action: adopted"
HR 0405 of 2010,House Resolution,"A resolution of tribute for the Honorable Pam Byrnes.

Last Action: adopted"
HR 0406 of 2010,House Resolution,"A resolution of tribute for the Honorable Kathy Angerer.

Last Action: adopted"
HR 0407 of 2010,House Resolution,"A resolution of tribute for the Honorable Andy Dillon, Speaker of the House of Representatives.

Last Action: adopted"
