Document,Type,Description
HR 0335 of 2014,House Resolution,"A resolution to declare March 24-31, 2014, as Workplace Safety Week in the state of Michigan.Last Action: adopted"
HR 0336 of 2014,House Resolution,"A resolution to express support for the equal rights protection of individuals with autism spectrum disorder and for the efforts to improve awareness and understanding of autism.

Last Action: adopted"
HR 0337 of 2014,House Resolution,"A resolution to declare April 8, 2014, as Pay Equity Day in the state of Michigan.Last Action: adopted"
HR 0338 of 2014,House Resolution,"A resolution to declare April 26, 2014, as Save The Frogs! Day in the state of Michigan.Last Action: adopted"
HR 0339 of 2014,House Resolution,A resolution to declare May 2014 as Childhood Obesity Awareness Month in the state of Michigan.Last Action: adopted
HR 0340 of 2014,House Resolution,A resolution to declare April 2014 as Month of the Military Child in the state of Michigan.Last Action: adopted
HR 0341 of 2014,House Resolution,"A resolution to declare April 24, 2014, as Holocaust Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0342 of 2014,House Resolution,A resolution to declare April 2014 as Autism Awareness Month in the state of Michigan.Last Action: adopted
HR 0343 of 2014,House Resolution,"A resolution to declare April 28, 2014, as Workers' Memorial Day in the state of Michigan.Last Action: adopted"
HR 0344 of 2014,House Resolution,"A resolution to declare April 27-May 3, 2014, as Black April Memorial Week in the state of Michigan.Last Action: adopted"
HR 0345 of 2014,House Resolution,A resolution to declare May 2014 as Community Action Agency Month in the state of Michigan.Last Action: adopted
HR 0346 of 2014,House Resolution,"A resolution to declare May 5-9, 2014, as InfantSee Week in the state of Michigan.Last Action: adopted"
HR 0347 of 2014,House Resolution,"A resolution to declare July 12, 2014, as Neurofibromatosis Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0348 of 2014,House Resolution,"A resolution to declare May 11-17, 2014, as Formula SAE Week in the state of Michigan.Last Action: adopted"
HR 0349 of 2014,House Resolution,A resolution to commemorate the 75th anniversary of the Michigan Licensed Beverage Association.Last Action: adopted
HR 0350 of 2014,House Resolution,"A resolution to declare May 5, 2014, as Cinco de Mayo Day in the state of Michigan.Last Action: adopted"
HR 0351 of 2014,House Resolution,"A resolution to declare this legislative body's policy to protect life by extending legal protection to as many unborn children with heartbeats as possible under Michigan law.

Last Action: referred to Committee on Insurance"
HR 0352 of 2014,House Resolution,A resolution to declare May 2014 as Lyme Disease Awareness Month in the state of Michigan.Last Action: adopted
HR 0353 of 2014,House Resolution,A resolution to establish a special committee on Detroit's recovery and Michigan's future.Last Action: adopted
HR 0354 of 2014,House Resolution,"A resolution to declare May 5-11, 2014, as Screen-Free Week in the state of Michigan.Last Action: adopted"
HR 0355 of 2014,House Resolution,"A resolution to declare May 15, 2014, as  Chaldean American Day in the state of Michigan.Last Action: adopted"
HR 0356 of 2014,House Resolution,"A resolution to urge the federal government to produce identification cards for military veterans who, as a result of combat, have shrapnel or other types of metal in their bodies.

Last Action: referred to Committee on Military and Veterans Affairs"
HR 0357 of 2014,House Resolution,A resolution to commemorate the 60th anniversary of the Brown v. Board of Education Supreme Court decision.Last Action: adopted
HR 0358 of 2014,House Resolution,"A resolution to declare May 10, 2014, as Train Day in the state of Michigan.Last Action: adopted"
HR 0359 of 2014,House Resolution,A resolution to declare May 2014 as Mental Health Awareness Month in the state of Michigan.Last Action: adopted
HR 0360 of 2014,House Resolution,"A resolution to memorialize the Congress of the United States to amend the Elementary and Secondary Education Act of 1965, to delete the No Child Left Behind requirement which mandated an increase in tests from six to fourteen.

Last Action: referred to Committee on Education"
HR 0361 of 2014,House Resolution,"A resolution to urge the Congress and the President of the United States to amend the Elementary and Secondary Education Act, as amended by the No Child Left Behind Act of 2001, to allow parents to opt their children out of high-stakes standardized testing without fear that their decision will negatively affect their school's standing.

Last Action: referred to Committee on Education"
HR 0362 of 2014,House Resolution,"A resolution to commemorate the 100th anniversary of the signing of the Smith Lever Act, the founding legislation of the nationwide Cooperative Extension System.Last Action: adopted"
HR 0363 of 2014,House Resolution,A resolution to declare June 2014 as Log Cabin History Month in the state of Michigan.Last Action: adopted
HR 0364 of 2014,House Resolution,A resolution to declare May 2014 as Foster Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0365 of 2014,House Resolution,"A resolution to declare May 16, 2014, as Hereditary Angioedema Awareness Day in the state of Michigan.Last Action: adopted"
HR 0366 of 2014,House Resolution,"A resolution of tribute offered as a memorial for Lad S. Stacey, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0367 of 2014,House Resolution,"A resolution of tribute offered as a memorial for Milton J. H. Knabusch, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0368 of 2014,House Resolution,"A resolution to declare June 7-15, 2014, as Aquatic Invasive Species Awareness Week in the state of Michigan.Last Action: adopted"
HR 0369 of 2014,House Resolution,A resolution to declare May 2014 as Arab-American Heritage Month in the state of Michigan.Last Action: adopted
HR 0370 of 2014,House Resolution,A resolution to declare May 2014 as Bike Month in the state of Michigan.Last Action: adopted
HR 0371 of 2014,House Resolution,"A resolution to urge the U.S. Department of Veterans Affairs to follow Federal Housing Administration guidelines as they apply to site condominiums and view them as single-family homes as long as they meet certain criteria.

Last Action: adopted"
HR 0372 of 2014,House Resolution,"A resolution to urge the Governor, state agencies, medical service providers, health care agencies, and all interested parties to work toward establishing clinical care and research centers for chronic neuroendocrine immune diseases and to urge health-related educational institutions to increase education about these diseases.

Last Action: referred to Committee on Health Policy"
HR 0373 of 2014,House Resolution,"A resolution to declare May 18-24, 2014, as Emergency Medical Services Week in the state of Michigan.Last Action: adopted"
HR 0374 of 2014,House Resolution,"A resolution to declare May 22, 2014, as Roadside Safety Awareness Day in the state of Michigan.Last Action: adopted"
HR 0375 of 2014,House Resolution,"A resolution to declare June 27, 2014, as Post-Traumatic Stress Injury Awareness Day in the state of Michigan. 	Last Action: adopted"
HR 0376 of 2014,House Resolution,A resolution to declare May 2014 as Lupus Awareness Month in the state of Michigan.Last Action: adopted
HR 0377 of 2014,House Resolution,"A resolution to declare May 29, 2014, as Silo Safety Awareness Day in the state of Michigan.Last Action: adopted"
HR 0378 of 2014,House Resolution,A resolution to urge all Michigan citizens to observe Memorial Day and to recognize and contemplate the true spirit of the holiday by remembering those brave and courageous souls who have laid down their lives in defense of our nation.Last Action: adopted
HR 0379 of 2014,House Resolution,"A resolution to urge the Great Lakes Commission to study and take a formal position on the proposed underground nuclear waste repository in Ontario, Canada and to study the potential impacts of this facility and similar facilities on the Great Lakes and on the people that depend on the lakes.

Last Action: referred to Committee on Energy and Technology"
HR 0380 of 2014,House Resolution,"A resolution urging the United States President, the Secretary of State, and the United States Congress to invoke the participation of the International Joint Commission under Article IX, Article X, or both of the Boundary Waters Treaty to evaluate the proposed underground nuclear waste repository in Ontario, Canada and similar facilities.

Last Action: referred to Committee on Energy and Technology"
HR 0381 of 2014,House Resolution,"A resolution to call on the U.S. Environmental Protection Agency and the U.S. Army Corps of Engineers to withdraw their proposed rule expanding the definition of ""waters of the United States"" under the Clean Water Act.

Last Action: adopted"
HR 0382 of 2014,House Resolution,"A resolution to urge the Congress of the United States to approve President Obama’s budget proposal to provide $35 million to help communities process evidence from untested sexual assault kits.

Last Action: adopted"
HR 0383 of 2014,House Resolution,A resolution to declare June 2014 as Clinical Trial Awareness Month in the state of Michigan.Last Action: adopted
HR 0384 of 2014,House Resolution,"A resolution to urge the government of the Islamic Republic of Iran to release American citizen and Michigan resident, Amir Hekmati, after more than 1,000 days of unjust and unlawful imprisonment.

Last Action: adopted"
HR 0385 of 2014,House Resolution,"A resolution to urge the United States Congress to investigate the United States Department of Veterans Affairs' treatment of military veterans seeking health care at facilities throughout the country.Last Action: adopted"
HR 0386 of 2014,House Resolution,A resolution to commemorate the 200th anniversary of the Star Spangled Banner.Last Action: adopted
HR 0387 of 2014,House Resolution,"A resolution to offer best wishes to Muslims in Michigan and worldwide, a joyous and meaningful observance of Ramadan, a month of reflection and prayer.Last Action: adopted"
HR 0388 of 2014,House Resolution,"A resolution to memorialize the United States Congress to take such actions as are necessary to pass the Helping Families in Mental Health Crisis Act of 2013.

Last Action: adopted"
HR 0389 of 2014,House Resolution,"A resolution to declare June 7, 2014, as Childhood Cancer Survivors Day in the state of Michigan.Last Action: adopted"
HR 0390 of 2014,House Resolution,"A resolution to urge the U.S. Department of Defense to provide toll-free calling to active duty military men and women serving overseas, so that they may call family members in the U.S. without cost.Last Action: adopted"
HR 0391 of 2014,House Resolution,"A resolution to declare July 11, 2014, as Srebrenica Remembrance Day and July 11-17, 2014, as Bosnia and Herzegovina Tribute Week in the state of Michigan.Last Action: adopted"
HR 0392 of 2014,House Resolution,"A resolution to declare September 29-October 5, 2014, as French-Canadian Heritage Week in the state of Michigan.Last Action: adopted"
HR 0393 of 2014,House Resolution,A resolution to commemorate President Gerald R. Ford and the invaluable impact of his service to the United States of America in honor of the 40th anniversary of his presidency.Last Action: adopted
HR 0394 of 2014,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that would prohibit credit inquiries from impacting credit scores.

Last Action: referred to Committee on Financial Services"
HR 0395 of 2014,House Resolution,"A resolution to urge the Congress of the United States to direct the Comptroller General to complete a full audit of the Board of Governors of the Federal Reserve System and the federal reserve banks.Last Action: adopted"
HR 0396 of 2014,House Resolution,"A resolution to condemn Boko Haram for its violent attacks on civilian targets and support efforts by the President and the Congress of the United States to assist the Nigerian government in the safe return of the abducted women and girls in Nigeria, to prevent further attacks, and to promote the human rights of women and girls in Nigeria.

Last Action: adopted"
HR 0397 of 2014,House Resolution,A resolution to declare June 2014 as Immigration Heritage Month in the state of Michigan.Last Action: adopted
HR 0398 of 2014,House Resolution,A resolution to declare July 2014 as Craft Beer Month in the state of Michigan.Last Action: adopted
HR 0399 of 2014,House Resolution,"A resolution to urge the President and Congress of the United States to enact immigration reform that ensures the security of the nation’s borders.Last Action: referred to Committee on Commerce"
HR 0400 of 2014,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that would prohibit for-profit employers from using religious beliefs to deny employees coverage for contraception or any other vital health service required by federal law.Last Action: referred to Committee on Judiciary"
HR 0401 of 2014,House Resolution,"A resolution to declare September 11-17, 2014, as Patriot Week in the state of Michigan.Last Action: adopted"
HR 0402 of 2014,House Resolution,"A resolution to urge the President and Congress of the United States to encourage international intervention on behalf of the Iraqi civilians in dire need of protection from religious persecution.Last Action: adopted"
HR 0403 of 2014,House Resolution,A resolution to declare August 2014 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.Last Action: adopted
HR 0404 of 2014,House Resolution,"A resolution to urge the United States Supreme Court to clarify whether its holding in Miller v. Alabama applies retroactively.Last Action: referred to Committee on Criminal Justice"
HR 0405 of 2014,House Resolution,"A resolution to urge the federal government to properly fund beach monitoring without additional new requirements and to support real-time monitoring of beaches.Last Action: referred to Committee on Natural Resources"
HR 0406 of 2014,House Resolution,"A resolution to urge the President and Congress of the United States to close the federal tax loophole encouraging ""tax inversions"" by U.S. corporations.Last Action: referred to Committee on Tax Policy"
HR 0407 of 2014,House Resolution,"A resolution to express support for the construction of new electricity generating facilities in Michigan’s Upper Peninsula.Last Action: referred to Committee on Energy and Technology"
HR 0408 of 2014,House Resolution,"A resolution to declare September 20, 2014, as POW/MIA Recognition Day in the state of Michigan.Last Action: adopted"
HR 0409 of 2014,House Resolution,"A resolution to declare September 15-October 15, 2014, as Hispanic Heritage Month in the state of Michigan.Last Action: adopted"
HR 0410 of 2014,House Resolution,"A resolution to declare September 15-19, 2014, as Mental Health No Stigma Week in the state of Michigan.Last Action: adopted"
HR 0411 of 2014,House Resolution,A resolution to declare October 2014 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0412 of 2014,House Resolution,A resolution to declare October 2014 as Filipino-American Heritage Month in the state of Michigan.Last Action: adopted
HR 0413 of 2014,House Resolution,A resolution to declare October 2014 as Domestic Violence Awareness Month in the state of Michigan.Last Action: adopted
HR 0414 of 2014,House Resolution,A resolution to declare October 2014 as Breast Cancer Detection Awareness Month in the state of Michigan.Last Action: adopted
HR 0415 of 2014,House Resolution,A resolution urging Michigan professional sports teams to adopt a zero-tolerance domestic violence policy.Last Action: adopted
HR 0416 of 2014,House Resolution,"A resolution to declare September 23, 2014, as Youth Consent Day in the state of Michigan.Last Action: adopted"
HR 0417 of 2014,House Resolution,"A resolution to urge the Congress of the United States to renew the charter for the U.S. Export-Import Bank and to amend the charter to ensure the bank cannot provide an export subsidy to a foreign company which would lead to a significant loss of U.S. jobs.Last Action: referred to Committee on Financial Services"
HR 0418 of 2014,House Resolution,"A resolution to declare September 23, 2014, as Chiari Awareness Day in the state of Michigan.Last Action: adopted"
HR 0419 of 2014,House Resolution,A resolution to declare October 2014 as Hindu American Awareness and Appreciation Month in the state of Michigan.Last Action: adopted
HR 0420 of 2014,House Resolution,"A resolution to call on the federal government to take steps to protect Lake Superior from Asian carp.Last Action: referred to Committee on Natural Resources"
HR 0421 of 2014,House Resolution,"A resolution to urge Governor Snyder to call together a regional governors' commission to address algae blooms in Lake Erie.Last Action: referred to Committee on Natural Resources"
HR 0422 of 2014,House Resolution,"A resolution of tribute offered as a memorial for Robert S. Gilbert, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0423 of 2014,House Resolution,"A resolution to urge the Governor to maximize the use of energy-efficiency measures and use LEED standards when designing, constructing, and renovating state-owned buildings.Last Action: referred to Committee on Energy and Technology"
HR 0424 of 2014,House Resolution,"A resolution to urge Governor Snyder to terminate the prisoner food service contract with Aramark.Last Action: referred to Committee on Government Operations"
HR 0425 of 2014,House Resolution,"A resolution to declare October 4, 2014, as Buy Nearby Get Caught Blue-Handed Day in the state of Michigan. 	Last Action: adopted"
HR 0426 of 2014,House Resolution,"A resolution to declare October 28, 2014, as Ohi Day in the state of Michigan.Last Action: adopted"
HR 0427 of 2014,House Resolution,A resolution to declare October 2014 as Microenterprise Month in the state of Michigan.Last Action: adopted
HR 0428 of 2014,House Resolution,"A resolution urging the U.S. Environmental Protection Agency to abandon its potential tightening of the ground-level ozone standard and Congress, the Governor, and the Director of the Department of Environmental Quality to take measures to prevent the implementation of any new ground-level ozone standard.Last Action: referred to Committee on Energy and Technology"
HR 0429 of 2014,House Resolution,"A resolution to urge the President of the United States to allow an additional 25,000 refugee visas for displaced Iraqis, with preference for placement in Michigan.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0430 of 2014,House Resolution,"A resolution to urge the Federal Energy Regulatory Commission to reverse its recent acceptance of the Midcontinent Independent System Operator’s proposed system support resource cost allocation tariff that would allocate approximately 99.5 percent of costs to utility customers in Michigan’s Upper Peninsula and to divide the costs in a more equitable mannerLast Action: adopted"
HR 0431 of 2014,House Resolution,"A resolution to declare November 22, 2014, as Holodomor Memorial Day in the state of Michigan.Last Action: adopted"
HR 0432 of 2014,House Resolution,A resolution to declare November 2014 as Alzheimer's Awareness Month in the state of Michigan.Last Action: adopted
HR 0433 of 2014,House Resolution,"A resolution of tribute offered as a memorial for James E. Hadden, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0434 of 2014,House Resolution,"A resolution to urge the Governor to increase the energy efficiency of current and future state buildings by using bio-based, low carbon-intensity building materials and by requiring that state buildings meet standards from a credible green building rating system that gives equal weight to forest certification programs.Last Action: referred to Committee on Energy and Technology"
HR 0435 of 2014,House Resolution,"A resolution of tribute for the Honorable Theresa Abed.Last Action: adopted"
HR 0436 of 2014,House Resolution,"A resolution of tribute for the Honorable Vicki Barnett.Last Action: adopted"
HR 0437 of 2014,House Resolution,"A resolution of tribute for the Honorable Terry Brown.Last Action: adopted"
HR 0438 of 2014,House Resolution,"A resolution of tribute for the Honorable Philip M. Cavanagh.Last Action: adopted"
HR 0439 of 2014,House Resolution,"A resolution of tribute for the Honorable Hugh D. Crawford.Last Action: adopted"
HR 0440 of 2014,House Resolution,"A resolution of tribute for the Honorable Kevin Daley.Last Action: adopted"
HR 0441 of 2014,House Resolution,"A resolution of tribute for the Honorable Cindy Denby.Last Action: adopted"
HR 0442 of 2014,House Resolution,"A resolution of tribute for the Honorable Fred Durhal, Jr.Last Action: adopted"
HR 0443 of 2014,House Resolution,"A resolution of tribute for the Honorable Frank D. Foster.Last Action: adopted"
HR 0444 of 2014,House Resolution,"A resolution of tribute for the Honorable Douglas A. Geiss.Last Action: adopted"
HR 0445 of 2014,House Resolution,"A resolution to urge the Office of the United States Trade Representative to ensure that no World Trade Organization rules are being violated in regards to government funding of McInnis Cement and the Port-Daniel-Gascons cement plant in Québec, Canada.Last Action: adopted"
HR 0446 of 2014,House Resolution,"A resolution of tribute for the Honorable Bob Genetski.Last Action: adopted"
HR 0447 of 2014,House Resolution,"A resolution of tribute for the Honorable Gail Haines.Last Action: adopted"
HR 0448 of 2014,House Resolution,"A resolution of tribute for the Honorable Harold L. Haugh.Last Action: adopted"
HR 0449 of 2014,House Resolution,"A resolution of tribute for the Honorable Rudy Hobbs.Last Action: adopted"
HR 0450 of 2014,House Resolution,"A resolution of tribute for the Honorable Andrew J. Kandrevas.Last Action: adopted"
HR 0451 of 2014,House Resolution,"A resolution of tribute for the Honorable David Knezek.Last Action: adopted"
HR 0452 of 2014,House Resolution,"A resolution of tribute for the Honorable Eileen Kowall.Last Action: adopted"
HR 0453 of 2014,House Resolution,"A resolution of tribute for the Honorable Kenneth Kurtz.Last Action: adopted"
HR 0454 of 2014,House Resolution,"A resolution of tribute for the Honorable Collene Lamonte.Last Action: adopted"
HR 0455 of 2014,House Resolution,"A resolution of tribute for the Honorable Ellen Cogen Lipton.Last Action: adopted"
HR 0456 of 2014,House Resolution,"A resolution to encourage the Michigan Department of Education to allow local school districts the option to hold fundraisers, such as bake sales, during school hours that involve food that may not meet the new federal school nutrition standards.Last Action: referred to Committee on Education"
HR 0457 of 2014,House Resolution,"A resolution of tribute for the Honorable Matt Lori.Last Action: adopted"
HR 0458 of 2014,House Resolution,"A resolution of tribute for the Honorable Peter MacGregor.Last Action: adopted"
HR 0459 of 2014,House Resolution,"A resolution of tribute for the Honorable Greg MacMaster.Last Action: adopted"
HR 0460 of 2014,House Resolution,"A resolution of tribute for the Honorable Sean McCann.Last Action: adopted"
HR 0461 of 2014,House Resolution,"A resolution of tribute for the Honorable Tom McMillin.Last Action: adopted"
HR 0462 of 2014,House Resolution,"A resolution of tribute for the Honorable David Nathan.Last Action: adopted"
HR 0463 of 2014,House Resolution,"A resolution of tribute for the Honorable Margaret E. O'Brien.Last Action: adopted"
HR 0464 of 2014,House Resolution,"A resolution of tribute for the Honorable Stacy Erwin Oakes.Last Action: adopted"
HR 0465 of 2014,House Resolution,"A resolution of tribute for the Honorable John Olumba.Last Action: adopted"
HR 0466 of 2014,House Resolution,"A resolution in support of the Michigan Department of Environmental Quality - Office of Oil, Gas, and Minerals' application seeking primacy for Class II Underground Injection Control.Last Action: adopted"
HR 0467 of 2014,House Resolution,"A resolution of tribute for the Honorable Bill Rogers.Last Action: adopted"
HR 0468 of 2014,House Resolution,"A resolution of tribute to the Honorable Kate Segal.Last Action: adopted"
HR 0469 of 2014,House Resolution,"A resolution of tribute for the Honorable Mike Shirkey.Last Action: adopted"
HR 0470 of 2014,House Resolution,"A resolution of tribute for the Honorable Dian Slavens.Last Action: adopted"
HR 0471 of 2014,House Resolution,"A resolution of tribute for the Honorable Thomas F. Stallworth III.Last Action: adopted"
HR 0472 of 2014,House Resolution,"A resolution of tribute for the Honorable Woodrow Stanley.Last Action: adopted"
HR 0473 of 2014,House Resolution,"A resolution of tribute for the Honorable Jon M. Switalski.Last Action: adopted"
HR 0474 of 2014,House Resolution,"A resolution of tribute for the Honorable Rashida H. Tlaib.Last Action: adopted"
HR 0475 of 2014,House Resolution,"A resolution of tribute for the Honorable Dale W. Zorn.Last Action: adopted"
HR 0476 of 2014,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.Last Action: adopted"
HR 0477 of 2014,House Resolution,"A resolution of tribute offered as a memorial for James E. Defebaugh, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0478 of 2014,House Resolution,"A resolution of tribute for the Honorable Wayne Schmidt.Last Action: adopted"
HR 0479 of 2014,House Resolution,"A resolution of tribute for the Honorable John Walsh.Last Action: adopted"
HR 0480 of 2014,House Resolution,"A resolution of tribute for the Honorable Pete Lund.Last Action: adopted"
HR 0481 of 2014,House Resolution,"A resolution of tribute for the Honorable Joseph Haveman.Last Action: adopted"
HR 0482 of 2014,House Resolution,"A resolution of tribute for the Honorable Jim Stamas.Last Action: adopted"
HR 0483 of 2014,House Resolution,"A resolution of tribute for the Honorable Jase Bolger, Speaker of the House of Representatives.Last Action: adopted"
