Document,Type,Description
HR 0328 of 2016,House Resolution,"A resolution to declare September 16-25, 2016, as Welcoming Week in the state of Michigan.Last Action: adopted"
HR 0329 of 2016,House Resolution,"A resolution to urge the U.S. Congress to pass the Americans with Disabilities Act (ADA) Education and Reform Act of 2015.Last Action: referred to Committee on Regulatory Reform"
HR 0330 of 2016,House Resolution,"A resolution to declare November 4, 2016, as Matilda R. Dodge Wilson Day in the state of Michigan.Last Action: adopted"
HR 0331 of 2016,House Resolution,A resolution to declare September 2016 as Pulmonary Fibrosis Awareness Month in the state of Michigan.Last Action: adopted
HR 0332 of 2016,House Resolution,"A resolution to declare September 2016, as Suicide Prevention Month in the state of Michigan.
Last Action: adopted"
HR 0333 of 2016,House Resolution,A resolution to declare September 2016 as Baby Safety Month in the state of Michigan.Last Action: adopted
HR 0334 of 2016,House Resolution,"A resolution to declare September 15, 2016, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.Last Action: adopted"
HR 0335 of 2016,House Resolution,"A resolution to declare September 15, 2016, as RAINN Day in the state of Michigan.Last Action: adopted"
HR 0336 of 2016,House Resolution,"A resolution to declare September 15-October 15, 2016, as Hispanic Heritage Month in the state of Michigan.Last Action: adopted"
HR 0337 of 2016,House Resolution,A resolution to declare September 2016 as Kinship Care Month in the state of Michigan.Last Action: adopted
HR 0338 of 2016,House Resolution,"A resolution of tribute offered as a memorial for Julie Plawecki, member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0339 of 2016,House Resolution,A resolution to commemorate the 25th anniversary of the opening of the Michigan State Police Hazardous Materials Training Center.Last Action: adopted
HR 0340 of 2016,House Resolution,A resolution to declare September 2016 as Life Insurance Awareness Month in the state of Michigan.Last Action: adopted
HR 0341 of 2016,House Resolution,"A resolution to declare September 26-October 2, 2016, as French-Canadian Heritage Week in the state of Michigan.Last Action: adopted"
HR 0342 of 2016,House Resolution,"A resolution to declare October 17-21, 2016, as Careers in Energy Week in the state of Michigan.Last Action: adopted"
HR 0343 of 2016,House Resolution,A resolution to commemorate the 100th anniversary of the establishment of the Farm Credit System.Last Action: adopted
HR 0344 of 2016,House Resolution,"A resolution to request that the Michigan Attorney General and Michigan State Police investigate the possible waste, fraud, and abuse of power by former Senate Majority Leader Randy Richardville and the Senate Business Office regarding the lease of the Capitol View Building.Last Action: referred to Committee on Government Operations"
HR 0345 of 2016,House Resolution,"A resolution to declare September 23, 2016, as Chiari Awareness Day in the state of Michigan.Last Action: adopted"
HR 0346 of 2016,House Resolution,"A resolution to declare September 27, 2016, as Youth Consent Day in the state of Michigan.Last Action: adopted"
HR 0347 of 2016,House Resolution,"A resolution to declare October 9, 2016, as PANS and PANDAS Awareness Day in the state of Michigan.Last Action: adopted"
HR 0348 of 2016,House Resolution,"A resolution to declare September 26, 2016, as Diffuse Intrinsic Pontine Glioma Awareness Day in the state of Michigan.Last Action: adopted"
HR 0349 of 2016,House Resolution,"A resolution to congratulate the government and people of the Republic of China (Taiwan) on the celebration of their 105th National Day and declare October 10, 2016, as Taiwan Day in the state of Michigan.Last Action: adopted"
HR 0350 of 2016,House Resolution,"A resolution to declare November 7, 2016, as Reflex Sympathetic Dystrophy and Complex Regional Pain Syndrome Awareness Day in the state of Michigan.Last Action: adopted"
HR 0351 of 2016,House Resolution,"A resolution to declare October 11, 2016, as National Coming Out Day in the state of Michigan.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0352 of 2016,House Resolution,A resolution to declare October 2016 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0353 of 2016,House Resolution,A resolution to declare Clay Township the Sturgeon Angling Capital of Michigan.Last Action: adopted
HR 0354 of 2016,House Resolution,"A resolution to encourage the adoption of a frequent, functional, instrumentation-based, report-driven, and objective functional balance assessment program in senior living community risk management and resident safety programs to reduce the risk and episodes of falls in seniors.Last Action: adopted"
HR 0355 of 2016,House Resolution,A resolution to declare November 2016 as Epilepsy Awareness Month in the state of Michigan.Last Action: adopted
HR 0356 of 2016,House Resolution,"A resolution of tribute for the Honorable Kurt Heise.Last Action: adopted"
HR 0357 of 2016,House Resolution,"A resolution to declare November 10, 2016, as Great Lakes Sailors Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0358 of 2016,House Resolution,"A resolution to declare November 16, 2016, as Dutch-American Heritage Day in the state of Michigan.Last Action: adopted"
HR 0359 of 2016,House Resolution,"A resolution of tribute offered as a memorial for Wilfred Webb, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0360 of 2016,House Resolution,"A resolution of tribute offered as a memorial for Peter Pettalia, member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0361 of 2016,House Resolution,A resolution to commemorate the 125th anniversary of the Eastern Market.Last Action: adopted
HR 0362 of 2016,House Resolution,A resolution to declare November 2016 as Gratitude Month in the state of Michigan.Last Action: adopted
HR 0363 of 2016,House Resolution,"A resolution of tribute offered as a memorial for Jan C. Dolan, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0364 of 2016,House Resolution,A resolution of tribute for the Honorable Charles M. Brunner.Last Action: adopted
HR 0365 of 2016,House Resolution,A resolution of tribute for the Honorable Jon Bumstead.Last Action: adopted
HR 0366 of 2016,House Resolution,"A resolution of tribute for the Honorable Mike Callton.Last Action: adopted"
HR 0367 of 2016,House Resolution,"A resolution of tribute for the Honorable George T. Darany.Last Action: adopted"
HR 0368 of 2016,House Resolution,A resolution to declare December 2016 as Heidelberg Project Month in the state of Michigan.Last Action: adopted
HR 0369 of 2016,House Resolution,"A resolution of tribute for the Honorable Bill LaVoy.Last Action: adopted"
HR 0370 of 2016,House Resolution,"A resolution of tribute for the Honorable Gretchen Driskell.Last Action: adopted"
HR 0371 of 2016,House Resolution,"A resolution of tribute for the Honorable Jeff Farrington.Last Action: adopted"
HR 0372 of 2016,House Resolution,"A resolution of tribute for the Honorable Anthony G. Forlini.Last Action: adopted"
HR 0373 of 2016,House Resolution,"A resolution of tribute for the Honorable Ben Glardon.Last Action: adopted"
HR 0374 of 2016,House Resolution,"A resolution of tribute for the Honorable Ken Goike.Last Action: adopted"
HR 0375 of 2016,House Resolution,"A resolution of tribute for the Honorable Thomas B. Hooker.Last Action: adopted"
HR 0376 of 2016,House Resolution,"A resolution of tribute for the Honorable Paul Clemente.Last Action: adopted"
HR 0377 of 2016,House Resolution,"A resolution of tribute for the Honorable Marcia Hovey-Wright.Last Action: adopted"
HR 0378 of 2016,House Resolution,"A resolution of tribute for the Honorable Jeff Irwin.Last Action: adopted"
HR 0379 of 2016,House Resolution,"A resolution of tribute for the Honorable Nancy Jenkins.Last Action: adopted"
HR 0380 of 2016,House Resolution,"A resolution of tribute for the Honorable Joel Johnson.Last Action: adopted"
HR 0381 of 2016,House Resolution,"A resolution of tribute for the Honorable Marilyn Lane.Last Action: adopted"
HR 0382 of 2016,House Resolution,"A resolution of tribute for the Honorable Lisa Posthumus Lyons.Last Action: adopted"
HR 0383 of 2016,House Resolution,"A resolution of tribute for the Honorable Paul Muxlow.Last Action: adopted"
HR 0384 of 2016,House Resolution,"A resolution to recognize the 75th anniversary of the attack on Pearl Harbor and declare December 7, 2016, as Pearl Harbor Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0385 of 2016,House Resolution,"A resolution to declare December 5-11, 2016, as Computer Science Education Week in the state of Michigan.Last Action: adopted"
HR 0386 of 2016,House Resolution,"A resolution to condemn state-sanctioned, forced organ harvesting from prisoners of conscience in the People’s Republic of China, urge action by the President of the United States and the U.S. medical community, and demand an end to the persecution of Falun Gong practitioners.Last Action: referred to Committee on Health Policy"
HR 0387 of 2016,House Resolution,"A resolution to declare December 4-10, 2016, as Pearl Harbor Remembrance Week in the state of Michigan.Last Action: adopted"
HR 0388 of 2016,House Resolution,"A resolution of tribute for the Honorable Rick Outman.Last Action: adopted"
HR 0389 of 2016,House Resolution,"A resolution of tribute for the Honorable Earl Poleski.Last Action: adopted"
HR 0390 of 2016,House Resolution,"A resolution of tribute for the Honorable Phil Potvin.Last Action: adopted"
HR 0391 of 2016,House Resolution,"A resolution of tribute for the Honorable Amanda Price.Last Action: adopted"
HR 0392 of 2016,House Resolution,"A resolution of tribute for the Honorable Bruce Rendon.Last Action: adopted"
HR 0393 of 2016,House Resolution,"A resolution of tribute for the Honorable Sarah Roberts.Last Action: adopted"
HR 0394 of 2016,House Resolution,"A resolution of tribute for the Honorable Charles Smiley.Last Action: adopted"
HR 0395 of 2016,House Resolution,"A resolution of tribute for the Honorable Bradford C. Jacobsen.Last Action: adopted"
HR 0396 of 2016,House Resolution,"A resolution of tribute for the Honorable Ed McBroom.Last Action: adopted"
HR 0397 of 2016,House Resolution,"A resolution of tribute for the Honorable Lauren Plawecki.Last Action: adopted"
HR 0398 of 2016,House Resolution,"A resolution of tribute for the Honorable Harvey Santana.Last Action: adopted"
HR 0399 of 2016,House Resolution,"A resolution of tribute for the Honorable Pat Somerville.Last Action: adopted"
HR 0400 of 2016,House Resolution,"A resolution of tribute for the Honorable Alberta Tinsley-Talabi.Last Action: adopted"
HR 0401 of 2016,House Resolution,"A resolution of tribute for the Honorable Jim Townsend.Last Action: adopted"
HR 0402 of 2016,House Resolution,"A resolution to declare December 13, 2016, as Horse Day in the state of Michigan.Last Action: adopted"
HR 0403 of 2016,House Resolution,"A resolution of tribute for the Honorable David E. Rutledge.Last Action: adopted"
HR 0404 of 2016,House Resolution,"A resolution of tribute for the Honorable Andrea LaFontaine.Last Action: adopted"
HR 0405 of 2016,House Resolution,"A resolution of tribute for the Honorable Al Pscholka.Last Action: adopted"
HR 0406 of 2016,House Resolution,"A resolution of tribute for the Honorable Ken Yonker.Last Action: adopted"
HR 0407 of 2016,House Resolution,"A resolution of tribute for the Honorable Ray A. Franz.Last Action: adopted"
HR 0408 of 2016,House Resolution,"A resolution of tribute for the Honorable Aric Nesbitt.Last Action: adopted"
HR 0409 of 2016,House Resolution,"A resolution of tribute for the Honorable Kevin Cotter, Speaker of the House of Representatives.Last Action: adopted"
HR 0410 of 2016,House Resolution,"A resolution to urge the Michigan Public Service Commission to reject the premature termination of the power purchase agreement between Entergy and Consumers Energy for the Palisades Nuclear Power Plant.Last Action: adopted"
