Document,Type,Description
HR 0368 of 2022,House Resolution,A resolution of tribute for the Honorable Sarah Anthony.Last Action: adopted
HR 0369 of 2022,House Resolution,A resolution of tribute for the Honorable Joe Bellino.Last Action: adopted
HR 0370 of 2022,House Resolution,A resolution of tribute for the Honorable Ryan Berman.Last Action: adopted
HR 0371 of 2022,House Resolution,A resolution of tribute for the Honorable Kyra Bolden.Last Action: adopted
HR 0372 of 2022,House Resolution,A resolution of tribute for the Honorable Tommy Brann.Last Action: adopted
HR 0373 of 2022,House Resolution,A resolution of tribute for the Honorable Julie Calley.Last Action: adopted
HR 0374 of 2022,House Resolution,A resolution of tribute for the Honorable Sara Cambensy.Last Action: adopted
HR 0375 of 2022,House Resolution,A resolution of tribute for the Honorable Darrin Camilleri.Last Action: adopted
HR 0376 of 2022,House Resolution,A resolution of tribute for the Honorable Mary Cavanagh.Last Action: adopted
HR 0377 of 2022,House Resolution,A resolution of tribute for the Honorable John Cherry.Last Action: adopted
HR 0378 of 2022,House Resolution,A resolution of tribute for the Honorable Cara Clemente.Last Action: adopted
HR 0379 of 2022,House Resolution,A resolution of tribute for the Honorable TC Clements.Last Action: adopted
HR 0380 of 2022,House Resolution,A resolution of tribute for the Honorable John Damoose.Last Action: adopted
HR 0381 of 2022,House Resolution,A resolution of tribute for the Honorable Gary Eisen.Last Action: adopted
HR 0382 of 2022,House Resolution,A resolution of tribute for the Honorable Jim Ellison.Last Action: adopted
HR 0383 of 2022,House Resolution,A resolution of tribute for the Honorable Diana Farrington.Last Action: adopted
HR 0384 of 2022,House Resolution,A resolution of tribute for the Honorable Alex Garza.Last Action: adopted
HR 0385 of 2022,House Resolution,A resolution of tribute for the Honorable Annette Glenn.Last Action: adopted
HR 0386 of 2022,House Resolution,A resolution of tribute for the Honorable Beth Griffin.Last Action: adopted
HR 0387 of 2022,House Resolution,A resolution of tribute for the Honorable Roger Hauck.Last Action: adopted
HR 0388 of 2022,House Resolution,A resolution of tribute for the Honorable Kevin Hertel.Last Action: adopted
HR 0389 of 2022,House Resolution,A resolution of tribute for the Honorable Michele Hoitenga.Last Action: adopted
HR 0390 of 2022,House Resolution,A resolution of tribute for the Honorable Gary Howell.Last Action: adopted
HR 0391 of 2022,House Resolution,A resolution of tribute for the Honorable Cynthia Johnson.Last Action: adopted
HR 0392 of 2022,House Resolution,A resolution of tribute for the Honorable Steve Johnson.Last Action: adopted
HR 0393 of 2022,House Resolution,A resolution to in support of federal legislation to enable the creation of a National Infrastructure Bank.Last Action: referred to Committee on Government Operations
HR 0394 of 2022,House Resolution,"A resolution to declare December 2, 2022, as Children of Abraham Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0395 of 2022,House Resolution,A resolution to recognize the first anniversary of the Oxford High School Shooting.Last Action: adopted
HR 0396 of 2022,House Resolution,A resolution to recognize the Bangladesh Genocide of 1971.Last Action: referred to Committee on Government Operations
HR 0397 of 2022,House Resolution,A resolution of tribute to for the Honorable Jewell Jones.Last Action: adopted
HR 0398 of 2022,House Resolution,A resolution of tribute for the Honorable Jack O’Malley.Last Action: adopted
HR 0399 of 2022,House Resolution,A resolution of tribute for the Honorable Scott VanSingel.Last Action: adopted
HR 0400 of 2022,House Resolution,A resolution of tribute for Gary L. Randall.Last Action: adopted
HR 0401 of 2022,House Resolution,A resolution of tribute for the Honorable Bronna Kahle.Last Action: adopted
HR 0402 of 2022,House Resolution,A resolution of tribute for the Honorable Padma Kuppa.Last Action: adopted
HR 0403 of 2022,House Resolution,A resolution of tribute for the Honorable Beau LaFave.Last Action: adopted
HR 0404 of 2022,House Resolution,A resolution of tribute for the Honorable David LaGrand.Last Action: adopted
HR 0405 of 2022,House Resolution,A resolution of tribute for the Honorable Mari Manoogian.Last Action: adopted
HR 0406 of 2022,House Resolution,A resolution of tribute for the Honorable Steve Marino.Last Action: adopted
HR 0407 of 2022,House Resolution,A resolution of tribute for the Honorable Jeffrey Pepper.Last Action: adopted
HR 0408 of 2022,House Resolution,A resolution of tribute for the Honorable Ronnie Peterson.Last Action: adopted
HR 0409 of 2022,House Resolution,A resolution of tribute for the Honorable John Reilly.Last Action: adopted
HR 0410 of 2022,House Resolution,A resolution of tribute for the Honorable Daire Rendon.Last Action: adopted
HR 0411 of 2022,House Resolution,A resolution of tribute for the Honorable Terry J. Sabo.Last Action: adopted
HR 0412 of 2022,House Resolution,A resolution of tribute for the Honorable Tim Sneller.Last Action: adopted
HR 0413 of 2022,House Resolution,A resolution of tribute for the Honorable William Sowerby.Last Action: adopted
HR 0414 of 2022,House Resolution,A resolution of tribute for the Honorable Richard M. Steenland.Last Action: adopted
HR 0415 of 2022,House Resolution,A resolution of tribute for the Honorable Shri Thanedar.Last Action: adopted
HR 0416 of 2022,House Resolution,A resolution of tribute for the Honorable Rodney Wakeman.Last Action: adopted
HR 0417 of 2022,House Resolution,A resolution of tribute for the Honorable Mary Whiteford.Last Action: adopted
HR 0418 of 2022,House Resolution,A resolution of tribute for the Honorable Tenisha Yancey.Last Action: adopted
HR 0419 of 2022,House Resolution,A resolution of tribute for the Honorable Jeff Yaroch.Last Action: adopted
HR 0420 of 2022,House Resolution,A resolution of tribute for the Honorable Terence Mekoski.Last Action: adopted
HR 0421 of 2022,House Resolution,A resolution of tribute for the honorable Pamela Hornberger.Last Action: adopted
HR 0422 of 2022,House Resolution,A resolution of tribute for the Honorable Yousef Rabhi.Last Action: adopted
HR 0423 of 2022,House Resolution,A resolution of tribute for the Honorable Ben Frederick.Last Action: adopted
HR 0424 of 2022,House Resolution,A resolution of tribute for the Honorable Donna Lasinski.Last Action: adopted
HR 0425 of 2022,House Resolution,"A resolution of tribute for the Honorable Jason Wentworth, Speaker of the House of Representatives.Last Action: adopted"
HR 0426 of 2022,House Resolution,A resolution to urge the President and Congress of the United States to normalize trade relations with the Republic of Cuba by dissolving the current U.S. trade embargo and other barriers that have been levied against the island nation including the designation of Cuba as a state sponsor of terrorism.Last Action: referred to Committee on Government Operations
HR 0427 of 2022,House Resolution,A resolution to urge the United States Congress to enact legislation preventing federal regulators from sanctioning depository institutions for providing financial services to legitimate marijuana-related businesses in states where marijuana has been legalized.Last Action: referred to Committee on Financial Services
